"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													232	0	5	50	0	0	0	0	130	47	0	0	0				
242													29	0	0	0	0	0	0	0	29	0	0	0	0				
279													497	0	330	0	82	138	6	0	82	85	0	97	0	ATM Settlement	Elan Transfer Bonus		
354													33	0	26	0	0	0	0	0	7	0	0	0	0				
457													60	0	0	0	0	0	0	0	26	34	0	0	0				
505													3476	0	1002	516	0	815	0	0	122	1743	93	0	0	DEFERRED SERVICE FEE FCC			
1155													1828	0	1314	0	0	0	0	0	215	299	0	1264	0				
1351													485	0	30	0	0	30	0	0	351	104	0	0	0	ATM Cardholder in Process			
1454													1250	0	1011	0	251	0	0	0	105	134	0	760	0				
1557													528	0	57	426	0	51	0	0	45	0	0	0	0	RESERVE FOR TAXES			
1669													708	0	94	0	0	0	0	0	199	415	0	94	0				
1829													1973	0	292	0	0	0	0	0	945	736	0	0	0				
1856													282	0	0	0	0	0	0	0	159	123	0	0	0				
2040													1171	0	463	0	8	0	0	0	333	375	0	0	0				
2161													1797	0	905	398	0	0	0	0	42	452	0	905	0				
2376													29465	0	9797	0	843	0	0	0	507	19161	0	8078	0				
2554													21	0	0	0	0	0	0	0	21	0	0	0	0				
2732													1471	0	364	0	12	287	0	0	536	571	0	46	0	accrued salaries and vacation			
2750													216	74	79	0	0	0	0	0	44	83	10	0	0				
3252													333	0	0	0	0	0	0	0	139	194	0	0	0				
3458													158	0	8	0	0	8	0	0	16	134	0	0	0	Cardholder in Process			
3720													1687	0	0	0	0	0	0	0	69	1618	0	0	0				
3953													214	0	193	0	0	0	0	0	9	12	0	193	0				
4156													522	0	276	98	145	0	0	0	148	0	0	0	0				
4231													567	0	0	0	0	0	0	0	421	146	0	0	0				
4437													907	0	609	0	0	413	0	0	83	215	0	0	0	Accrued Postretirement Benefit Obligation			
4839													1639	500	500	0	0	0	0	0	268	871	0	0	0				
5005													4587	0	816	0	93	0	0	0	1	3770	0	317	0				
5069													3524	0	828	0	712	0	0	0	941	1555	200	0	0				
5135													1178	0	348	0	324	19	0	0	250	580	0	0	0	Federal Home Loan Bank Interest Payable			
5210													5613	0	4108	0	0	1205	0	0	1117	318	70	1372	0	Deferred Director's Fees			
5331													3323	0	131	0	0	131	0	0	81	3111	0	0	0	rental security deposits payable to subsidiary			
5461													2962	0	1995	0	0	0	0	0	17	833	117	1859	0				
5751													637	0	512	79	0	415	0	0	32	14	0	95	0	Post Retirement Benefit Costs			
6039													302	0	0	0	0	0	0	0	129	173	0	0	0				
6141													120	0	0	0	0	0	0	0	93	27	0	0	0				
6329													1687	0	1129	0	20	0	0	0	319	239	0	1109	0				
6972													11456	0	9857	0	0	0	0	0	142	1067	390	9587	0				
7009													4732	0	372	0	0	234	0	0	5	4355	0	0	138	Deferred Income			
7045													949	0	0	554	0	0	0	0	88	307	0	0	0				
7157													238	0	17	45	0	0	0	0	66	110	0	0	0				
7456													74	0	0	0	0	0	0	0	44	30	0	0	0				
7634													94	0	6	0	0	0	0	0	66	22	0	0	0				
