"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	
1557																																																																																																																																																																																																	6722	0	0	17454	2581	71074	0	408	0	6054	0	0	0	0	6435	0	0	161	1937	0	0	408	408	6220	25640	5371	991	34211	0	0	0.0862	0.1494	0.1399	0.0000	0.0000	0.0000	6027	408	27	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	36608	0	0	49627	72552	250172	0	2881	0	44541	151	0	0	0	44084	0	0	0	0	0	0	1376	1376	39827	97842	44727	10996	68143	0	0	0.169879	0.405930	0.393260	0.000000	0.000000	0.000000	42708	1376	1320	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	60185	0	0	0	77696	405289	0	3386	0	44610	0	0	0	0	37210	0	0	200	562	0	0	2954	2954	52127	81293	93152	7021	170784	0	0	0.0856	0.1578	0.1452	0.0000	0.0000	0.0000	34256	2954	1875	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	40663	0	0	0	7773	116772	0	860	0	14926	0	0	0	0	15544	0	0	0	0	0	0	860	860	6951	42964	1077	928	66397	0	0	0.1313	0.2058	0.1944	0.0000	0.0000	0.0000	14684	860	144	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	9102	0	0	0	45349	200588	0	4065	0	21267	0	0	0	0	21987	0	0	0	6540	0	0	1683	1683	6888	68005	26485	9549	104235	343	0	0.1015	0.1663	0.1535	0.0000	0.0000	0.0000	20304	1683	963	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	15402	0	0	1	42480	136486	0	603	0	14718	0	0	0	0	14537	0	0	0	410	0	0	602	602	3121	55114	38449	7086	39623	0	0	0.1009	0.2081	0.1994	0.0000	0.0000	0.0000	13935	602	783	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	10001	0	0	33974	398777	2779851	0	31909	0	414086	0	0	0	0	439320	0	0	342	0	-1718	0	29323	29323	21677	456130	142790	137514	2183017	0	0	0.1476	0.1875	0.1750	0.0000	0.0000	0.0000	409997	29323	5807	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	4444	0	0	0	2888	13235	0	130	0	1273	0	0	0	0	1025	0	0	0	0	0	0	104	104	0	4444	2288	263	6281	0	0	0.0744	0.1237	0.1111	0.0000	0.0000	0.0000	921	104	63	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	133095	0	0	0	81421	548627	0	6730	0	79417	0	0	0	0	81426	0	0	0	0	0	0	4131	4131	119494	93147	60310	9365	279604	0	0	0.143117	0.248311	0.235714	0.000000	0.000000	0.000000	77295	4131	1010	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	2392	0	0	0	12736	58495	0	819	0	5611	0	0	0	0	6065	0	0	0	478	0	0	583	583	3827	9267	3082	2427	43009	0	0	0.0943	0.1307	0.1181	0	0	0	5482	583	129	0	0	0	0	0	0	0	0	0	
3177																																																																																																																																																																																																	163422	0	0	9785	102413	1037878	5	3532	0	104975	0	0	0	0	102878	0	0	1082	0	-148	0	3532	3537	210056	64316	552507	42627	208432	0	0	0.096207	0.206282	0.199190	0	0	0	99341	3537	475	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	7484	0	0	727	75450	167113	0	1974	0	20445	0	0	0	0	20666	0	0	602	2249	0	0	1115	1115	31614	57356	5981	3815	73242	0	0	0.1195	0.2339	0.2212	0.0000	0.0000	0.0000	19551	1115	894	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	8451	0	0	2611	8124	34114	0	364	0	3423	0	0	0	0	3701	0	0	0	0	0	0	332	332	0	7839	3176	800	23380	0	0	0.099471	0.139639	0.127113	0.000000	0.000000	0.000000	3369	332	54	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	26674	0	0	1380	36319	204303	0	1545	0	29560	0	0	0	0	30076	0	0	0	3112	0	0	1536	1536	29700	47523	31469	0	95760	395	324	0.143973	0.244813	0.232310	0	0	0	28540	1536	696	0	0	0	0	0	0	0	0	0	
3971																																																																																																																																																																																																	74696	0	0	0	84831	680387	10	13832	0	104838	0	0	0	0	96470	0	0	0	14343	0	0	6366	6376	71153	79590	107542	44354	420760	13313	2422	0.135349	0.193508	0.180718	0	0	0	90094	6376	678	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	10569	0	0	0	51187	210558	0	1722	0	21505	0	0	0	0	20554	0	0	0	6377	0	0	1667	1667	11240	55055	49056	12201	94274	560	0	0.096030	0.153474	0.141027	0	0	0	18887	1667	835	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	22211	0	0	0	34775	121055	0	802	0	14834	0	0	0	0	15484	0	0	0	0	0	0	802	802	0	46923	21864	3634	52840	0	0	0.1243	0.2106	0.1997	0.0000	0.0000	0.0000	14682	802	152	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	24242	0	0	0	93952	259780	0	2971	0	27513	0	0	0	0	27778	0	0	0	1989	29	0	1836	1836	20085	87123	55187	11541	97785	0	0	0.1011	0.1906	0.1780	0	0	0	25942	1836	1542	0	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	9332	0	0	0	76120	339146	0	4877	0	34403	39	0	0	0	36895	0	0	200	3651	0	0	3196	3196	9607	82985	29142	13861	221586	0	0	0.1014	0.1452	0.1326	0.0000	0.0000	0.0000	33699	3196	704	0	0	0	0	0	0	0	0	0	
5005																																																																																																																																																																																																	15582	0	0	22791	63894	330714	0	294	0	33752	110	0	0	0	25883	0	0	0	0	0	0	294	294	14980	92415	111495	24040	109483	0	5819	0.0792	0.1409	0.1393	0.0000	0.0000	0.0000	25589	294	453	0	0	0	0	0	0	0	0	0	
5069																																																																																																																																																																																																	29644	0	0	0	34613	412673	170	15000	0	137059	1146	0	0	0	138555	0	0	551	3265	0	0	4807	4977	28663	2150	22938	41848	370485	0	0	0.320852	0.370340	0.357037	0.000000	0.000000	0.000000	133578	4977	3481	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																																																																																	74382	0	0	0	26618	366303	0	3775	0	42473	0	0	0	0	44533	0	0	0	15875	0	0	3196	3196	74188	24613	57910	15819	212173	0	0	0.1134	0.1746	0.1621	0.0000	0.0000	0.0000	41337	3196	94	0	0	0	0	0	0	0	0	0	
5210																																																																																																																																																																																																	51385	0	0	50159	165010	1034908	23	16825	0	85975	0	0	0	0	94840	0	0	4772	0	-5823	0	8529	8552	35630	219695	304105	64070	483977	6687	0	0.0814	0.1407	0.1280	0.0000	0.0000	0.0000	86288	8552	5510	0	0	0	0	0	0	0	0	0	
