"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFDK675	RCFDL189	RCFDL194	RCFDL195	RCFDL196	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	RCONL189	RCONL190	RCONL194	RCONL195	RCONL196	RCONL197	TEXTA545	
1557																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1856	270	0	0	37313	2586	23695	37	62864	0	0	0	0	0	0	0	0	0	0	13310	17	71071	1	6060	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1669																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	11399	498	0	0	138152	12261	55782	47	205333	0	0	0	0	0	0	0	0	0	0	17579	13	250539	1	43176	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1829																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	18712	1548	3415	5	243676	22372	76961	122	342764	0	0	0	0	0	0	0	0	0	594	28364	47	408716	1	34256	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1856																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	0	0	0	0	71143	964	621	1	71764	0	0	0	0	0	0	0	0	0	0	621	1	111948	1	14754	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2040																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7362	464	0	0	126546	7897	38609	61	172517	0	0	0	0	0	0	0	0	0	17661	6262	12	197833	2	20769	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2161																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7210	297	253	1	75554	7081	37151	50	120170	0	0	0	0	0	0	0	0	0	0	5708	11	137049	1	14921	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2376																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						158000	0	71384	3717	2223	7	1022021	55791	279864	490	1375492	0	0	0	0	0	0	0	0	0	0	23009	40	2710275	1	422014	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2554																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	17	1	0	0	10043	651	1903	2	11963	0	0	0	0	0	0	0	0	0	0	0	0	12667	2	921	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2732																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	15054	580	583	2	224364	10211	228348	239	468349	0	0	0	0	0	0	0	0	0	0	32912	57	541195	1	76664	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2750																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1969	121	0	0	31480	2041	13202	28	46651	0	0	0	0	0	0	0	0	0	0	1981	5	58147	1	5482	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3177																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						54376	0	46998	1670	5708	13	484244	45167	272874	270	809825	0	0	0	0	3622	0	0	0	0	0	25689	40	1043862	2	98132	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3252																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5953	258	269	1	70383	6543	59863	60	136468	0	0	0	0	0	0	0	0	0	5093	8211	15	163543	1	20295	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3458																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	663	25	0	0	20180	1877	5830	8	26673	0	0	0	0	0	0	0	0	0	0	0	0	33978	1	3393	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3720																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6304	293	616	2	115937	12349	49117	67	171974	0	0	0	0	0	0	0	0	0	0	5585	11	198556	1	29615	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3971																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	31941	1354	1286	4	444445	45299	61926	140	539598	0	0	0	0	0	0	0	0	0	0	18628	23	679558	1	89494	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4156																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5813	259	646	2	127549	9140	41636	51	175644	0	0	0	0	0	0	0	0	0	13933	8100	15	198461	1	18887	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4231																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	12121	304	7009	18	69413	6333	17603	24	106146	0	0	0	0	0	0	0	0	0	0	13905	14	118162	1	14955	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4437																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	10797	620	605	2	160711	13943	54073	82	226186	0	0	0	0	0	0	0	0	0	4063	7985	13	258337	1	26018	604	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4839																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	20981	453	1689	2	195174	25247	59330	90	277206	32	0	0	0	0	0	0	0	0	0	11609	18	332238	1	33462	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5005																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	17929	1024	515	2	192526	16035	32526	73	243496	0	0	0	0	0	0	0	0	0	0	8135	12	330852	1	26650	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5069																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	700	24	526	2	177493	1597	95577	148	274296	0	0	0	0	0	0	0	0	0	0	10755	25	416323	1	133578	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5135																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	16976	826	1082	4	201195	11672	88435	132	307688	0	0	0	0	0	0	0	0	0	0	24587	29	365325	1	41189	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5210																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	58237	7273	1106	4	629281	11253	149114	233	837739	0	0	0	0	0	0	0	0	0	1546	23254	53	1054156	1	85804	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5461																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3643	160	1099	1	191748	12122	240620	270	437110	0	0	0	0	0	0	0	0	0	7885	62340	98	495318	1	45085	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5751																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7489	331	0	0	102566	5819	63735	74	173790	0	0	0	0	0	0	0	0	0	0	5815	16	189166	1	24357	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6039																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7183	485	546	2	50078	4449	15697	27	73504	0	0	0	0	0	0	0	0	0	0	8447	13	85375	1	8425	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6141																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1223	47	0	0	27902	2242	22335	30	51460	0	0	0	0	0	0	0	0	0	0	11187	11	64511	1	5209	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6329																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	12749	585	1125	3	306268	28653	77527	172	397669	0	0	0	0	0	0	0	0	0	0	15847	32	433713	1	31618	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7009																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	923	21	27302	6	125184	5106	519644	315	673054	0	0	0	0	0	0	0	0	0	0	245136	3	704242	1	52549	0	false			true	262523	90393	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7045																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5159	429	899	2	85153	9321	70088	51	161299	0	0	0	0	0	0	0	0	0	0	8914	13	176133	1	16355	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7072																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	19064	609	289	1	100296	7083	6631	20	126280	0	0	0	0	0	0	0	0	0	0	724	2	171939	2	31296	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7157																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3025	98	265	1	31737	2990	6637	10	41664	0	0	0	0	0	0	0	0	0	0	1172	2	49084	1	4486	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7456																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2575	341	0	0	39009	3787	22590	25	64174	0	0	0	0	0	0	0	0	0	0	11586	13	64955	1	5008	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7634																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4819	178	264	1	42176	2591	5605	13	52864	0	0	0	0	0	0	0	0	0	0	258	1	59146	2	6087	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8033																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6028	182	294	1	103144	5025	37342	55	146808	0	0	0	0	0	0	0	0	0	0	15025	21	184347	2	17594	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8462																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4075	170	437	1	60071	5187	100534	94	165117	0	0	0	0	0	0	0	0	0	0	24396	27	181841	1	15641	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8631																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2611	105	438	1	41195	3558	11527	23	55771	0	0	0	0	0	0	0	0	0	0	5602	10	61675	1	6665	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1164	59	0	0	84277	3915	266792	202	352233	0	0	0	0	0	0	0	0	0	0	74390	110	473078	1	47596	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9553																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6944	224	0	0	67328	4588	27329	40	101601	0	0	0	0	0	0	0	0	0	0	15724	13	146531	2	10322	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9807																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						256373	0	62038	2766	3566	11	1073242	44723	558973	581	1697819	0	0	0	0	0	0	0	0	0	0	100470	132	2233765	1	270109	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1844	176	0	0	63157	6043	39932	57	104933	0	0	0	0	0	0	0	0	0	0	14078	20	114909	1	13521	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
10250																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	43703	2163	2857	10	221316	27859	64951	125	332827	0	0	0	0	0	0	0	0	0	0	7192	16	363514	1	20260	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
10849																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	8569	356	258	1	172965	5006	46126	80	227918	0	0	0	0	0	0	0	0	0	0	8589	12	261025	1	27325	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									0						
10858																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6360	651	0	0	171140	19497	152761	166	330261	0	0	0	0	0	0	0	0	0	1222	27542	46	407707	1	32477	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11145																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7031	364	1714	3	98464	13632	42055	58	149264	0	0	0	0	0	0	0	0	0	0	4715	8	180595	1	16091	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11275																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						109245	0	37984	1439	2721	8	769292	43995	337392	540	1147394	4	3360	0	0	0	0	0	0	0	131822	93868	124	1307116	1	130961	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF														0	
11640																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	15019	616	3217	10	146597	9440	105723	146	270555	0	0	0	0	0	0	0	0	0	0	22316	35	331140	1	34071	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11837																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3863	221	0	0	45259	3255	35446	19	84567	0	0	0	0	0	0	0	0	0	0	871	3	92360	1	11555	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12030																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	21362	1119	1200	4	186309	16479	54261	88	263132	0	0	0	0	0	0	0	0	0	0	27246	36	307277	1	40795	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12142																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7561	296	353	1	118869	9927	60026	106	186809	0	0	0	0	0	0	0	0	0	0	16116	31	203471	1	20981	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12179																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2523	159	285	1	24549	1727	3056	6	30413	0	500	0	0	0	0	0	0	0	0	658	2	40207	1	6804	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12245																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7598	328	0	0	79061	8978	16355	27	103014	0	0	0	0	0	0	0	0	0	3774	1231	3	120691	1	13297	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12311	57219772	278031	39025	0	0	35000	0	130186	110321	448141	55778045	1	4946427	0	false			true	4144685	390419	CONF	CONF	CONF	CONF	CONF	CONF	324	127958	0	0	CONF	CONF	CONF	11697				278031	16492790	0	961051	66349	11818	35	36026824	3229476	19942048	15695											484717	2525910	2882											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	584545	28888	478722	28328	38747	146482	5623								
12647																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5159	198	256	1	64086	3914	27292	45	96793	0	0	0	0	0	0	0	0	0	0	17092	17	108084	1	9265	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12656																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	729	40	0	0	15714	1610	0	0	16443	0	0	0	0	0	0	0	0	0	0	0	0	17990	1	1511	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12937																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4699	172	2002	3	78030	3512	88668	81	173399	0	0	0	0	0	0	0	0	0	0	11431	22	212421	1	29569	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12946																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	28876	904	3374	9	371817	25611	263377	266	667444	0	0	0	0	0	0	0	0	0	1530	45875	64	765747	2	72123	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5478	263	0	0	74221	7480	33289	59	112988	0	0	0	0	0	0	0	0	0	0	9316	15	126434	1	13895	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13103																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						179456	0	55080	2989	5841	14	558611	46508	411255	471	1030787	0	0	0	0	0	0	0	0	0	0	11110	26	1341092	1	173744	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13251																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2055	364	0	0	23980	2762	13879	23	39914	0	0	0	0	0	0	0	0	0	0	1854	5	44774	1	3765	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13457																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1282	74	0	0	13492	1356	2368	6	17143	0	0	0	0	0	0	0	0	0	0	0	0	23544	1	6029	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14052																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2736	100	286	1	41438	5616	7980	16	52440	0	0	0	0	0	0	0	0	0	0	2630	2	59303	1	6932	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14155																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4874	284	290	1	85102	9147	18930	28	109803	607	0	0	0	0	0	0	0	0	1401	2711	4	124775	1	13270	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14650																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1342	61	0	0	18647	2435	4810	5	24799	0	0	0	0	0	0	0	0	0	0	1971	2	28217	1	3077	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
