"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	RCONL133	RCONL135	RCONN512	RCONN514	RCONN515	RCONN516	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
	OTHER IDENTIFIABLE INTANGIBLE ASSETS	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	ALL OTHR IDENTIFIABLE INTANGBL ASSET	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	AMT FDIC LS SHARE AGREEMENT DEBT SCT	AMT FDIC LS SHARE AGREEMENT OTHR ASS	ASSET SHR FDIC LN AGRI OTHR FARM	ASSET SHR FDIC CMRL INDUSTRIAL LN	ASSET SHR FDIC LN TO IND HH CR CARD	ASSET SHR FDIC LN TO IND HH AUTO	ASSET SHR FDIC LN TO IND HH OTHER	ASSET SHR FDIC ALL OTHR	ASSET SHR FDIC LN DI ACPTNCE OTHR BK	ASSET SHR FDIC LN FRGN GVT OFFICIAL	ASSET SHR FDIC ALL OTHR LN	ASSET CVR LS SHR FDIC OREO PRTN PROT	CPTV INS SUB TOTAL ASSET CPTV INS SU	CPTV INS SUB TOTAL ASSET CPTV REINS 	ASSET SHR FDIC LEASE FNC REC	ALL OTHR RE OWNED IN FOREIGN OFFICES	ASSET LS SHR FDIC OTHR RE FRGN	ASSET SHR FDIC LN SCD RE FRGN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	ALL OTHR IDENTIFIABLE INTANGBL ASSET	CONSTRCTN&LAND DEVLPMNT IN DOMS OFFC	FARMLAND IN DOMESTIC OFFICES	1-4 FMLY RESDTL PROPTS IN DOMS OFFCS	MULTIFMLY RESDTL PROPTS IN DOMS OFFC	NONFRM NONRESDTL PROPTS IN DOMS OFFC	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FORECLOSED PROPERTIES FROM	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	SECURED LIBLTIES:AMT OF	BK ACT AS TR CUST IRA, HSA, & OTHR?	BK CUST OTHR SRVC SL PRCH SCTY?	AMT FDIC LS SHARE AGREEMENT DEBT SCT	AMT FDIC LS SHARE AGREEMENT OTHR ASS	ASSET SHR FDIC LN CNST DEV 1-4 FAM	ASSET SHR FDIC LN CNST DEV OTHR CNST	ASSET SHR FDIC LN SCD FARM	ASSET SHR FDIC LN SCD FAM OPEN SCD F	ASSET SHR FDIC LN SCD FAM CLS SCD 1S	ASSET SHR FDIC LN SCD 1-4 FAM CLS SC	ASSET SHR FDIC LN SCD MULTI RES	ASSET SHR FDIC LN SCD NFARM NRES OWN	ASSET SHR FDIC LN SCD NFARM NRES NFA	ASSET SHR FDIC LN AGRI OTHR FARM	ASSET SHR FDIC CMRL INDUSTRIAL LN	ASSET SHR FDIC LN TO IND HH CR CARD	ASSET SHR FDIC LN TO IND HH AUTO	ASSET SHR FDIC LN TO IND HH OTHER	ASSET SHR FDIC ALL OTHR	ASSET SHR FDIC LN DI ACPTNCE OTHR BK	ASSET SHR FDIC LN FRGN GVT OFFICIAL	ASSET SHR FDIC ALL OTHR LN	ASSET SHR FDIC OTHR RE CNST DEV	ASSET SHR FDIC OTHR RE FARM	ASSET SHR FDIC OTHR RE 1-4 FAM	ASSET SHR FDIC OTHR RE MULTI RES	ASSET LS SHR FDIC OTHR RE NFARM NRES	ASSET CVR LS SHR FDIC OREO PRTN PROT	CPTV INS SUB TOTAL ASSET CPTV INS SU	CPTV INS SUB TOTAL ASSET CPTV REINS 	ASSET SHR FDIC LEASE FNC REC	INST USE HOLA QTL OR IRS DBLA	INST COMPLY W HOLA QLT OR IRS DBLA	REMIT TRSFR MECH ABRD 2012 INTL WIRE	REMIT TRSFR MECH ABRD 2012 INTL ACH	REMIT TRSFR MECH  ABRD 2012 OTR INST	REMIT TRSFR MECH ABRD 2012 OTR PARTY	RMT TRSFR MECH ABRD RPT DT INTL WIRE	RMT TRSFR MECH ABRD RPT DT INTL ACH	RMT TRSFR MECH ABRD RPT DT OTR INST	RMT TRSFR MECH ABRD RPT DT OTR PRTY	MECH16A(2) LRGST NUM DEC312013 AFTR	MECH16A(2) LRGST NUM DEC312013 AFTR	EST NUMBER OF REMITTANCE TRANSFERS	EST DOLLAR OF REMITTANCE TRANSFERS	EST NM RMT TRNS INST APPLD TMP EXCPT	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URL	
37																																											0	88	0	0	0	true	0	0	0	88	0	0	220	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false	0	0	0	0																	http://www.bankofhancock.com	
242																																											0	0	940	0	4397	true	0	0	0	0	0	0	240	0	0	0	true	0	0	0	940	1807	1450	200	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.fcbxeniaflora.com	
279																																											42	0	9500	42	22780	true	0	0	0	0	0	0	2262	2	42	0	true	0	0	0	11500	147	0	11133	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.mineolacb.com	
354																																											0	0	0	0	0	true	0	0	0	0	0	0	245	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.bisonstatebank.com	
457																																											0	67	0	0	1200	true	0	0	0	30	0	37	1429	4	0	0	false	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.lowrystate.com	
505																																											166	1555	10500	166	31500	true	0	0	0	1555	0	0	6814	2	166	0	true	0	0	0	10500	21000	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.bsnb.com	
1155																																											0	2073	0	0	0	true	0	1803	0	30	0	240	6937	5	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	true	false	true	false	true	false	true	3	57	15	57	www.fsbtfremont.com																www.firststatebankandtrust.com	
1351																																											0	428	0	0	0	true	0	0	0	234	0	194	1807	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.bankofgrandin.net	
1454																																											0	0	0	0	0	true	0	0	0	0	0	0	97159	5	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.hilltopnationalbank.com	
1557																																											363	0	0	0	1255	true	363	0	0	0	0	0	0	0	0	0	false	0	0	0	0	245	710	300	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.fstbanc.com	
1669																																											293	87	0	0	0	true	293	0	0	87	0	0	1732	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.lnbparis.com	
1829																																											191	29	8498	160	14477	true	31	0	0	29	0	0	3693	3	160	0	true	0	0	0	8498	5979	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	43	503	0	http://www.avbgph.com		http://www.ilovethatbank.com		http://avbonline.com		http://m.ilovethatbank.com										http://avbpgh.com	
1856																																											0	0	0	0	30000	true	0	0	0	0	0	0	37	0	0	0	false	0	0	0	0	0	30000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.washitastatebank.com	
2040																																											0	67	0	0	0	true	0	0	0	67	0	0	2184	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	0	0	0																	http://www.fmnetbank.com	
2161																																											0	147	0	0	0	true	0	43	0	104	0	0	1419	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	4	36	0																	http://www.lamarnational.com	
2376																																											0	3965	300449	0	913096	true	0	0	0	0	3000	965	41892	3	0	0	false	0	0	0	300449	163566	262500	159377	0	27204	0	0	0	0	27204	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	false	false	false	false	false	0	0	0	0																	http://oritani.com	
2554																																											0	0	0	0	0	true	0	0	0	0	0	0	144	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					http://www.sbmarietta.com	
2732																																											1112	3282	0	0	0	true	1112	0	0	0	421	2861	25148	6	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	true	false	true	false	true	false	true	true	2	171	582	0		Albank															www.albanybank.com	
2750																																											0	148	0	0	4000	true	0	148	0	0	0	0	1041	1	0	0	false	0	0	0	4000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	www.genoacb.com	
3177																																											613	340	0	4	113296	true	609	0	0	340	0	0	4812	1	4	0	false	0	0	0	15000	15000	20000	60000	110000	0	0	1377	1919	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	false	false	false	false	false																					www.ochome.com	
3252																																											0	100	0	0	3500	true	0	100	0	0	0	0	1898	2	0	0	false	0	0	0	0	1000	2500	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.fnbgordon.com	
3458																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.fbgconline.com	
3720																																											0	959	0	0	0	true	0	521	0	350	0	88	1505	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					Bankofclarendon.com	
3971																																											1373	2184	0	62	1675	true	1311	1100	0	989	0	95	0	0	62	0	true	0	113	0	0	0	0	1089	0	113	210	0	263	0	586	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	true	false	false	false	false																					www.midcountrybank.com	
4156																																											0	133	9000	0	9000	true	0	0	0	133	0	0	19	0	0	0	false	0	0	0	9000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.kanzabank.com	
4231																																											0	1500	0	0	0	false	0	0	0	0	0	1500	1257	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.fmbanksylvania.com	
4437																																											0	0	292	0	2387	true	0	0	0	0	0	0	11278	6	0	0	false	0	0	0	292	1154	402	539	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	12	163	0																	www.fnbwvva.com	
4839																																											0	848	0	0	22000	true	0	300	0	322	0	226	21538	6	0	0	true	0	0	0	0	0	22000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					WWW.ABCBANK.NET	
5069																																											0	14667	0	0	0	false	0	0	0	0	0	14667	250	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false	1	9	1031	0																		
5135																																											0	440	5250	0	18738	true	0	140	0	0	0	300	10340	4	0	0	false	0	0	0	5250	11800	0	1688	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.fsbanks.com	
5210																																											0	2012	22000	0	81000	true	0	393	0	970	209	440	14847	4	0	0	false	0	0	0	30000	30000	21000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	7	136	0																	http://www.acnb.com	
5461																																											0	4244	0	0	15000	true	0	754	0	1098	0	2392	0	0	0	0	true	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.bankbac.com	
5751																																											491	140	0	0	0	true	491	0	0	140	0	0	1109	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false						Garden City State Bank a branch of Kearny County Bank															www.kearnycountybank.com	
6039																																											0	3413	0	0	0	true	0	1319	0	467	0	1627	744	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.aebalma.com	
6141																																											0	140	0	0	0	false	0	0	0	140	0	0	97	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																		
6329																																											0	7210	0	0	0	true	0	4080	32	1662	0	1436	566	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.abbank.com	
7009																																											0	0	0	0	0	true	0	0	0	0	0	0	3935	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	97	11283	0																	http://www.bessemertrust.com	
7045																																											0	95	0	0	0	true	0	0	0	35	0	60	2325	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.banktpb.com	
7072																																											886	243	0	151	7000	true	735	0	0	243	0	0	857	0	151	0	false	0	0	0	1000	2000	4000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false	false	false	false	false	false																					www.wallkill.com	
7157																																											0	0	0	0	0	true	0	0	0	0	0	0	201	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.statebankbr.com	
7456																																											0	0	0	0	0	true	0	0	0	0	0	0	295	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	true	false	false	false	false																					www.bankofhartington.com	
7634																																											0	1152	0	0	0	false	0	217	0	415	0	520	1345	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					THEFOURCOUNTYBANK.COM	
8033																																											0	1712	4500	0	10500	true	0	199	0	751	0	762	2415	1	0	0	true	0	0	0	4500	1000	3000	2000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					WWW.THEFRIENDLYBANK.COM	
8462																																											0	0	0	0	0	true	0	0	0	0	0	0	1413	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.perrytonbank.com	
8631																																											0	100	0	0	0	true	0	0	0	100	0	0	783	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					pcbsm.com	
9357																																											865	0	0	0	0	true	865	0	0	0	0	0	8	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	www.fidelitybankmn.com	
9553																																											0	0	96	0	31428	true	0	0	0	0	0	0	437	0	0	0	false	0	50	0	96	5162	863	23984	0	50	0	1	1272	0	1323	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.adamscountybank.net/	
9807																																											0	101347	0	0	240000	true	0	64215	0	23856	6100	7176	6724	2	0	0	true	0	0	0	0	100000	140000	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.amboybank.com	
9955																																											0	0	1800	0	6800	true	0	0	0	0	0	0	3675	1	0	0	false	0	0	0	1800	0	5000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	true	false	false	false	false	false																					www.bankkansas.com	
10250																																											0	5675	0	0	0	true	0	2144	0	468	0	3063	389	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.thebankofelkriver.com	
10849																																											0	15356	0	0	0	true	0	6991	1515	4938	0	1912	985	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.firststatebk.com	
11145																																											0	1414	754	0	12898	false	0	81	0	894	0	439	1119	1	0	0	false	0	0	0	754	2144	10000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	0	0	0	http://www.Kasasa.com																http://www.losb.com	
11275																																											56	6560	113000	46	120935	true	10	3642	0	2809	0	109	2609	1	46	0	true	0	3935	0	113000	0	0	4000	0	3935	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	true	false	false	false	false																					www.pulaskibank.com	
11640																																											0	721	0	0	20000	true	0	0	0	721	0	0	4173	1	0	0	false	0	0	0	0	0	20000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	3	3	3		Bank of Oxford, a branch of First National Bank of Clarksdale															http://fnbclarksdale.com	
11837																																											0	2235	0	0	7000	true	0	1520	45	345	0	325	917	1	0	0	false	0	0	0	0	0	7000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.farmbk.com	
12030																																											0	3796	0	0	0	true	0	1523	859	597	0	817	1046	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false	0	0	0	0																	http://www.fnbalma.com	
