"IDRSSD"	RCFD2170	RCFD3123	RCFD3128	RCFDA222	RCFDB704	RCFDD957	RCFDD958	RCFDD959	RCFDD960	RCFDD961	RCFDD962	RCFDD963	RCFDD964	RCFDD965	RCFDD967	RCFDD968	RCFDD969	RCFDD970	RCFDD976	RCFDD977	RCFDD978	RCFDD979	RCFDD980	RCFDD981	RCFDD982	RCFDD983	RCFDD984	RCFDD985	RCFDD987	RCFDD988	RCFDD989	RCFDD990	RCFDD991	RCFDD992	RCFDD993	RCFDD994	RCFDD995	RCFDD996	RCFDD997	RCFDD998	RCFDD999	RCFDG603	RCFDG604	RCFDG605	RCFDG606	RCFDG607	RCFDG608	RCFDG609	RCFDG610	RCFDG611	RCFDG612	RCFDG613	RCFDG614	RCFDG615	RCFDG616	RCFDG617	RCFDG618	RCFDG619	RCFDG620	RCFDG621	RCFDG622	RCFDG623	RCFDG624	RCFDG625	RCFDG626	RCFDG627	RCFDG628	RCFDG629	RCFDG630	RCFDG631	RCFDG632	RCFDG633	RCFDG634	RCFDG635	RCFDG636	RCFDG637	RCFDG641	RCFDG642	RCFDH171	RCFDH172	RCFDH173	RCFDH174	RCFDH175	RCFDH176	RCFDH177	RCFDH178	RCFDH179	RCFDH180	RCFDH181	RCFDH182	RCFDH185	RCFDH186	RCFDH187	RCFDH188	RCFDH191	RCFDH193	RCFDH194	RCFDH195	RCFDH196	RCFDH197	RCFDH198	RCFDH199	RCFDH200	RCFDH270	RCFDH271	RCFDH272	RCFDH273	RCFDH274	RCFDH275	RCFDH276	RCFDH277	RCFDH278	RCFDH279	RCFDH280	RCFDH281	RCFDH282	RCFDH283	RCFDH284	RCFDH285	RCFDH286	RCFDH287	RCFDH288	RCFDH289	RCFDH290	RCFDH291	RCFDH292	RCFDH293	RCFDH294	RCFDH295	RCFDH296	RCFDH297	RCFDH298	RCFDH299	RCFDH300	RCFDH301	RCFDH302	RCFDH303	RCFDH304	RCFDH307	RCFDH308	RCFDH309	RCFDH310	RCFDHJ74	RCFDHJ75	RCFDHJ76	RCFDHJ77	RCFDHJ78	RCFDHJ79	RCFDHJ80	RCFDHJ81	RCFDHJ82	RCFDHJ83	RCFDHJ84	RCFDHJ85	RCFDHJ86	RCFDHJ87	RCFDHJ88	RCFDHJ89	RCFDHJ90	RCFDHJ91	RCFDHJ92	RCFDHJ93	RCFDHJ94	RCFDHJ95	RCFDHJ96	RCFDHJ97	RCFDHJ98	RCFDHJ99	RCFDHK00	RCFDHK01	RCFDJA21	RCFDS396	RCFDS397	RCFDS398	RCFDS399	RCFDS400	RCFDS402	RCFDS403	RCFDS405	RCFDS406	RCFDS413	RCFDS414	RCFDS415	RCFDS416	RCFDS417	RCFDS419	RCFDS420	RCFDS421	RCFDS423	RCFDS424	RCFDS425	RCFDS426	RCFDS427	RCFDS428	RCFDS429	RCFDS431	RCFDS432	RCFDS433	RCFDS434	RCFDS435	RCFDS436	RCFDS437	RCFDS439	RCFDS440	RCFDS441	RCFDS442	RCFDS443	RCFDS445	RCFDS446	RCFDS447	RCFDS449	RCFDS450	RCFDS451	RCFDS452	RCFDS453	RCFDS454	RCFDS455	RCFDS457	RCFDS458	RCFDS459	RCFDS460	RCFDS461	RCFDS462	RCFDS463	RCFDS466	RCFDS467	RCFDS469	RCFDS470	RCFDS471	RCFDS475	RCFDS476	RCFDS477	RCFDS478	RCFDS479	RCFDS480	RCFDS481	RCFDS482	RCFDS483	RCFDS484	RCFDS485	
252658																																																																																																																																																																																																																																																	
253356																																																																																																																																																																																																																																																	
253468																																																																																																																																																																																																																																																	
253646																																																																																																																																																																																																																																																	
253730																																																																																																																																																																																																																																																	
253776																																																																																																																																																																																																																																																	
254317																																																																																																																																																																																																																																																	
254504																																																																																																																																																																																																																																																	
254849																																																																																																																																																																																																																																																	
255350																																																																																																																																																																																																																																																	
255547																																																																																																																																																																																																																																																	
255556																																																																																																																																																																																																																																																	
255574																																																																																																																																																																																																																																																	
255659																																																																																																																																																																																																																																																	
255873																																																																																																																																																																																																																																																	
256049																																																																																																																																																																																																																																																	
256058																																																																																																																																																																																																																																																	
256076																																																																																																																																																																																																																																																	
256179																																																																																																																																																																																																																																																	
256553																																																																																																																																																																																																																																																	
257233																																																																																																																																																																																																																																																	
257345																																																																																																																																																																																																																																																	
257466																																																																																																																																																																																																																																																	
257578																																																																																																																																																																																																																																																	
257653																																																																																																																																																																																																																																																	
257756																																																																																																																																																																																																																																																	
258146																																																																																																																																																																																																																																																	
258306																																																																																																																																																																																																																																																	
258379																																																																																																																																																																																																																																																	
258445																																																																																																																																																																																																																																																	
258539																																																																																																																																																																																																																																																	
258771																																																																																																																																																																																																																																																	
258874																																																																																																																																																																																																																																																	
259059																																																																																																																																																																																																																																																	
259330																																																																																																																																																																																																																																																	
259442																																																																																																																																																																																																																																																	
259956																																																																																																																																																																																																																																																	
260055																																																																																																																																																																																																																																																	
260831																																																																																																																																																																																																																																																	
260868																																																																																																																																																																																																																																																	
261146																																																																																																																																																																																																																																																	
261360																																																																																																																																																																																																																																																	
261940																																																																																																																																																																																																																																																	
262059																																																																																																																																																																																																																																																	
262237																																																																																																																																																																																																																																																	
262358																																																																																																																																																																																																																																																	
262741																																																																																																																																																																																																																																																	
262844																																																																																																																																																																																																																																																	
262956																																																																																																																																																																																																																																																	
263243																																																																																																																																																																																																																																																	
263627																																																																																																																																																																																																																																																	
264455																																																																																																																																																																																																																																																	
264772																																																																																																																																																																																																																																																	
265340																																																																																																																																																																																																																																																	
265407																																																																																																																																																																																																																																																	
265452																																																																																																																																																																																																																																																	
265676																																																																																																																																																																																																																																																	
266066																																																																																																																																																																																																																																																	
266244																																																																																																																																																																																																																																																	
266253																																																																																																																																																																																																																																																	
266271	23708028	157446	0	0	20556964	588369	395240	192965	164	148852	0	157055	0	2800	0	2497000	0	4	0	0	0	0	0	1475781	37942	66925	10765	1176477	433182	2987313	2436033	17756519	10602	10602	0	0	0	10602	10060	5030	0	0	0	5030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040621	520311	0	0	0	518010	433182	2991357	2436033	18348382	0	598271	1218017	18348382	20556964	14583	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2470065	0	0	0	-11003	0	-26939	0	0	0	54985	0	0	0	54985	0	0	0	0	0	0	0	0	0	0	35679	0	0	0	0	35679	0	5534862	0	73304	2425268	3036290	46745	0	46745	53277	0	0	0	0	12757	40520	13437427	0	0	64	0	13437363	0	0	0	183671	0	0	0	0	0	0	0	0	0	0	0	0	0	
266655																																																																																																																																																																																																																																																	
266851																																																																																																																																																																																																																																																	
266945																																																																																																																																																																																																																																																	
267652																																																																																																																																																																																																																																																	
268006																																																																																																																																																																																																																																																	
268136																																																																																																																																																																																																																																																	
268677																																																																																																																																																																																																																																																	
268828																																																																																																																																																																																																																																																	
268976																																																																																																																																																																																																																																																	
269049																																																																																																																																																																																																																																																	
269058																																																																																																																																																																																																																																																	
269571																																																																																																																																																																																																																																																	
269759																																																																																																																																																																																																																																																	
270148																																																																																																																																																																																																																																																	
270353																																																																																																																																																																																																																																																	
270504																																																																																																																																																																																																																																																	
270531																																																																																																																																																																																																																																																	
270652																																																																																																																																																																																																																																																	
271136																																																																																																																																																																																																																																																	
271275																																																																																																																																																																																																																																																	
271341																																																																																																																																																																																																																																																	
271529																																																																																																																																																																																																																																																	
271752																																																																																																																																																																																																																																																	
272030																																																																																																																																																																																																																																																	
272058																																																																																																																																																																																																																																																	
272151																																																																																																																																																																																																																																																	
272272																																																																																																																																																																																																																																																	
272302																																																																																																																																																																																																																																																	
273336																																																																																																																																																																																																																																																	
273550																																																																																																																																																																																																																																																	
273653																																																																																																																																																																																																																																																	
273662																																																																																																																																																																																																																																																	
273840																																																																																																																																																																																																																																																	
273859																																																																																																																																																																																																																																																	
274025																																																																																																																																																																																																																																																	
274052																																																																																																																																																																																																																																																	
274164																																																																																																																																																																																																																																																	
274548																																																																																																																																																																																																																																																	
274641																																																																																																																																																																																																																																																	
274829																																																																																																																																																																																																																																																	
274856																																																																																																																																																																																																																																																	
275255																																																																																																																																																																																																																																																	
275358																																																																																																																																																																																																																																																	
275479																																																																																																																																																																																																																																																	
275657																																																																																																																																																																																																																																																	
276074																																																																																																																																																																																																																																																	
276159																																																																																																																																																																																																																																																	
276551																																																																																																																																																																																																																																																	
276579																																																																																																																																																																																																																																																	
276645																																																																																																																																																																																																																																																	
276654																																																																																																																																																																																																																																																	
276850																																																																																																																																																																																																																																																	
276953																																																																																																																																																																																																																																																	
277053																																																																																																																																																																																																																																																	
277240																																																																																																																																																																																																																																																	
277277																																																																																																																																																																																																																																																	
277679																																																																																																																																																																																																																																																	
277736																																																																																																																																																																																																																																																	
277820																																																																																																																																																																																																																																																	
278078																																																																																																																																																																																																																																																	
278153																																																																																																																																																																																																																																																	
278256																																																																																																																																																																																																																																																	
278555																																																																																																																																																																																																																																																	
278733																																																																																																																																																																																																																																																	
278751																																																																																																																																																																																																																																																	
278818																																																																																																																																																																																																																																																	
278872																																																																																																																																																																																																																																																	
279105																																																																																																																																																																																																																																																	
279842																																																																																																																																																																																																																																																	
279954																																																																																																																																																																																																																																																	
280110	137976503	897532	0	0	121661803	3295262	2807720	413326	72476	11519187	5159192	6359607	0	388	8829131	11069389	30	10000	517405	0	0	0	0	12272125	331122	182662	13714	8169739	17319483	18502181	15246315	82814601	2770763	2770763	74780	534007	4964	2157012	366619	183310	7328	35870	0	140112	32754	6551	26	0	0	6525	0	0	0	0	0	0	4175462	4175462	0	0	3728341	447121	35227902	17613951	17076	23234	49123	17436829	18977061	19482967	19028743	105083372	0	3896593	9514372	105083372	121661803	516408	14837	14837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	1026490	801368	0	0	1026490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19417222	0	1687	53	0	0	-491328	0	0	0	54208	0	0	54208	0	0	0	0	0	0	0	0	0	0	0	1172835	0	0	0	0	1172835	0	16654954	0	53412	11817280	4784262	857034	0	857034	404318	0	0	0	0	0	404318	72694644	0	192318	423785	3359396	68604901	114245	517405	0	2545791	2607	0	0	0	0	0	0	4	0	4	0	0	0	
280138																																																																																																																																																																																																																																																	
280352																																																																																																																																																																																																																																																	
280558																																																																																																																																																																																																																																																	
282048																																																																																																																																																																																																																																																	
282075																																																																																																																																																																																																																																																	
282226																																																																																																																																																																																																																																																	
282824																																																																																																																																																																																																																																																	
283157																																																																																																																																																																																																																																																	
283438																																																																																																																																																																																																																																																	
283652																																																																																																																																																																																																																																																	
283737																																																																																																																																																																																																																																																	
283867																																																																																																																																																																																																																																																	
284154																																																																																																																																																																																																																																																	
284239																																																																																																																																																																																																																																																	
284248																																																																																																																																																																																																																																																	
284556																																																																																																																																																																																																																																																	
284752																																																																																																																																																																																																																																																	
284958																																																																																																																																																																																																																																																	
285151																																																																																																																																																																																																																																																	
285348																																																																																																																																																																																																																																																	
285544																																																																																																																																																																																																																																																	
285553																																																																																																																																																																																																																																																	
285740																																																																																																																																																																																																																																																	
285759																																																																																																																																																																																																																																																	
285777																																																																																																																																																																																																																																																	
285852																																																																																																																																																																																																																																																	
285928																																																																																																																																																																																																																																																	
286251																																																																																																																																																																																																																																																	
286457																																																																																																																																																																																																																																																	
286840																																																																																																																																																																																																																																																	
287007																																																																																																																																																																																																																																																	
287342																																																																																																																																																																																																																																																	
287856																																																																																																																																																																																																																																																	
287922																																																																																																																																																																																																																																																	
287959																																																																																																																																																																																																																																																	
288152																																																																																																																																																																																																																																																	
288358																																																																																																																																																																																																																																																	
288376																																																																																																																																																																																																																																																	
288853																																																																																																																																																																																																																																																	
289056																																																																																																																																																																																																																																																	
289225																																																																																																																																																																																																																																																	
289515																																																																																																																																																																																																																																																	
289702																																																																																																																																																																																																																																																	
289739																																																																																																																																																																																																																																																	
