"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
1557																																																											10786	451	105	12.79%	17.01%	16.85%	10681	63398	83506	-15	0	9824	16.85%	1	0	10866	70	130	0	-15	0	0	0	0		0	0	10681	0	0	0	0	0	0	10681	0	0	0	0	0	0	0	0	0	451	346	200	0	0	83706	1057									
1669																																																											45984	1304	1304	17.43%	44.71%	43.44%	44680	102850	256289	366	0	1600	43.44%	1	0	45093	0	47	0	366	0	0	0	0		0	0	44680	0	0	0	0	0	0	44680	0	0	0	0	0	0	0	0	0	1304	0	47	0	0	256336	43127									
1829																																																											40697	3572	3572	9.21%	13.95%	12.73%	37125	291692	402883	1836	0	3490	12.73%	1	0	47105	8144	0	0	1836	0	0	0	0		0	0	37125	0	0	0	0	0	0	37125	0	0	0	0	0	0	0	0	0	3572	0	8144	0	0	411027	41779									
1856																																																											16947	733	733	13.19%	29.04%	27.78%	16214	58365	122959	-167	0	14782	27.78%	1	0	16145	98	0	0	-167	0	0	0	0		0	0	16214	0	0	0	0	0	0	16214	0	0	0	0	0	0	0	0	0	733	0	98	0	0	123057	1530									
2040																																																											22229	1862	1862	10.31%	15.18%	13.91%	20367	146471	197619	261	0	4750	13.91%	1	0	21968	0	0	536	261	0	0	0	0		0	0	21171	0	0	0	0	804	804	20367	0	0	0	0	804	0	0	0	0	1862	0	536	0	0	198155	16957									
2161																																																											16121	757	757	12.17%	22.00%	20.97%	15364	73277	126275	536	0	2356	20.97%	1	0	15900	0	0	0	536	0	0	0	0		0	0	15364	0	0	0	0	0	0	15364	0	0	0	0	0	0	0	0	0	757	0	0	0	0	126275	13008									
2376																																																											484207	30639	30639	13.99%	16.98%	15.91%	453568	2851252	3243241	-2400	0	23145	15.91%	1	0	451168	0	0	0	1748	0	-3570	-578	0		0	0	453568	0	0	0	0	0	0	453568	0	0	0	0	0	0	0	0	0	30639	0	0	0	0	3243241	430423									
2554																																																											1089	96	96	7.44%	14.17%	12.92%	993	7683	13348	34	0	1025	12.92%	1	0	1316	289	0	0	34	0	0	0	0		0	0	993	0	0	0	0	0	0	993	0	0	0	0	0	0	0	0	0	96	0	289	0	0	13637	257									
2732																																																											85039	3870	3870	13.87%	24.72%	23.60%	81169	343989	585410	297	0	5789	23.60%	1	0	81911	0	445	0	297	0	0	0	0		0	0	81169	0	0	0	0	0	0	81169	0	0	0	0	0	0	0	0	0	3870	0	445	0	0	585855	75825									
2750																																																											6824	602	602	10.11%	14.19%	12.94%	6222	48092	61544	0	0	5321	12.94%	1	0	6298	0	0	0	38	38	0	0	0		0	0	6222	0	0	0	0	0	0	6222	0	0	0	0	0	0	0	0	0	602	0	0	0	0	61544	977									
3177																																																											104019	3384	3394	9.77%	19.77%	19.12%	100625	526160	1029905	-757	0	59533	19.12%	1	0	104703	4630	205	0	-596	3	0	-164	0		0	0	100625	0	0	0	0	0	0	100625	0	0	0	0	0	0	0	0	0	3394	0	4835	10	0	1034740	45927									
3252																																																											23561	1291	1291	12.57%	23.11%	21.84%	22270	101951	177182	709	0	500	21.84%	1	0	22979	0	0	0	709	0	0	0	0		0	0	22270	0	0	0	0	0	0	22270	0	0	0	0	0	0	0	0	0	1291	0	0	0	0	177182	21770									
3458																																																											4136	342	342	9.78%	14.39%	13.20%	3794	28747	38800	33	0	1201	13.20%	1	0	3827	0	0	0	33	0	0	0	0		0	0	3794	0	0	0	0	0	0	3794	0	0	0	0	0	0	0	0	0	342	0	0	0	0	38800	2593									
3720																																																											33889	1701	1701	14.11%	23.31%	22.14%	32188	145365	228088	226	0	21000	22.14%	1	0	32414	0	0	0	226	0	0	0	0		0	0	32188	0	0	0	0	0	0	32188	0	0	0	0	0	0	0	0	0	1701	0	0	0	0	228088	11188									
3971																																																											105935	7571	7582	14.16%	17.60%	16.34%	98353	601977	694700	690	0	176278	16.34%	1	0	109201	9715	198	95	690	0	0	0	0		8	0	98495	0	0	0	0	142	142	98353	0	0	0	0	142	0	0	0	0	7582	0	10158	11	0	704858	-67767									
4156																																																											22695	1959	1959	9.24%	14.27%	13.04%	20736	159056	224504	181	0	7857	13.04%	1	0	22700	1783	0	0	181	0	0	0	0		0	0	20736	0	0	0	0	0	0	20736	0	0	0	0	0	0	0	0	0	1959	0	1783	0	0	226287	14662									
4231																																																											16122	736	736	13.09%	24.30%	23.19%	15386	66350	117526	-136	0	12600	23.19%	1	0	15250	0	0	0	-136	0	0	0	0		0	0	15386	0	0	0	0	0	0	15386	0	0	0	0	0	0	0	0	0	736	0	0	0	0	117526	2786									
4437																																																											29307	1955	1955	11.32%	18.76%	17.51%	27352	156229	241719	820	0	4713	17.51%	1	0	28896	0	0	724	820	0	0	0	0		0	0	27352	0	0	0	0	0	0	27352	0	0	0	0	0	0	0	0	0	1955	0	724	0	0	242443	23363									
4839																																																											40442	3265	3265	10.85%	15.62%	14.36%	37177	258980	342742	458	0	16715	14.36%	1	0	37635	0	0	0	458	0	0	0	0		0	0	37177	0	0	0	0	0	0	37177	0	0	0	0	0	0	0	0	0	3265	0	0	0	0	342742	20462									
5069																																																											172013	4148	4432	43.80%	53.19%	51.82%	167581	323373	382583	3985	0	8629	51.82%	1	0	171711	0	0	0	4130	0	0	0	0		0	0	167581	0	0	0	0	0	0	167581	0	0	0	0	0	0	0	0	0	4432	0	0	284	0	382583	159097									
5135																																																											55821	3796	3796	12.66%	18.39%	17.14%	52025	303519	411065	114	0	24000	17.14%	1	0	53181	1042	0	0	114	0	0	0	0		0	0	52025	0	0	0	0	0	0	52025	0	0	0	0	0	0	0	0	0	3796	0	1042	0	0	412107	29067									
5210																																																											105639	9332	9342	8.92%	14.26%	13.00%	96297	740743	1079308	-2666	-5210	10253	13.00%	1	0	93631	0	0	0	2544	0	0	-5210	0		0	0	96297	0	0	0	0	0	0	96297	0	0	0	0	0	0	0	0	0	9342	0	0	10	0	1074098	86044									
5461																																																											54901	4424	4424	9.97%	15.58%	14.32%	50477	352468	506383	553	0	6300	14.32%	1	0	51030	0	0	0	553	0	0	0	0		0	0	50477	0	0	0	0	0	0	50477	0	0	0	0	0	0	0	0	0	4424	0	0	0	0	506383	44177									
5751																																																											30547	1424	1424	15.36%	22.26%	21.22%	29123	137250	189574	1619	0	9352	21.22%	1	0	31988	1089	157	0	1619	0	0	0	0		0	0	29123	0	0	0	0	0	0	29123	0	0	0	0	0	0	0	0	0	1424	0	1246	0	0	190820	21017									
6039																																																											8689	732	732	9.51%	14.90%	13.65%	7957	58304	83668	0	0	6069	13.65%	1	0	7957	0	0	0	0	0	0	0	0		0	0	7957	0	0	0	0	0	0	7957	0	0	0	0	0	0	0	0	0	732	0	0	0	0	83668	1888									
6141																																																											6167	362	362	9.19%	21.28%	20.03%	5805	28982	63163	0	0	4700	20.03%	1	0	5805	0	0	0	0	0	0	0	0		0	0	5805	0	0	0	0	0	0	5805	0	0	0	0	0	0	0	0	0	362	0	0	0	0	63163	1105									
6329																																																											49569	4880	4880	9.00%	12.73%	11.48%	44689	389268	496607	144	0	22600	11.48%	1	0	45417	0	0	234	144	0	0	0	0		0	0	45039	0	0	0	0	350	350	44689	0	0	0	0	350	0	0	0	0	4880	0	584	0	0	497191	22673									
7009																																																											57310	0	883	7.73%	14.15%	13.94%	56427	404915	730352	2083	0	1052	13.94%	1	0	58510	0	0	0	2083	0	0	0	0		0	0	56427	0	0	0	0	0	0	56427	0	0	0	0	0	0	0	0	0	883	0	0	883	0	730352	55375									
7045																																																											19658	1201	1201	9.67%	20.47%	19.22%	18457	96048	190907	802	0	2425	19.22%	1	0	19259	0	0	0	802	0	0	0	0		0	0	18457	0	0	0	0	0	0	18457	0	0	0	0	0	0	0	0	0	1201	0	0	0	0	190907	16032									
7072																																																											31063	1499	1499	17.26%	22.40%	21.32%	29564	138657	171252	17	135	0	21.32%	1	0	31962	751	272	1304	-12	0	0	29	0		54	0	29564	0	0	0	0	0	0	29564	0	0	0	0	0	0	0	0	0	1499	0	2381	0	0	173768	31945									
7157																																																											5098	240	240	9.83%	19.45%	18.53%	4858	26211	49414	41	0	400	18.53%	1	0	4899	0	0	0	41	0	0	0	0		0	0	4858	0	0	0	0	0	0	4858	0	0	0	0	0	0	0	0	0	240	0	0	0	0	49414	4458									
7456																																																											6769	591	591	7.96%	12.93%	11.80%	6178	52365	77624	192	0	5000	11.80%	1	0	6370	0	0	0	192	0	0	0	0		0	0	6178	0	0	0	0	0	0	6178	0	0	0	0	0	0	0	0	0	591	0	0	0	0	77624	1178									
7634																																																											7585	530	530	11.91%	18.12%	16.85%	7055	41862	59256	120	0	8260	16.85%	1	0	7148	0	0	0	93	0	0	0	0		0	0	7055	0	0	0	0	0	0	7055	0	0	0	0	0	0	0	0	0	530	0	0	0	0	59256	-1232									
8033																																																											24468	1046	1046	10.73%	17.08%	16.35%	23422	143261	218223	26	0	5250	16.35%	1	0	23448	0	0	0	26	0	0	0	0		0	0	23422	0	0	0	0	0	0	23422	0	0	0	0	0	0	0	0	0	1046	0	0	0	0	218223	18172									
8462																																																											18963	599	599	9.42%	25.64%	24.83%	18364	73970	194897	903	0	700	24.83%	1	0	19267	0	0	0	903	0	0	0	0		0	0	18364	0	0	0	0	0	0	18364	0	0	0	0	0	0	0	0	0	599	0	0	0	0	194897	17664									
8631																																																											7251	432	432	9.91%	20.96%	19.71%	6819	34593	68784	85	0	1300	19.71%	1	0	6904	0	0	0	85	0	0	0	0		0	0	6819	0	0	0	0	0	0	6819	0	0	0	0	0	0	0	0	0	432	0	0	0	0	68784	5519									
9357																																																											55114	3194	3194	12.19%	15.83%	14.91%	51920	348122	425947	247	0	55160	14.91%	1	0	79052	26747	138	0	247	0	0	0	0		0	0	51920	0	0	0	0	0	0	51920	0	0	0	0	0	0	0	0	0	3194	0	26885	0	0	452832	23645									
9553																																																											12925	953	953	7.48%	12.94%	11.98%	11972	99920	160143	-661	0	2100	11.98%	1	0	11400	0	0	0	-90	90	0	0	-572		0	0	11972	0	0	0	0	0	0	11972	0	0	0	0	0	0	0	0	0	953	0	0	0	0	160143	9961									
9807																																																											315280	30141	30141	13.06%	13.42%	12.13%	285139	2350099	2183891	-54755	0	132272	12.13%	1	0	283008	0	0	0	1472	0	0	0	-56227		0	0	337763	0	0	0	0	52624	52624	285139	0	0	0	0	0	0	0	0	0	30141	0	52624	0	0	2236515	205491									
9955																																																											17222	992	992	12.56%	21.83%	20.57%	16230	78902	129194	207	0	3133	20.57%	1	0	16437	0	0	0	207	0	0	0	0		0	0	16230	0	0	0	0	0	0	16230	0	0	0	0	0	0	0	0	0	992	0	0	0	0	129194	13097									
10250																																																											32190	3142	3142	8.30%	13.01%	11.74%	29048	247476	350153	621	0	32300	11.74%	1	0	33768	0	0	1640	621	0	0	0	0		0	0	31507	0	0	0	0	2459	2459	29048	0	0	0	0	2459	0	0	0	0	3142	0	4099	0	0	354252	847									
10849																																																											28314	1434	1434	10.71%	18.88%	17.92%	26880	149995	250884	-234	234	15391	17.92%	1	0	27831	694	0	491	-234	0	0	0	0		0	0	26880	0	0	0	0	0	0	26880	0	0	0	0	0	0	0	0	0	1434	0	1185	0	0	252303	12674									
11145																																																											20591	1734	1734	9.49%	14.85%	13.60%	18857	138690	198680	225	0	10000	13.60%	1	0	19532	450	0	0	225	0	0	0	0		0	0	18857	0	0	0	0	0	0	18857	0	0	0	0	0	0	0	0	0	1734	0	450	0	0	199130	9307									
11275																																																											151647	14924	14924	10.11%	12.71%	11.46%	136723	1192747	1352488	-4	0	87519	11.46%	1	0	140658	3939	0	0	-4	0	0	0	0		0	0	136723	0	0	0	0	0	0	136723	0	0	0	0	0	0	0	0	0	14924	0	3939	0	0	1356427	53143									
11640																																																											41661	2511	2511	10.80%	15.80%	14.85%	39150	263709	362665	1173	0	34250	14.85%	1	0	40323	0	0	0	1173	0	0	0	0		0	0	39150	0	0	0	0	0	0	39150	0	0	0	0	0	0	0	0	0	2511	0	0	0	0	362665	4900									
11837																																																											12580	461	461	11.72%	27.59%	26.58%	12119	45602	103437	75	0	12000	26.58%	1	0	12974	0	0	780	75	0	0	0	0		0	0	12119	0	0	0	0	0	0	12119	0	0	0	0	0	0	0	0	0	461	0	780	0	0	104217	899									
12030																																																											51314	2868	2868	15.04%	22.87%	21.59%	48446	224405	322197	105	0	600	21.59%	1	0	48551	0	0	0	105	0	0	0	0		0	0	48446	0	0	0	0	0	0	48446	0	0	0	0	0	0	0	0	0	2868	0	0	0	0	322197	47846									
12142																																																											23315	1555	1555	10.04%	18.21%	17.00%	21760	128020	216829	-531	0	14500	17.00%	1	0	21229	0	0	0	834	0	0	-1365	0		0	0	21760	0	0	0	0	0	0	21760	0	0	0	0	0	0	0	0	0	1555	0	0	0	0	216829	7260									
12179																																																											7947	276	276	19.74%	35.91%	34.66%	7671	22131	38858	0	0	0	34.66%	1	0	7671	0	0	0	0	0	0	0	0		0	0	7671	0	0	0	0	0	0	7671	0	0	0	0	0	0	0	0	0	276	0	0	0	0	38858	7671									
12311	6440436	655660	776233	8.67%	11.15%	9.81%	5664203	57751893	65302179	-146886	0	5835696	9.43%	0	5956497	617863	23218	14746	57115	0	6372	-210374	0		0	0	5447557	0	0	0	0	0	0	5447557	0	0	238765	238765	22119	216646	120500	0	0	776233	0	677946	73	0	65980125	267687																						1																																														
12647																																																											12202	852	852	12.81%	17.95%	16.69%	11350	67988	88605	0	0	9412	16.69%	1	0	11350	0	0	0	0	0	0	0	0		0	0	11350	0	0	0	0	0	0	11350	0	0	0	0	0	0	0	0	0	852	0	0	0	0	88605	1938									
12656																																																											1750	103	103	9.57%	17.59%	16.55%	1647	9951	17207	0	0	460	16.55%	1	0	1647	0	0	0	0	0	0	0	0		0	0	1647	0	0	0	0	0	0	1647	0	0	0	0	0	0	0	0	0	103	0	0	0	0	17207	1187									
12937																																																											33420	1840	1840	15.87%	21.48%	20.30%	31580	155570	199012	-1	0	6000	20.30%	1	0	31579	0	0	0	-1	0	0	0	0		0	0	31580	0	0	0	0	0	0	31580	0	0	0	0	0	0	0	0	0	1840	0	0	0	0	199012	25580									
12946																																																											118282	12301	12467	8.62%	12.04%	10.78%	105815	982016	1227961	3793	0	55743	10.78%	1	0	126894	16399	887	0	3793	0	0	0	0		0	0	105815	0	0	0	0	0	0	105815	0	0	0	0	0	0	0	0	0	12467	0	17286	166	0	1245247	67358									
12955																																																											14372	1269	1269	9.83%	12.53%	11.42%	13103	114745	133333	0	0	9800	11.42%	1	0	13103	0	0	0	0	0	0	0	0		0	0	13103	0	0	0	0	0	0	13103	0	0	0	0	0	0	0	0	0	1269	0	0	0	0	133333	3303									
13103																																																											226594	11800	24438	12.91%	14.88%	13.28%	202156	1522639	1565999	15466	4933	34519	13.26%	1	0	226567	6628	2528	0	20399	0	0	-4933	0		0	0	201945	0	0	0	0	0	0	201945	0	0	211	211	0	211	0	0	50	24438	0	9156	12588	0	1580088	176582									
13251																																																											4785	305	305	11.21%	19.68%	18.43%	4480	24308	39953	11	0	2000	18.43%	1	0	4491	0	0	0	11	0	0	0	0		0	0	4480	0	0	0	0	0	0	4480	0	0	0	0	0	0	0	0	0	305	0	0	0	0	39953	2480									
13457																																																											6176	163	163	23.33%	47.45%	46.20%	6013	13016	25773	35	0	202	46.20%	1	0	6048	0	0	0	35	0	0	0	0		0	0	6013	0	0	0	0	0	0	6013	0	0	0	0	0	0	0	0	0	163	0	0	0	0	25773	5811									
14052																																																											7685	502	502	12.23%	19.16%	17.91%	7183	40103	58723	28	0	2688	17.91%	1	0	7212	0	0	1	28	0	0	0	0		0	0	7183	0	0	0	0	0	0	7183	0	0	0	0	0	0	0	0	0	502	0	1	0	0	58724	4496									
14155																																																											18142	1654	1654	9.69%	13.73%	12.48%	16488	132100	170084	114	0	0	12.48%	1	0	16602	0	0	0	114	0	0	0	0		0	0	16488	0	0	0	0	0	0	16488	0	0	0	0	0	0	0	0	0	1654	0	0	0	0	170084	16488									
14650																																																											3616	291	291	10.07%	15.62%	14.37%	3325	23144	33016	1	0	500	14.37%	1	0	3416	90	0	0	1	0	0	0	0		0	0	3325	0	0	0	0	0	0	3325	0	0	0	0	0	0	0	0	0	291	0	90	0	0	33106	2915									
