"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													156	0	50	0	0	0	0	0	30	76	0	0	0				
242													26	0	0	0	0	0	0	0	26	0	0	0	0				
279													1224	0	744	0	50	3	401	26	95	385	0	250	0	Key Deposit Safe Deposit Boxes	ATM Clearing Account	I Pay Bill Pay	
354													2	0	0	0	0	0	0	0	2	0	0	0	0				
457													175		0	0					13	162	0						
505													4224	0	1713	444	0	1314	0	0	48	1926	93	0	0	Deferred service fees			
1155													2114		1526	0					183	405	0	1470					
1351													517	0	63	0	0	0	0	0	225	229	0	0	0				
1454													2807		2346	0		684			51	410	0	1348		DEBIT CARD SETTLEMENT			
1669													193		79	0					61	53	0	79					
1856													184		105	0		66			52	27	0			Deferred Loan Fees			
2040													754	0	387	0	0	0	0	0	112	255	0	210	0				
2161													2018	0	1309	0	0	0	0	0	66	643	0	1309	0				
2376													66023	0	34317	0	0	0	0	0	997	30709	0	23510	0				
2554													20		0	0					19	1	0						
2732													2629	300	800	0		360			324	1505	0			Accrued Vacation			
2750													729	136	541	0		356			27	151	10			PYMT DUE TO LOAN PARTICIPATION BANK			
3252													288	0	4	0	0	0	0	0	131	153	0	0	0				
3458													194		50	17					56	71	0						
3720													2404		0	0					35	2369	0						
3971													10354		3678	0	1222				416	6245	15	2263					
4156													565		351	0		122			110	104	0			Executive Deferred Incentive			
4231													245	0	0	0	0	0	0	0	92	153	0	0	0				
5069													9249		2264	0	1186				611	6026	348			1078			
5135													2594	0	1031	0	0	0	0	0	261	1302	0	1031	0				
5210													10808	0	7450	0	0	0	0	2284	1275	2002	81	2864	0			Deferred Director's Fees	
5461													5054		4005	0					8	859	182	3534					
