"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
1557																																																																																																		76957	525									
1669																																																																																																		257968	43374									
1829																																																																																																		401115	40739									
1856																																																																																																		126230	1205									
2040																																																																																																		205982	16423									
2161																																																																																																		125234	12674									
2376																																																																																																		3024867	429396									
2554																																																																																																		13565	220									
2732																																																																																																		531449	74380									
2750																																																																									0																									58543	1094									
3177																																																																																																		1023362	48699									
3252																																																																																																		170342	20969									
3458																																																																																																		39155	2387									
3720																																																																																																		223762	10176									
3971																																																																																																		673168	-69259									
4156																																																																																																		207931	14035									
4231																																																																																																		114587	2470									
4437																																																																																																		238446	22365									
4839																																																																																																		333429	19162									
5069																																																																																																		385559	146566									
5135																																																																																																		385292	25341									
5210																																																																																																		1036893	82281									
5461																																																																																																		497582	41710									
5751																																																																																																		187589	19087									
6039																																																																																																		86229	1801									
6141																																																																																																		60590	1071									
6329																																																																																																		474884	18421									
7009																																																																																																		637380	55444									
7045																																																																																																		193485	15512									
7072																																																																																																		170296	31734									
7157																																																																																																		47731	4267									
7456																																																																																																		70999	1368									
7634																																																																																																		59839	-1534									
8033																																																																																																		194471	15598									
8462																																																																																																		170692	16812									
8631																																																																																																		62569	5519									
9357																																																																									0																									411938	21843									
9553																																																																																																		156974	9792									
9807																																																																																																		2181945	174763									
9955																																																																																																		121545	12170									
10250																																																																																																		351094	382									
10849																																																																																																		259708	12584									
11145																																																																																																		185137	10812									
11275																																																																																																		1270480	47778									
11640																																																																																																		366920	6023									
11837																																																																																																		101509	1343									
12030																																																																																																		321770	45522									
12142																																																																																																		214432	7068									
12179																																																																																																		38479	7002									
12245																																																																																																		123874	-188									
12311																																												61673557	294224																																																															
12647																																																																																																		93326	2110									
12656																																																																																																		17989	1174									
12937																																																																																																		197797	25204									
12946																																																																																																		868626	79614									
12955																																																																																																		133020	3435									
13103																																																																																																		1512113	166051									
13251																																																																																																		39149	2510									
13457																																																																																																		25056	5873									
14052																																																																																																		57378	4613									
14155																																																																																																		145177	15385									
14650																																																																																																		32540	2665									
14753																																																																																																		45585	1498									
14865																																																																																																		302603	19791									
14977																																																																																																		47346	7990									
16458																																																																																																		292597	31514									
16551																																																																																																		242848	13349									
16748																																																																																																		66412	4267									
16944																																																																																																		38689	1106									
16953																																																																																																		35982	1916									
17110																																																																																																		103620	13854									
17147																																																																																																		5494862	171216									
17259																																																																																																		65804	3769									
17464																																																																																																		1794520	49865									
17950																																																																																																		359052	18712									
17978																																																																																																		332046	104777									
18050																																																																																																		420517	36412									
18135																																																																																																		248832	14267									
18377																																																																																																		51945	4014									
18827																																																																																																		437182	39771									
18836																																																																																																		148972	13239									
18854																																																																																																		433634	27520									
19356																																																																																																		79141	3322									
19730																																																																																																		2245059	52782									
19936																																																																																																		240782	9795									
19972																																																																																																		96059	15758									
20053																																																																																																		75221	3649									
20512																																																																																																		94216	9599									
20633																																																																																																		301254	27211									
20857																																																																																																		221748	4978									
21256																																																																																																		10539	500									
21359																																																																																																		28037	827									
21630																																																																																																		105155	7858									
21658																																																																																																		159018	10642									
22048																																																																																																		188990	9812									
22543																																																																																																		97987	9865									
22552																																																																																																		90142	2242									
22730																																																																																																		140522	12596									
22936																																																																																																		161869	-11277									
23045																																																																																																		45849	2456									
23456																																																																																																		103281	11944									
23504																																																																																																		2168997	124823									
23643																																																																																																		187684	15368									
23755																																																																																																		168141	11177									
24006																																																																																																		978803	100199									
24378																																																																																																		66278	6806									
24453																																																																																																		211982	-1615									
24659																																																																																																		67252	1719									
24668																																																																																																		517700	21577									
24855																																																																																																		20376	1032									
24949																																																																																																		530759	15230									
25357																																																																																																		128341	3433									
25647																																																																																																		53784	-9000									
26176																																																																																																		330711	10129									
26242																																																																																																		411942	29053									
26457																																																																																																		29573	2734									
26765																																																																																																		335852	-31519									
27070																																																																																																		614088	117172									
27548																																																																																																		587570	32032									
27614																																																																																																		347162	32999									
27847																																																																																																		455846	37302									
28013																																																																																																		2695565	237644									
28152																																																																																																		128216	2881									
28255																																																																																																		294749	18228									
28349																																																																																																		130405	620									
28406																																																																																																		1726967	140244									
28675																																																																																																		97228	11374									
28732																																																																																																		85341	8649									
29104																																																																																																		1656703	106760									
29476																																																																																																		42043	-101									
29636																																																																																																		873693	5772									
29878																																																																																																		1743406	521654									
29953																																																																																																		81107	8496									
30052																																																																																																		27111	1878									
30418																																																																																																		487958	-8198									
30502																																																																																																		912639	61842									
30650																																																																																																		109993	-570									
30810																																																																																																		77519735	4726630									
30874																																																																																																		1092985	69025									
31134																																																																																																		113702	17330									
31255																																																																																																		482242	14212									
31657																																																																																																		129660	12729									
31826																																																																																																		250791	40151									
31835																																																																																																		123982	356									
32234																																																																																																		114972	10037									
32766																																																																																																		59854	4802									
32971																																																																																																		208285	26097									
33147																																																																																																		404994	26202									
33259																																																																																																		561388	22763									
33268																																																																																																		151153	6528									
33370																																																																																																		27597	4113									
33839																																																																																																		36627	3026									
33857																																																																																																		274561	2359									
34153																																																																																																		306162	-42110									
34425																																																																																																		327858	20364									
34434																																																																																																		311661	14850									
34452																																																																																																		128496	11101									
34537																																																																																																		2302519	-75991									
34555																																																																																																		265484	22022									
34742																																																																																																		311023	12130									
34836																																																																																																		23141	-437									
35057																																																																																																		129359	6538									
35301	16521489	0	1754546	0.065909	0.193908	0.173316	14766943	85202632	224049827	298691	-133949	10831843	0.173316	0	20709124	5513118	302899	104456	0	21708	0	14766943	0	0	0	0	0	0	14766943	0	0	0	0	0	0	1754357	0	0	1754546	0	5942181	189	0	229858059	9578590	16521489	0	1754546	0.159403	0.142475	103645714	0.142475	1754546														0																																									
35570																																																																																																		17110643	588436									
35646																																																																									0																									52952	9582									
35842																																																																																																		200527	10455									
35879																																																																																																		226878	20654									
36456																																																																																																		99029	4634									
36933																																																																																																		90910	407									
37051																																																																																																		75361	4351									
37341																																																																																																		36286	3330									
37435																																																																																																		1026370	76375									
37640																																																																																																		2150563	61663									
37659																																																																																																		40595	3858									
37743																																																																																																		88198	7186									
37949																																																																																																		224142	12655									
38740																																																																																																		168221	7892									
39327																																																																																																		438183	54230									
39420																																																																																																		1237006	66111									
39475																																																																																																		3931728	115212									
39756																																																																																																		552635	21987									
40033																																																																																																		64441	5570									
40350																																																																																																		47080	618									
40499																																																																																																		1977424	182210									
40707																																																																																																		279054	17843									
40855																																																																																																		88907	2277									
41245																																																																																																		46867	4167									
41553																																																																																																		96409	11007									
41629																																																																																																		170426	16506									
41825																																																																																																		167736	13361									
41937																																																																																																		68201	4093									
41955																																																																																																		36749	699									
42037																																																																																																		63613	6843									
42055																																																																																																		78112	3910									
42354																																																																																																		135664	15191									
42372																																																																																																		337330	47776									
42420																																																																																																		6186236	251731									
42448																																																																																																		774605	90738									
42457																																																																																																		38445	4227									
42671																																																																																																		1257572	56885									
43052																																																																																																		81005	12356									
43351																																																																																																		33820	-976									
43454																																																																																																		24438	1492									
43744																																																																																																		71350	-1980									
43856																																																																																																		56040	4724									
43959																																																																																																		167205	8499									
44040																																																																																																		324333	32655									
44433																																																																																																		318226	-29508									
44741																																																																																																		384699	27273									
44750																																																																																																		171338	15916									
44929																																																																																																		146042	5565									
45038																																																																																																		136898	11963									
45047																																																																																																		124151	2621									
45056																																																																																																		70300	7143									
45430																																																																																																		121010	15400									
45458																																																																																																		52062	111									
45551																																																																																																		689431	53562									
45560																																																																																																		1245130	54034									
45775																																																																																																		174561	15178									
46053																																																																																																		176397	11842									
46941																																																																																																		114924	17742									
47153																																																																																																		20808	901									
47247																																																																																																		281035	7477									
47256																																																																																																		27361	3566									
47452																																																																																																		51853	7604									
47500																																																																																																		331114	38365									
48057																																																																																																		115200	5551									
48150																																																																																																		27010	756									
48374																																																																																																		873764	74545									
48440																																																																																																		106694	7536									
49054																																																																																																		158483	574									
49148																																																																																																		97069	11375									
49241																																																																																																		481468	2155									
49344																																																																																																		128161	5194									
49643																																																																																																		40751	6104									
49652																																																																																																		147193	11669									
49821																																																																																																		793901	78682									
49858																																																																																																		78637	1									
49951																																																																																																		117866	8278									
50144																																																																																																		68039	10078									
50461																																																																																																		96676	21442									
50546																																																																																																		41922	2120									
50854																																																																																																		65524	3177									
50872																																																																																																		158613	14506									
50957																																																																																																		224507	3463									
51253																																																																																																		333223	25906									
51356																																																																																																		79836	12037									
51459																																																																																																		258132	15719									
51730																																																																																																		54985	5038									
51842																																																																																																		268269	26326									
52719																																																																																																		2570705	222095									
52951																																																																																																		155120	12080									
53033																																																																																																		4131965	-6801									
53051																																																																																																		69391	4685									
53453																																																																																																		46139	-1809									
53752																																																																																																		54409	3879									
54049																																																																																																		98909	7079									
54058																																																																																																		319388	35795									
54375																																																																																																		721112	29429									
54441																																																																																																		139541	9716									
54656																																																																																																		704417	51792									
54973																																																																																																		5391121	205012									
55336																																																																																																		352437	29252									
55635																																																																																																		98516	3489									
55653																																																																																																		101769	6992									
55970																																																																																																		375667	41513									
56258																																																																																																		202900	1359									
56351																																																																																																		1278362	35333									
56427																																																																																																		81405	7129									
56548																																																																																																		321519	17261									
56557																																																																																																		2870117	171505									
56717																																																																																																		606349	59481									
57040																																																																																																		98888	13230									
57228																																																																																																		284980	5655									
57451																																																																																																		502765	24631									
58177																																																																																																		67555	7353									
58207																																																																																																		259189	16658									
58225																																																																																																		260287	25193									
58243																																																																																																		3859465	14058									
58355																																																																																																		11205	-130									
58551																																																																																																		188106	16095									
58636																																																																																																		254379	19937									
58757																																																																																																		112833	1197									
58971																																																																																																		4407909	382510									
59316																																																																																																		709030	60642									
59352																																																																																																		384525	35628									
59370																																																																																																		290472	39736									
59754																																																																																																		13523	742									
60143																																												64793039	4779457																																																															
60330																																																																																																		532020	39759									
60545																																																																																																		212364	15569									
60554																																																																																																		65131	2056									
60648																																																																																																		255697	21904									
61122																																																																																																		1337868	77103									
61177																																																																																																		50101	5878									
61355																																																																																																		731565	52130									
61476																																																																																																		168035	12941									
61757																																																																																																		226280	26036									
61832																																																																																																		201368	13462									
61953																																																																																																		67305	5554									
62044																																																																																																		23758	2155									
62110																																																																																																		9871	6282									
62147																																																																																																		68258	4003									
62772																																																																																																		409130	35296									
63050																																																																																																		144862	16046									
63069																																												29774203	1561990																																																															
63201																																																																																																		138270	12035									
63573																																																																																																		406124	0									
63733																																																																																																		656339	47890									
63742																																																																																																		201871	5330									
63751																																																																																																		9923	689									
64150																																																																																																		139576	7768									
64543																																																																																																		377012	23790									
