"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	
1669																																																																																																														0	0	0							339	1360	16				1	0	206	0	0	0	0	0	0	0	0	0				0	0	0	49	0	102	0	0	0	0	0	0	0	0	0		18	0	1028	6	21	0			215	28				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
1856																																																																																																														0	0	0							2814	0	0				0	0	0	0	0	0	0	0	2814	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0			0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2040																																																																																																														0	0	0							517	2396	0				2278	0	140	0	0	0	0	0	0	0	0	0				0	0	0	6	0	0	0	0	0	0	0	0	0	0	0		377	0	112	0	0	0			0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2161																																																																																																														0	0	0							2931	3073	5	0	0	0	151	4	179	111	0	1063	278	0	0	0	0	0				0	0	0	1001	0	1667	0	0	0	1	1	0	0	0	0	0	0	0	1292	0	0	0	0	0	184	65				0	0	0	0	0	0	63	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																														0	0	0	0	0	0	0	0	0	11695	10229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	6249	79	944	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8191	618	0	0	152	5147	0	0	175	0	0	0	0	0	0	0	0	2890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																														0	0	0							0	75	92	0	24	0	0	47	0	0	0	0	0	0	0	0	0	0				0	0	0	25	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0			0	0				0	0	0	0	0	0	30	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2732																																																																																																														0	0	0							2190	1227	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0				0	0	245	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0			734	0				0	0	0	0	0	0	0	1225	0	0	1419	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2750																																																																																																														0	0	0							982	17	471	157	8	33	0	0	0	0	438	825	0	0	0	0	0	0				0	0	0	11	33	157	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0			0	0				0	0	0	0	0	0	6	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
3252																																																																																																														0	0	0							3374	2811	200	2004	855	0	715	183	167	831	0	228	0	0	0	0	0	0				0	0	0	855	0	2004	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0			0	0				0	0	0	0	0	675	0	0	0	0	0	244	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
3458																																																																																																														0	0	0							40	299	310	0	0	0	217	0	15	0	0	0	0	0	0	0	0	0				0	0	0	0	310	0	0	0	0	0	0	0	0	0	0		0	0	6	0	0	0			40	0				0	0	0	0	0	0	42	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
3720																																																																																																														0	0	0							407	1864	38	0	76	0	1	0	0	62	0	0	0	0	0	0	0	0				80	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	257	0	496	21	0	0	0	0	3	0				0	64	0	0	69	0	918	0	0	0	78	0	213	0	63	0	0	0	0	0	0	213	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	
3971																																																																																																														25	0	0							9320	1371	80	911	85	80	388	0	0	75	0	2348	0	0	0	0	0	0				0	0	0	85	80	911	0	0	0	0	0	0	0	0	0		3063	184	500	0	0	0			2312	0				0	0	0	0	0	440	0	0	0	0	688	1402	177	0	1461							177	0	3997	406	0	1062	232	0	976	0	0	0																																		0	0	0	0	0	0	
4156																																																																																																														0	0	0							661	165	87	0	0	0	0	0	12	0	0	453	0	0	0	0	0	0				0	0	0	45	87	45	0	0	0	0	0	0	0	0	0		151	0	116	0	3	0			0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
4231																																																																																																														0	0	0							1960	1026	0				25	0	18	82	0	13	0	0	0	0	0	0				0	0	0	0	0	29	0	0	0	0	0	0	0	0	0		188	0	414	0	0	0			0	0				0	0	0	0	0	1390	247	132	0	0	2	302	0	0	0							0	0	301	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
4839																																																																																																														0	0	0							4998	7547	14	0	0	0	94	0	0	0	0	0	2356	0	2364	0	0	0				96	0	0	0	0	0	0	0	0	0	0	0	0	0	0		906	0	326	0	0	0			95	0				0	0	0	0	0	0	381	4284	0	0	1728	0	0	0	175							4790	0	2793	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
5069																																																																																																														0	0	0							23812	19447	9299	0	0	0	0	0	0	0	4450	0	0	0	0	0	0	0				0	0	95	0	0	0	0	0	0	0	0	0	0	0	0		922	114	0	1224	4597	0			1284	0				5000	9850	0	0	21113	678	0	0	3625	0	890	0	0	0	0							0	0	13949	0	0	0	0	0	0	0	0	0																																		0	0	13635	0	0	0	
