"IDRSSD"	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	
1557	0	0	0	0	0	0	0	0	0	0	0	64	41259	60578	0	0	0	0	0	33922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	3439	0	0	0	11728	1427	939	77	0	4368	0	0	0	0	0	0	0	0	0	0	2817	31105	0	0	0	0	0	1668	0	0	0	0	-504	31	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815	0	0	0	815	0	0	0	512	23214	4244	34558	0	4643	2122	34558	41323	0	3679	3679	5706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669	0	0	0	0	0	0	0	0	0	0	0	1822	113042	244540	0	0	0	0	0	83339	0	0	0	0	0	0	0	0	0	0	0	689	0	0	0	0	0	0	16204	4731	0	0	0	44163	0	20549	2419	7047	50813	0	0	0	0	0	0	0	0	0	0	42716	40623	0	0	0	0	0	13391	689	48	367	0	-150	0	0	0	0	0	32	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23299	100074	42716	73491	0	20015	21358	73491	114864	0	0	0	41785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829	0	0	0	0	0	0	0	0	0	0	429	1036	240819	400540	0	0	0	0	0	260798	247	1674	1674	0	0	0	0	0	0	0	0	8488	0	0	0	0	0	0	45240	11302	0	0	0	0	0	0	2883	1069	64970	3471	2410	0	0	0	0	0	0	0	152	97229	163417	0	0	0	0	0	19271	8488	837	2655	203	7312	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	0	0	0	972	0	0	0	47146	79079	100903	175587	0	15816	50452	175587	241855	0	0	0	32902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	0	0	0	0	0	0	0	67815	146978	0	0	0	0	0	52071	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	16490	37227	0	0	0	1033	0	0	-232	0	33516	1365	0	0	0	0	0	0	0	0	191	1529	50351	0	0	0	0	0	4053	98	16	2879	25	-943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16506	74846	2919	51386	0	14969	1460	51386	67815	0	0	0	21860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040	0	0	0	0	0	0	0	0	0	0	0	2016	140735	207222	0	0	0	0	0	126346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	7813	0	0	0	0	0	0	719	3118	13907	24591	68	0	0	0	158	0	0	0	3594	22348	100404	0	0	0	0	0	10457	0	46	1660	12	-3081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2830	0	0	0	2830	0	0	0	3892	35774	47109	112041	0	7155	23555	112041	142751	0	8800	8800	20297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	0	0	0	0	0	0	0	64158	131909	0	0	0	0	0	59018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1164	14823	0	0	1	0	0	0	1178	3636	36674	2280	0	0	0	0	0	0	0	0	0	29232	29786	0	0	0	0	0	6977	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	129	0	0	0	0	0	0	5195	58197	31512	36763	0	11639	15756	36763	64158	0	6700	6700	13246	0	0	0	2648	265	265	0	0	0	0	0	0	0	0	0	
2376	0	0	0	0	0	0	0	0	0	0	0	4202	1965170	2551585	0	0	0	0	0	1821236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6302	4492	4301	0	0	3309	30999	0	0	10685	0	578356	0	0	0	0	0	0	0	0	0	0	166058	1655179	0	0	0	0	0	142562	6302	0	34998	0	-11832	171	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7801	648654	166058	1756612	0	129731	83029	1756612	1969372	0	0	0	406145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554	0	0	0	0	0	0	0	0	0	0	0	3	7788	11402	0	0	0	0	0	5630	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	4149	0	0	0	0	0	0	-10	0	0	1203	699	0	0	0	0	0	0	0	0	438	5192	0	0	0	0	0	538	289	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4149	1641	6140	0	830	821	6140	7791	0	0	0	883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	0	0	0	0	0	0	1684	357456	526673	0	0	0	0	0	362032	0	0	0	2196	2196	0	0	0	2196	0	0	1112	0	0	0	0	0	0	58987	12466	0	0	0	0	0	0	1923	0	80376	0	550	0	0	0	0	0	0	0	159	69479	292394	0	0	0	0	0	13248	1112	1476	0	0	-3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60463	93001	69479	305800	0	18600	34740	305800	359140	0	0	0	74914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750	0	0	0	0	0	0	0	0	0	0	0	25	46337	59767	0	0	0	0	0	39497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	1599	0	0	0	0	0	0	30	4158	5800	2010	3298	0	0	0	0	0	0	0	984	2145	36368	0	0	0	0	0	3350	0	142	496	40	-565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	150	0	0	0	4746	8879	4195	42488	0	1776	2098	42488	46362	0	0	0	5482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252	0	0	0	0	0	0	0	0	0	0	0	537	81151	155979	0	0	0	0	0	77039	0	0	0	94	94	0	0	0	94	0	0	0	0	0	0	0	0	0	1908	3600	0	0	0	0	631	0	927	19603	43615	2303	688	0	0	0	0	0	0	0	14351	574	62114	0	0	0	0	0	4172	0	91	499	21	-631	192	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	0	0	0	861	0	0	0	21602	62065	3529	67510	0	12413	1765	67510	81688	0	0	0	19186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458	0	0	0	0	0	0	0	0	0	0	0	0	26029	33297	0	0	0	0	0	15696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6194	0	0	0	0	2480	96	0	6826	0	452	0	0	0	0	0	0	0	0	2776	12920	0	0	0	0	0	1075	0	0	0	0	-213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7602	2776	23121	0	1520	1388	23121	26029	0	776	776	3266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720	0	0	0	0	0	0	0	0	0	0	0	138	111975	198037	0	0	0	0	0	115729	0	0	0	205	205	0	0	0	205	0	0	0	0	0	0	0	0	0	24791	4854	0	0	0	2663	845	0	1570	6980	36178	886	0	0	0	0	471	0	0	0	6476	25069	84184	0	0	0	0	0	11864	122	0	10763	979	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1452	0	50	0	1402	0	0	0	31771	60984	28250	85791	0	12197	14125	85791	112113	0	0	0	27822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953	0	0	0	0	0	0	0	0	0	0	0	1623	39619	53686	0	0	0	0	0	32575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6034	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1639	0	0	1542	2722	28311	0	0	0	0	0	9060	0	328	498	0	-2139	101	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6362	7962	2722	38289	0	1592	1361	38289	41242	0	5915	5915	1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156	0	0	0	0	0	0	0	0	0	0	0	225	134378	193410	0	0	0	0	0	124586	0	0	0	345	345	0	0	0	345	0	0	1783	0	0	0	0	0	0	4713	60	0	0	0	0	0	0	821	3505	30162	7734	2368	0	0	0	0	898	0	0	4303	37446	82837	0	0	0	0	0	17087	1783	385	2560	0	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3177	0	0	0	3177	0	0	0	8603	50145	45180	101984	0	10029	22590	101984	134603	0	13060	13060	17936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231	0	0	0	0	0	0	0	0	0	0	0	0	83002	117071	0	0	0	0	0	71556	0	0	0	473	473	0	0	0	473	0	0	0	0	0	0	0	0	0	0	13622	0	0	0	0	0	0	176	0	32548	7496	0	0	0	0	0	0	0	0	0	12502	59054	0	0	0	0	0	4242	0	0	0	0	-767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46170	19998	63769	0	9234	9999	63769	83002	0	0	0	14650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437	0	0	0	0	0	0	0	0	0	0	0	1094	158850	260581	0	0	0	0	0	144020	0	0	0	4804	4804	0	0	0	4804	0	0	0	0	0	0	0	0	0	12357	3837	0	0	0	380	0	0	2458	0	79339	10357	530	0	0	0	0	0	0	0	0	51909	92111	0	0	0	0	0	14625	0	764	1168	120	-633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1788	0	0	0	1788	0	0	0	13121	84724	62386	111806	0	16945	31193	111806	159944	0	0	0	25425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
