"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	RCONL133	RCONL135	TEXT4087	
1557																																											383	0	0	0	6510	true	383	0	0	0	0	0	0	0	0	0	false	0	5000	0	0	0	1510	0	0	5000	0	0	0	188	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.fstbanc.com	
1669																																											381	2	0	0	0	true	381	0	0	2	0	0	299	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.lnbparis.com	
1829																																											173	0	0	73	5972	true	100	0	0	0	0	0	3804	3	73	0	true	0	0	0	0	5972	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://avbpgh.com	
1856																																											0	0	0	0	30000	false	0	0	0	0	0	0	40	0	0	0	false	0	0	0	0	0	30000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2040																																											0	56	0	0	0	true	0	0	0	56	0	0	1474	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.fmnetbank.com	
2161																																											0	43	0	0	0	true	0	43	0	0	0	0	1493	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.lamarnational.com	
2376																																											0	2983	207849	0	843352	true	0	915	0	0	1045	1023	43047	4	0	0	false	0	0	0	207849	154381	316685	136057	0	0	28380	0	0	0	28380	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	http://oritani.com	
2554																																											0	0	0	0	0	true	0	0	0	0	0	0	149	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.sbmarietta.com	
2732																																											1112	7654	0	0	0	true	1112	0	0	0	1671	5983	21348	6	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.albanybank.com	
2750																																											0	148	0	0	8100	true	0	148	0	0	0	0	1070	1	0	0	false	0	0	0	8100	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.genoacb.com	
3177																																											648	909	0	4	113622	true	644	0	0	282	0	627	4652	1	4	0	false	0	0	0	0	30000	20000	60000	110000	0	0	0	3622	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	www.ochome.com	
3252																																											0	100	0	0	3500	true	0	100	0	0	0	0	1008	1	0	0	false	0	0	0	0	1000	2500	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.fnbgordon.com	
3458																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.fbgconline.com	
3720																																											0	983	0	0	0	true	0	553	0	350	0	80	1741	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			Bankofclarendon.com	
3971																																											1659	2896	4300	70	4991	true	1589	1308	0	1475	0	113	0	0	70	0	true	0	0	0	4300	0	0	0	0	0	424	0	267	0	691	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	www.midcountrybank.com	
4156																																											0	56	26500	0	26500	true	0	0	0	56	0	0	30	0	0	0	false	0	0	0	26500	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.kanzabank.com	
4231																																											0	1753	0	0	0	false	0	0	0	0	0	1753	1110	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.fmbanksylvania.com	
4437																																											0	18	286	0	2529	true	0	18	0	0	0	0	13522	6	0	0	false	0	0	0	286	1166	467	610	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			WWW.FNBWVVA.COM	
4839																																											0	4556	0	0	19000	true	0	1525	0	25	0	3006	22100	6	0	0	true	0	0	0	0	16875	2125	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			WWW.ABCBANK.NET	
5005																																											1735	0	15665	0	36140	true	1735	0	0	0	0	0	435	0	0	0	false	0	0	0	15665	6138	14337	0	21772	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://WWW.STONESAV.COM	
5069																																											0	17134	0	0	0	false	0	0	0	0	0	17134	250	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5135																																											0	433	4250	0	18760	true	0	113	0	20	0	300	11086	5	0	0	false	0	0	0	5250	11800	0	1710	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.fsbanks.com	
5210																																											0	1608	15800	0	47800	true	0	455	0	189	302	662	10536	3	0	0	false	0	0	0	15800	24000	8000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.acnb.com	
5461																																											0	4880	0	0	15000	true	0	1184	0	881	0	2815	4	0	0	0	true	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.bankbac.com	
5751																																											556	0	1550	0	1550	true	556	0	0	0	0	0	1172	1	0	0	false	0	0	0	1550	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.kearnycountybank.com	
6039																																											0	3889	0	0	0	true	0	1502	0	559	0	1828	601	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			wwwaebalma.com	
6141																																											0	0	0	0	0	false	0	0	0	0	0	0	99	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
6329																																											0	9149	0	0	0	true	0	5227	98	2014	0	1810	559	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.abbank.com	
7009																																											0	0	0	0	0	true	0	0	0	0	0	0	3800	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.bessemer.com	
7045																																											0	110	0	0	0	true	0	0	0	110	0	0	2295	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.banktpb.com	
7072																																											1240	868	0	155	6000	true	1085	100	0	768	0	0	1095	1	155	0	false	0	0	0	0	2000	4000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	www.wallkill.com	
7157																																											0	0	0	0	0	true	0	0	0	0	0	0	187	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.statebankbr.com	
7456																																											0	0	1725	0	1725	true	0	0	0	0	0	0	301	0	0	0	false	0	0	0	1725	0	0	0	0	0	0	0	0	2317	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.bankofhartington.com	
7634																																											0	748	0	0	0	false	0	227	0	0	0	521	1307	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			THEFOURCOUNTYBANK.COM	
8033																																											0	901	7800	0	13800	true	0	318	0	317	0	266	2296	1	0	0	true	0	0	0	7800	1000	3000	2000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			WWW.THEFRIENDLYBANK.COM	
8462																																											0	0	0	0	0	true	0	0	0	0	0	0	1615	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.perrytonbank.com	
8631																																											0	225	0	0	0	true	0	0	0	225	0	0	755	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			pcbsm.com	
9357																																											1125	114	0	0	0	true	1125	0	0	114	0	0	32	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.fidelitybankmn.com	
9553																																											0	0	5469	0	36432	true	0	0	0	0	0	0	520	0	0	0	false	0	285	0	5469	2345	3713	22681	0	285	0	2	1937	2845	2224	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.adamscountybank.net/	
9807																																											0	107602	0	0	240000	true	0	68362	0	9424	17336	12480	6906	2	0	0	true	0	0	0	0	100000	140000	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.amboybank.com	
9955																																											0	0	0	0	7200	true	0	0	0	0	0	0	2747	1	0	0	false	0	0	0	2200	0	5000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.bankkansas.com	
10250																																											0	6770	0	0	0	true	0	2477	0	470	0	3823	426	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.thebankofelkriver.com	
10849																																											0	15279	0	0	0	true	0	7204	1515	4786	0	1774	2095	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.firststatebk.com	
10858																																											0	0	0	0	5000	true	0	0	0	0	0	0	8793	2	0	0	true	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.pvsb.com	
11145																																											0	1882	754	0	10898	false	0	202	0	1154	0	526	1170	0	0	0	false	0	0	0	754	2144	8000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
11275																																											71	6395	49000	49	81510	true	22	3266	0	3014	0	115	1888	1	49	0	true	0	3510	0	49000	25000	0	4000	0	3510	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	www.pulaskibank.com	
11640																																											0	90	0	0	20000	true	0	0	0	90	0	0	2046	1	0	0	false	0	0	0	0	0	20000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://fnbclarksdale.com	
11837																																											0	2340	8750	0	15750	true	0	1695	0	300	0	345	944	1	0	0	false	0	0	0	8750	0	7000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.farmbk.com	
12030																																											0	4264	0	0	0	true	0	1497	1789	746	0	232	763	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.fnbalma.com	
12142																																											0	210	0	0	0	true	0	0	0	0	0	210	262	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.clevelandstatebank.com	
12179																																											0	32	0	0	1419	true	0	0	0	32	0	0	119	0	0	0	false	0	0	0	0	500	0	919	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	www.amsavingsbank.com	
12245																																											0	182	2000	0	4900	true	0	102	0	80	0	0	3489	3	0	0	false	0	0	0	2000	0	2900	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.banknorthwis.com	
12311	284685	29154	324687	158776	1054706	true	89150	223087	6	170695	36759	true	4410209	24554	324687	0	1363	7302	0	24554	661800	35000	0	65000	0	0	0	0	0	0	0	0	0	0	0	0	0	11294	0	0	0	0					1054706			2014	208	17138	0	9794								0										0		true	true			0	0	0	0	0	0	0	0	0										0	0	0	0	0							www.Huntington.com	
12647																																											0	846	0	0	0	true	0	732	0	114	0	0	3004	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://PORTAGECOUNTYBANK.COM	
12656																																											0	213	0	0	0	true	0	0	0	213	0	0	42	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.mybankathome.com	
12937																																											0	0	0	0	1728	true	0	0	0	0	0	0	4165	2	0	0	false	0	0	0	0	1728	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.oakbank.com	
12946																																											53	3914	7500	0	8952	true	53	2989	0	50	0	875	3940	2	0	0	true	0	0	0	7500	245	325	882	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			www.myfbtbank.com	
12955																																											0	574	0	0	2292	true	0	574	0	0	0	0	2314	2	0	0	false	0	0	0	0	0	1900	392	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			http://www.bankofnebraska.com	
