"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFDK675	RCFDL189	RCFDL194	RCFDL195	RCFDL196	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	RCONL189	RCONL190	RCONL194	RCONL195	RCONL196	RCONL197	TEXTA545	
1557																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1906	280	0	0	37260	2624	20764	36	59930	0	0	0	0	0	0	0	0	0	0	10094	15	68547	1	6043	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1669																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	11838	504	0	0	137771	12362	49899	44	199508	0	0	0	0	0	0	0	0	0	0	17377	13	243962	1	44058	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1829																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	19161	1581	3688	5	240189	22680	80278	120	343317	0	0	0	0	0	0	0	0	0	723	27695	45	409080	1	34311	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1856																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	0	0	0	0	65441	846	630	1	66071	0	0	0	0	0	0	0	0	0	0	630	1	110911	1	14742	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2040																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7660	471	0	0	122827	7945	35117	57	165605	0	0	0	0	0	0	0	0	0	12457	4344	8	196750	2	20589	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2161																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7404	320	252	1	75003	6460	37616	45	120275	0	0	0	0	0	0	0	0	0	0	3447	8	136340	1	14825	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2376																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						163000	0	73852	3807	2238	7	1021150	57190	284948	488	1382190	0	0	0	0	0	0	0	0	0	0	19880	36	2650278	1	416577	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2554																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	21	1	0	0	8828	641	2267	6	11116	0	0	0	0	0	0	0	0	0	0	0	0	12528	2	879	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2732																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	14930	577	593	2	227325	9940	211516	226	454364	0	0	0	0	0	0	0	0	0	0	34651	53	532418	1	75812	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2750																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1973	121	0	0	31507	2072	14064	29	47544	0	0	0	0	0	0	0	0	0	0	1194	3	58469	1	5263	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3177																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						61667	0	47967	1699	6200	15	486188	45049	285993	274	826349	0	0	0	0	3933	0	0	0	0	0	15006	36	1050365	2	97575	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3252																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6092	260	269	1	70092	6625	70059	64	146512	0	0	0	0	0	0	0	0	0	4624	42836	34	165942	1	19789	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3458																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	682	25	0	0	20099	1847	5326	6	26107	0	0	0	0	0	0	0	0	0	0	0	0	33023	1	3339	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3720																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6460	296	616	2	113479	12456	41088	61	161644	0	0	0	0	0	0	0	0	0	0	3384	8	200037	1	29513	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3971																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	33305	1385	1293	4	438297	45546	60639	138	533534	0	0	0	0	0	0	0	0	0	0	17439	24	672211	1	88079	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4156																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5788	264	914	3	126094	9170	27527	48	160323	0	0	0	0	0	0	0	0	0	13339	5256	11	197682	1	18612	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4231																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	11800	301	7087	19	69554	6385	11153	24	99594	0	0	0	0	0	0	0	0	0	0	2701	7	117448	1	14824	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4437																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	10787	609	615	2	165441	13956	44951	75	221794	0	0	0	0	0	0	0	0	0	4055	5619	11	258941	1	25675	611	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4839																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	14446	426	1684	2	202767	28454	56728	83	275666	40	0	0	0	0	0	0	0	0	0	9803	15	338467	1	32960	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5005																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	18691	1047	527	2	195137	16225	32624	71	246979	0	0	0	0	0	0	0	0	0	0	7936	14	329067	1	26037	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5069																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	803	24	542	2	195223	1730	90835	152	287403	0	0	0	0	0	0	0	0	0	0	7220	15	442361	1	132085	1851	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5135																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	17037	488	1079	4	195872	13576	81793	121	295782	0	0	0	0	0	0	0	0	0	0	16426	23	365196	1	39751	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5210																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	58846	7216	1394	5	629410	11688	145305	209	834954	0	0	0	0	0	0	0	0	0	1545	20103	44	1034496	1	84816	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5331																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7883	705	582	2	177746	10504	54775	85	244129	3143	0	0	0	0	0	0	0	0	7311	14746	18	393652	1	34319	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5461																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3800	166	1147	1	190869	12509	201090	254	396906	0	0	0	0	0	0	0	0	0	22881	52437	90	460099	1	44568	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5751																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4908	192	0	0	48318	3300	37408	45	90634	0	0	0	0	0	0	0	0	0	0	1137	3	120076	1	24783	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6039																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7405	489	555	2	51884	4579	15034	27	74878	0	0	0	0	0	0	0	0	0	0	6577	10	84558	1	8499	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6141																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1234	47	0	0	27828	2261	34757	34	63818	0	0	0	0	0	0	0	0	0	0	21544	13	64213	1	5162	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6329																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	12934	591	1129	3	312311	28911	79256	172	405630	0	0	0	0	0	0	0	0	0	0	13921	29	437045	1	34150	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7009																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	726	25	5917	3	129622	4892	452752	338	589017	0	0	0	0	0	0	0	0	0	0	62716	3	703805	1	53229	0	false			true	300485	80446	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7045																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5325	426	896	2	78539	9264	57732	38	142492	0	0	0	0	0	0	0	0	0	0	5884	7	161179	1	16169	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7072																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	19677	617	287	1	101435	7199	13758	33	135157	0	0	0	0	0	0	0	0	0	0	984	3	170496	2	29824	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7157																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3046	99	275	1	32108	3026	9668	13	45097	0	0	0	0	0	0	0	0	0	0	1467	2	49404	1	4460	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7456																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2671	353	0	0	38766	3811	20061	28	61498	0	0	0	0	0	0	0	0	0	0	5651	10	66366	1	5389	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7634																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4976	184	264	1	43883	2612	5211	13	54334	0	0	0	0	0	0	0	0	0	0	580	2	60161	2	5871	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8033																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5631	177	293	1	102766	5028	37415	51	146105	0	0	0	0	0	0	0	0	0	0	17333	20	176346	2	17011	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8462																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4095	166	444	1	58086	5258	102215	82	164840	0	0	0	0	0	0	0	0	0	0	23973	23	169330	1	15313	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8631																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2662	105	437	1	41871	3605	9908	24	54878	0	0	0	0	0	0	0	0	0	0	3582	10	61608	1	6635	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1105	59	0	0	83135	3889	216914	233	301154	0	0	0	0	0	0	0	0	0	0	58487	90	429405	1	45627	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9553																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7086	223	0	0	59136	4894	21389	43	87611	0	0	0	0	0	0	0	0	0	0	6379	13	137016	2	10253	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9807																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						236610	0	66361	3218	578	2	1099762	47165	546404	586	1713105	0	0	0	0	0	0	0	0	0	0	91537	116	2263747	1	273054	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1882	177	0	0	66037	6167	28684	44	96603	0	375	0	0	0	0	0	0	0	0	6343	11	114427	1	13134	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
10250																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	45975	2219	3126	11	221100	28129	68441	126	338642	0	0	0	0	0	0	0	0	0	720	8507	15	366249	1	20207	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
10849																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	8712	353	257	1	174104	5025	44837	80	227910	0	0	0	0	0	0	0	0	0	0	20957	21	255966	1	27130	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									0						
10858																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6428	674	264	1	165462	19684	141381	145	313535	0	0	0	0	0	0	0	0	0	1221	22725	38	412782	1	33380	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11145																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7095	370	1712	3	95773	13787	43819	60	148399	0	0	0	0	0	0	0	0	0	0	4915	9	176907	1	16161	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11275																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						99335	0	39206	1471	3980	9	753007	44872	313782	516	1109977	2	4360	0	0	0	0	0	0	0	115248	87177	107	1309577	1	132149	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF														0	
11640																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	15027	614	3228	10	144229	9648	103128	121	265611	0	0	0	0	0	0	0	0	0	0	22563	27	348128	1	33942	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11837																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3932	226	0	0	45825	3325	17185	19	66943	0	0	0	0	0	0	0	0	0	0	1431	3	94131	1	11487	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12030																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	21755	1050	1495	5	188082	16703	51247	88	262579	0	0	0	0	0	0	0	0	0	0	24291	32	310280	2	40272	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12142																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7794	303	352	1	113873	10032	48502	92	170521	0	0	0	0	0	0	0	0	0	0	10409	24	191842	1	20397	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12179																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2476	156	297	1	24987	1799	2379	4	30141	0	0	0	0	0	0	0	0	0	0	620	2	40245	1	6802	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12245																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7572	324	0	0	79761	9105	13767	23	101100	0	0	0	0	0	0	0	0	0	3765	1081	3	122712	1	13276	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12311	50812760	853582	39104	0	0	35000	65000	131464	110895	550300	55973158	1	4756978	0	false			true	4673193	102387	CONF	CONF	CONF	CONF	CONF	CONF	0	127641	0	0	CONF	CONF	CONF	7827				853582	10752396	0	1003644	68586	14399	44	28392418	3165828	20548717	15135											478625	7466586	4801											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	497168	23567	495299	25281	63595	116809	5119								
12647																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5014	197	508	2	63184	3920	25909	33	94615	0	0	0	0	0	0	0	0	0	0	2820	7	103405	1	9676	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12656																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	733	40	0	0	15555	1227	0	0	16288	0	0	0	0	0	0	0	0	0	0	0	0	17729	1	1512	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12937																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4841	170	2002	3	71160	4596	98810	88	176813	0	0	0	0	0	0	0	0	0	0	16751	28	221381	1	30639	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12946																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	29073	909	2816	7	365890	25594	258122	257	655901	0	0	0	0	0	0	0	0	0	1529	43496	55	752559	2	69593	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5622	264	777	1	70510	7459	30958	52	107866	0	0	0	0	0	0	0	0	0	0	6116	15	125378	1	13120	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13103																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						196169	0	55688	3052	6136	15	560155	46830	416804	453	1038783	0	0	0	0	0	0	0	0	0	0	65021	100	1340885	1	171037	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13251																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2065	366	0	0	22033	2192	15840	32	39938	0	0	0	0	0	0	0	0	0	0	0	0	45411	1	3588	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13457																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1095	78	0	0	13455	1337	2633	6	17184	0	0	0	0	0	0	0	0	0	0	0	0	22773	1	6117	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14052																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2577	101	286	1	41830	5629	5829	15	50522	0	0	0	0	0	0	0	0	0	0	2384	4	59164	1	6828	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14155																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4684	281	0	0	80436	9850	17475	25	102595	0	0	0	0	0	0	0	0	0	2103	4669	4	118934	1	13843	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
