"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													109	0	19	0	0	13	0	0	57	33	0	0	0	FDIC ASSESSMENT EXP			
242													17	0	0	0	0	0	0	0	17	0	0	0	0				
279													454	0	272	0	50	0	0	0	57	125	0	115	0				
354													19	0	0	0	0	0	0	0	3	16	0	0	0				
457													43	0	0	0	0	0	0	0	18	25	0	0	0				
505													5082	0	1287	1623	0	818	0	0	37	2042	93	0	0	Deferred service fee FCC			
1155													1784	0	1436	0	0	0	0	0	84	264	0	1374	0				
1351													368	0	34	0	0	34	0	0	197	137	0	0	0	atm cardholder in process			
1454													1433	0	1273	0	494	0	0	0	67	93	0	778	0				
1557													1	0	0	0	0	0	0	0	1	0	0	0	0				
1669													371	0	106	0	0	0	0	0	92	173	0	106	0				
1829													1215	0	221	0	56	64	0	0	757	237	0	0	0	Accrued FICO & TLGP			
1856													102	0	0	0	0	0	0	0	85	17	0	0	0				
2040													494	0	160	0	57	0	0	0	149	185	0	0	0				
2161													1953	0	1267	0	0	0	0	0	63	623	0	1267	0				
2376													35652	0	12362	0	5	0	0	0	271	23019	0	12087	0				
2554													15	0	0	0	0	0	0	0	15	0	0	0	0				
2732													799	0	290	0	44	0	0	0	139	370	0	51	0				
2750													263	122	122	0	0	0	0	0	20	111	10	0	0				
3177													8570	0	7210	0	464	0	0	0	2	1358	0	6358	0				
3252													247	0	4	0	0	0	0	0	104	139	0	0	0				
3458													60	0	11	0	0	9	0	0	16	33	0	0	0	Cardholder in process			
3720													1918	0	0	0	0	0	0	0	31	1887	0	0	0				
3971													18799	0	12247	0	0	5000	0	0	277	6155	120	0	0	Contingent reserve			
4156													438	0	315	0	0	0	0	0	85	38	0	0	0				
4231													275	0	0	0	0	0	0	0	209	66	0	0	0				
4437													1291	0	496	0	0	357	0	0	38	757	0	0	0	Accumulated Postretirement Benefit Obligation			
4839													1284	232	232	0	0	0	0	0	147	905	0	0	0				
5069													2811	0	1042	0	765	277	0	0	399	1170	200	0	0	Deferred Income			
5135													1346	0	507	0	0	18	0	0	162	677	0	48	0	fhlb interest payable			
5210													7033	0	4659	0	0	1272	0	0	501	1788	85	1744	0	Deferred director fees			
5461													3077	0	2542	0	645	0	0	0	4	291	240	1874	0				
5751													1421	0	1319	16	0	500	0	0	30	56	0	696	0	Post Retirement Benefits Cost			
6039													217	0	37	0	37	0	0	0	61	119	0	0	0				
6141													76	0	0	0	0	0	0	0	19	57	0	0	0				
6329													2219	0	1687	0	260	0	0	0	161	371	0	1376	0				
7009													5240	0	820	60	0	209	611	0	5	4355	0	0	0	Deferred Income	Broker Payable		
7045													371	0	0	0	0	0	0	0	46	325	0	0	0				
7072													3686	0	2369	0	0	0	0	0	1	1316	0	2306	0				
7157													147	0	34	0	0	34	0	0	48	65	0	0	0	Escrow Funds Payable			
7456													70	0	0	0	0	0	0	0	21	49	0	0	0				
7634													62	0	10	0	0	0	0	0	32	20	0	0	0				
8033													1795	0	1520	0	99	4	0	0	260	15	0	1417	0	OTHER LIABILITIES			
8462													79	0	0	0	0	0	0	0	79	0	0	0	0				
8631													433	0	375	0	0	0	0	0	17	41	0	355	0				
9357													1861	0	1101	0	0	0	0	0	1	759	0	675	0				
9553													1308	0	327	64	0	327	0	0	38	879	0	0	0	Nebraska Fund XV Investment			
9807													8039	0	2259	0	0	475	0	0	443	3982	1355	0	1646	REVERSE MORTGAGE INSURANCE			
9955													82	0	0	0	0	0	0	0	18	64	0	0	0				
10250													750	0	539	0	0	0	0	0	179	32	0	152	0				
10849													604	0	489	0	19	0	0	0	44	71	0	0	286				
10858													4000	0	1643	0	1613	0	0	0	60	2257	40	0	0				
11145													1067	0	0	0	0	0	0	0	37	1030	0	0	0				
11275													9702	0	4554	0	0	1370	0	0	319	4420	409	1309	0	Reserve for repuchases/EPO's			
11640													1523	0	896	0	0	0	0	0	542	85	0	896	0				
11837													222	0	7	0	0	0	0	0	15	200	0	0	0				
12030													2609	0	2197	0	842	0	0	0	163	249	0	1355	0				
12142													2445	0	2360	0	0	0	0	0	85	0	0	2310	0				
12179													724	0	661	0	0	0	0	0	2	61	0	576	0				
12245													458	0	171	0	0	0	0	0	77	210	0	163	0				
12311	671746	0	398774	0	152443	0	0	0	202668	62899	0	0									7405								
12647													183	93	93	0	0	0	0	0	49	41	0	0	0				
12656													40	0	0	0	0	0	0	0	16	24	0	0	0				
12937													2933	0	105	2515	0	0	0	0	109	204	0	0	0				
12946													6690	0	5874	0	0	0	0	0	409	407	0	5756	0				
12955													284	0	50	0	0	0	0	0	35	199	0	0	0				
13103													20283	0	14178	2326	0	12086	0	0	190	3582	7	0	0	DEFINED BENEFIT RETIREMENT PLAN LIABILITY			
13251													157	0	147	0	0	0	0	0	10	0	0	0	0				
13457													88	0	57	16	0	0	0	0	4	11	0	0	0				
14052													58	0	3	0	0	0	0	0	20	35	0	0	0				
14155													762	0	222	0	0	0	0	0	65	475	0	221	0				
14650													332	0	166	0	0	0	0	0	2	164	0	166	0				
14753													380	0	0	337	0	0	0	0	41	2	0	0	0				
14865													2813	0	1915	0	0	844	0	0	65	808	25	850	0	Reserve for Taxes			
14977													106	0	25	0	0	0	0	0	24	57	0	25	0				
16458													498	0	2	0	0	0	0	0	110	386	0	0	0				
16551													247	0	0	0	0	0	0	0	155	92	0	0	0				
16748													488	0	272	0	0	0	0	0	22	179	15	234	0				
16944													35	0	22	0	0	0	0	0	13	0	0	0	0				
16953													43	0	0	0	0	0	0	0	43	0	0	0	0				
17110													4003	0	467	0	251	213	0	0	24	3481	31	0	0	DEFERRED TENANT IMPPROVEMENT			
17147													40189	0	12252	0	0	0	0	0	554	27383	0	0	2932				
17259													1551	0	1098	0	0	0	0	0	32	421	0	1098	0				
17464													23185	0	795	0	0	526	0	0	123	21827	440	0	0	DEFERRED REVENUE			
17950													1734	0	1375	0	300	0	0	0	89	134	136	1043	0				
17978													513	0	498	0	43	343	112	0	4	11	0	0	0	Deferred Gains on the Sale of Other Real Estate	Accrued Other Taxes Payable		
18050													3848	2088	2802	0	0	0	0	0	117	929	0	0	0				
18135													537	0	0	0	0	0	0	0	124	413	0	0	0				
18377													235	0	26	0	0	0	0	0	26	183	0	0	0				
18827													485	0	43	0	0	0	0	0	175	267	0	0	0				
18836													1853	0	1161	0	0	0	0	0	56	636	0	749	0				
18854													2774	0	2538	0	0	1106	0	112	141	95	0	1066	0	Cashiers Checks	Def Fees	Other Liabilities	
19356													688	0	574	0	0	0	0	0	28	86	0	574	0				
19730													11493	0	63	0	63	0	0	0	286	11144	0	0	0				
19936													3697	0	567	0	0	0	0	0	49	3081	0	515	0				
19972													831	0	829	0	0	829	0	0	1	1	0	0	0	accrued life insurance exp			
20053													410	0	149	0	0	75	30	0	45	216	0	0	0	Audit Fees	FDIC Assessment		
20512													4678	0	4631	0	0	0	0	0	17	27	3	0	0				
20633													2123	0	157	0	0	0	0	0	170	1796	0	0	0				
20857													100	0	20	0	0	0	0	0	80	0	0	20	0				
21256													4	0	0	0	0	0	0	0	2	2	0	0	0				
21359													36	0	10	0	0	0	0	0	8	18	0	10	0				
21630													363	0	210	0	0	115	0	0	19	134	0	87	0	Due to affiliates			
21658													1236	0	940	0	0	0	0	0	97	199	0	940	0				
22048													1054	0	780	0	12	0	0	0	85	189	0	741	0				
22543													165	0	0	0	0	0	0	0	18	147	0	0	0				
22552													381	0	202	0	0	202	0	0	55	124	0	0	0	AG-BMP	4		
22730													732	319	469	0	0	0	0	0	15	237	11	0	0				
22936													493	0	297	0	0	130	0	0	40	156	0	81	0	ATM Suspense			
23045													44	0	8	0	0	0	0	0	8	28	0	0	0				
23456													162	0	0	0	0	0	0	0	129	33	0	0	0				
23504													8610	0	4054	0	0	1427	0	0	83	4448	25	2043	0	DEFERRED LEASE OBLIGATION			
23643													489	0	405	0	0	0	0	0	81	3	0	321	0				
23755													1039	0	0	0	0	0	0	0	55	984	0	0	0				
24006													4757	0	699	0	0	393	0	0	2	4056	0	0	0	Suspense Payable			
24378													111	0	0	0	0	0	0	0	0	111	0	0	0				
24453													510	0	30	0	0	0	0	0	24	456	0	0	0				
24659													60	0	48	0	0	48	0	0	12	0	0	0	0	AGBMP			
24668													916	0	102	0	102	0	0	0	150	664	0	0	0				
24855													12	0	0	0	0	0	0	0	2	10	0	0	0				
24949													4648	0	3456	0	0	0	0	0	269	923	0	3456	0				
25357													70	0	51	0	51	0	0	0	19	0	0	0	0				
25647													241	0	16	0	16	0	0	0	46	179	0	0	0				
26176													2095	0	1221	0	0	0	0	0	21	842	11	992	0		0		
26242													2016	0	0	0	0	0	0	0	64	1916	36	0	0				
26457													34	0	0	0	0	0	0	0	12	22	0	0	0				
26765													1426	0	772	0	0	389	0	0	69	325	260	0	0	Accumulated pension benefits obligations			
26859													1194	0	0	0	0	0	0	0	59	1114	21	0	0				
27070													1690	0	360	0	327	0	0	0	304	1026	0	0	0	Items in Transit			
27548													2675	0	1242	0	0	0	0	0	255	1178	0	720	0				
27614													2053	0	1191	0	0	0	0	0	109	753	0	596	0				
27847													1410	0	682	0	0	0	0	0	188	540	0	682	0				
28013													17158	0	11844	0	0	8601	0	0	6	4878	430	0	0	pensions and other postretirement benefits			
28152													573	0	510	0	0	0	0	0	13	50	0	489	0				
28255													362	0	1	0	0	0	0	0	64	297	0	0	0				
28349													109	0	60	0	0	0	0	0	40	9	0	0	0				
28406													7450	0	3729	0	1678	1040	0	0	62	3659	0	0	0	Due To Broker			
28572													296	0	172	0	163	0	0	0	1	123	0	0	0				
28675													638	0	4	513	0	0	0	0	3	118	0	0	0				
28732													1525	0	1408	0	0	0	0	0	67	50	0	1213	0				
29104													10417	28	8782	0	1110	6060	0	0	175	1250	210	0	0	Accrued pension			
29476													81	0	65	0	0	0	0	0	16	0	0	0	0	ESCROW ON MORTGAGE LOANS			
29636													8680	0	6720	0	0	0	0	0	200	1760	0	6720	0				
29878													20051	0	19646	0	16414	9	3223	0	35	370	0	0	0	Abandoned Property	Minimum Pension Liability		
29953													119	0	4	0	0	0	0	0	22	93	0	0	0				
30052													151	0	25	97	20	0	0	0	2	27	0	5	0				
30418													6546	0	668	1551	17	151	459	0	1909	2418	0	0	0	Escheatment	Estimated Borrower Benefits on FFEL Loans		
30502													3104	0	1587	0	0	1025	0	0	115	1303	99	0	0	Unfunded pension liability			
30650													366	0	116	0	0	0	0	0	115	135	0	0	0				
30810													2684536	0	551838	0	0	482039	0	0	65802	2066896	0	0	0	Merchant settlement			
30874													4448	0	1023	0	1023	0	0	0	26	3399	0	0	0				
31134													1615	0	1471	0	20	833	587	0	92	52	0	0	0	Index Liability Plan	Split Dollar Ins Liability		
31255													6371	0	3172	0	0	2653	0	0	109	3090	0	0	0	Factored loans reserves payable			
31657													200	0	154	0	0	43	0	57	32	14	0	0	0	OD Contra	Mastercard Drafts	Escrow	
31826													3436	0	3129	0	0	1050	0	0	48	259	0	1585	0	RESERVE FOR EXTRAORDINARY EXP-PENSION LIABILITY			
31835													4805	400	2999	0	0	729	0	0	67	1739	0	1870	0	Minority in Subsidiary			
32234													616	498	498	0	0	0	0	0	13	105	0	0	0				
32766													69	0	0	0	0	0	0	0	3	66	0	0	0				
32971													2064	0	1623	0	0	0	0	0	113	328	0	1520	0				
33147													1710	0	597	0	0	498	0	0	125	988	0	0	0	Unearned Loan Fees			
33259													3592	0	1714	0	0	893	455	0	673	1205	0	0	0	Deferred Income OREO	OREO Liablility		
33268													149	0	30	0	30	0	0	0	20	99	0	0	0				
33370													41	0	41	0	0	0	0	0	0	0	0	0	0				
33839													103	0	23	68	23	0	0	0	12	0	0	0	0				
33857													453	0	25	0	0	0	0	0	128	300	0	0	0				
34153													2079	0	0	0	0	0	0	0	53	2026	0	0	0				
34359													425	0	404	0	0	0	0	0	17	4	0	402	0				
34425													1200	0	1033	0	0	607	0	0	94	73	0	0	0	POST RETIREMENT BENEFIT PLAN			
34434													2466	1330	2164	0	534	0	0	0	195	107	0	0	90				
34452													292	0	21	0	0	0	0	0	45	226	0	0	0				
34537													9348	0	3240	0	0	0	0	0	90	5989	29	3186	0				
34555													2084	0	1892	0	0	0	0	0	192	0	0	1809	0				
34742													3771	0	3154	0	0	0	0	0	231	386	0	2913	0				
34836													45	0	0	0	0	0	0	0	27	18	0	0	0				
35057													467	0	114	18	79	0	0	0	78	257	0	0	0				
35301	12044862	0	9561284	969992	0	7205811	0	0	1496074	17502	0	0									10					Collateral deposits, net			
35570													148903	0	65782	0	9272	7223	38651	0	1194	81927	0	0	0	Other misc Liab	Pension Liab and reserves		
35646													474	0	377	0	0	0	0	0	27	70	0	377	0				
35842													350	0	68	0	68	0	0	0	231	51	0	0	0				
35879													4036	0	3524	0	0	2821	0	0	168	344	0	0	0	CASH CLEARING INTERNAL	EWSB Checks		
36456													435	0	0	0	0	0	0	0	33	402	0	0	0				
36933													255	0	187	0	0	93	0	0	36	32	0	80	0	Escrow Accounts			
37051													350	0	60	110	14	0	0	0	75	105	0	0	0				
37341													586	0	404	0	0	0	0	0	62	120	0	404	0				
37435													3503	0	14	0	0	0	0	0	430	3059	0	0	0				
37640													12431	0	4211	0	1156	0	0	0	703	7517	0	1627	0				
37659													608	0	597	0	0	0	0	0	9	2	0	594	0				
37743													157	0	61	0	52	0	0	0	33	63	0	0	0				
37949													235	0	0	0	0	0	0	0	66	169	0	0	0				
38740													865	0	108	0	0	95	0	0	85	672	0	0	0	Escrow Payable			
39327													437	0	29	224	0	0	0	0	27	157	0	0	0				
39420													5563	0	4731	0	0	0	0	0	761	71	0	1624	222				
39475													58879	0	41625	0	0	0	0	0	637	15527	1090	22981	0				
39756													4007	0	2636	0	0	1825	0	0	118	1253	0	0	0	accrued salary continuation			
40033													369	0	119	0	0	0	0	0	13	237	0	119	0				
40350													49	0	13	0	0	0	0	0	23	13	0	0	0				
40499													19276	0	13082	0	0	0	0	0	71	6123	0	7400	0				
40707													591	0	91	125	0	0	0	0	38	337	0	0	0				
40855													291	0	0	0	0	0	0	0	188	103	0	0	0				
41245													276	0	166	0	7	0	0	0	32	78	0	129	0				
41553													16	0	0	0	0	0	0	0	16	0	0	0	0				
41629													2369	0	0	0	0	0	0	0	83	2286	0	0	0				
41759													63	0	19	0	0	9	10	0	44	0	0	0	0	Accrued FDIC Exp Payable	Escrow Balance		
41825													894	0	611	0	17	0	0	0	3	156	124	587	0				
41937													95	0	0	0	0	0	0	0	19	76	0	0	0				
41955													56	0	49	0	0	0	0	0	5	2	0	48	0				
42037													38	0	14	0	0	0	0	0	19	5	0	0	0				
42055													130	0	89	0	0	0	0	0	38	3	0	89	0				
42354													68	0	37	0	0	0	0	0	12	19	0	0	0				
42372													1360	0	1220	0	0	0	0	0	15	125	0	1220	0				
42420													55497	0	19337	0	0	0	0	0	1233	31768	3159	0	14318				
