"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													199	0	87	0	0	0	0	0	38	74	0	0	0				
242													44	0	0	0	0	0	0	0	44	0	0	0	0				
279													1495	0	890	0	50	25	482	0	156	449	0	317	0	I Pay Bill Payments	ATM Settlement		
354													100	0	0	0	0	0	0	0	10	90	0	0	0				
457													1493	0	0	0	0	0	0	0	22	1471	0	0	0				
505													5182	0	2922	504	0	1355	1080	0	144	1519	93	0	0	Deferred Ser Fee	Lease Liability		
1155													2128	0	1490	0	0	0	0	0	207	431	0	1442	0				
1351													695	0	53	0	0	0	0	0	432	210	0	0	0				
1454													3216	0	2671	0	0	745	0	0	76	469	0	1490	0	DEBIT CARD SETTLEMENT			
1669													268	0	61	0	0	0	0	0	163	44	0	61	0				
1856													143	0	51	0	0	0	0	0	63	29	0	0	0				
2040													1002	0	251	0	0	0	0	0	142	609	0	181	0				
2161													2867	0	1474	0	0	0	0	0	67	1326	0	1474	0				
2376													68856	0	34787	0	0	0	0	0	1325	32744	0	25923	1408				
2732													2784	300	745	0	0	315	0	0	556	1483	0	0	0	Accrued Vacation			
2750													490	176	296	0	0	0	0	0	69	115	10	120	0	PYMT DUE TO LOAN PARTICIPATION BANK			
3252													328	0	3	0	0	0	0	0	178	147	0	0	0				
3458													218	0	36	54	0	0	0	0	63	65	0	0	0				
3720													2072		2	0					87	1983	0						
3971													12616	0	6179	0	0	2531	0	0	800	5590	47	2139	0	Unearned revenues			
4156													643	0	313	8	0	128	0	0	216	106	0	0	0	Executive Deferred Incentive			
4231													370	0	0	0	0	0	0	0	147	223	0	0	0				
5069													7706	0	1573	0	1244	0	0	0	1052	4091	990	0	0				
5135													2666	0	968	0	0	0	0	0	435	1263	0	966	0				
5210													13354	0	8025	0	0	2536	0	0	2022	3226	81	3024	0	Deferred Director Fees			
