"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
1557																																																																																																		83126	633									
1669																																																																																																		254287	42539									
1829																																																																																																		411945	41420									
1856																																																																																																		124384	1418									
2040																																																																																																		198497	16748									
2161																																																																																																		126979	12695									
2376																																																																																																		3185701	419397									
2554																																																																																																		13251	227									
2732																																																																																																		558746	75684									
2750																																																																																																		64024	883									
3177																																																																																																		1031390	45114									
3252																																																																																																		175603	21777									
3458																																																																																																		38233	2524									
3720																																																																																																		216888	10731									
3971																																																																																																		692049	-67769									
4156																																																																																																		215244	14291									
4231																																																																																																		114477	2692									
4437																																																																																																		248485	23029									
4839																																																																																																		333614	20305									
5069																																																																																																		392160	153269									
5135																																																																																																		415647	27768									
5210																																																																																																		1067505	84775									
5461																																																																																																		502775	43134									
5751																																																																																																		188458	20299									
6039																																																																																																		84488	1823									
6141																																																																																																		61907	1025									
6329																																																																																																		489721	20736									
7009																																																																																																		640897	53600									
7045																																																																																																		199318	15702									
7072																																																																																																		170885	31952									
7157																																																																																																		47890	4396									
7456																																																																																																		71688	1277									
7634																																																																																																		60184	-1125									
8033																																																																																																		226760	17314									
8462																																																																																																		189575	17242									
8631																																																																																																		66680	5447									
9357																																																																									0																									446753	22213									
9553																																																																																																		161822	10471									
9807																																																																																																		2211650	200917									
9955																																																																																																		127420	12883									
10250																																																																																																		359620	2493									
10849																																																																																																		258959	12576									
11145																																																																																																		189404	10929									
11275																																																																																																		1349306	51561									
11640																																																																																																		354399	4118									
11837																																																																																																		94354	1032									
12030																																																																																																		321607	46030									
12142																																																																																																		209584	6916									
12179																																																																																																		38369	7650									
12311																																												64701865	455087																																																															
12647																																																																																																		94573	2064									
12656																																																																																																		17844	1180									
12937																																																																																																		194631	25519									
12946																																																																																																		902882	65420									
12955																																																																																																		131680	3975									
13103																																																																																																		1556766	173914									
13251																																																																																																		41098	2328									
13457																																																																																																		23816	5739									
14052																																																																																																		57670	4369									
14155																																																																																																		163242	15927									
14650																																																																																																		31700	2855									
14753																																																																																																		46997	1703									
14865																																																																																																		324020	20364									
14977																																																																																																		49923	8127									
16458																																																																																																		298342	31939									
16551																																																																																																		245559	14912									
16748																																																																																																		67268	4386									
16944																																																																																																		35577	850									
16953																																																																																																		38587	1798									
17110																																																																																																		105795	10158									
17147																																																																																																		5867619	175408									
17259																																																																																																		66887	3865									
17464																																																																																																		2361331	57729									
17950																																																																																																		374805	20156									
17978																																																																																																		330366	105841									
18050																																																																																																		459891	37204									
18135																																																																																																		260127	14421									
18377																																																																																																		52322	4163									
18827																																																																																																		965355	38044									
18836																																																																																																		149518	13439									
18854																																																																																																		457853	30219									
19356																																																																																																		80417	3305									
19730																																																																																																		2320471	61956									
19936																																																																																																		239838	10143									
19972																																																																																																		95376	16212									
20053																																																																																																		83589	4008									
20512																																																																																																		93927	9685									
20633																																																																																																		300108	25560									
20857																																																																																																		266884	6070									
21256																																																																																																		10228	515									
21359																																																																																																		48578	1016									
21630																																																																																																		108482	7651									
21658																																																																																																		159278	11085									
22048																																																																																																		186316	10273									
22543																																																																																																		97862	9815									
22552																																																																																																		91818	2679									
22730																																																																																																		149797	12643									
22936																																																																																																		156653	-10881									
23045																																																																																																		47569	2378									
23456																																																																																																		104035	11997									
23504																																																																																																		2275373	134967									
23643																																																																																																		190730	15186									
23755																																																																																																		182553	11432									
24006																																																																																																		982166	100885									
24378																																																																																																		65881	6916									
24453																																																																																																		217792	-1077									
24659																																																																																																		60530	1628									
24668																																																																																																		634640	23545									
24855																																																																																																		19481	1035									
24949																																																																																																		438673	14636									
25357																																																																																																		125248	3233									
25647																																																																																																		55430	-11510									
26176																																																																																																		345744	11718									
26242																																																																																																		416784	29338									
26457																																																																																																		27613	2789									
26765																																																																																																		408265	-32120									
27070																																																																																																		621533	118800									
27548																																																																																																		577664	32186									
27614																																																																																																		349135	34262									
27847																																																																																																		458787	37569									
28013																																																																																																		2971227	226948									
28152																																																																																																		127867	2949									
28255																																																																																																		318210	19471									
28349																																																																																																		115463	56									
28406																																																																																																		1706092	282921									
28675																																																																																																		103348	11749									
28732																																																																																																		85280	8641									
29476																																																																																																		45117	17									
29636																																																																																																		914741	7225									
29878																																																																																																		1736531	532517									
29953																																																																																																		81187	8633									
30052																																																																																																		27413	2027									
30418																																																																																																		464282	-8283									
30502																																																																																																		950353	61445									
30650																																																																																																		112578	-114									
30810																																																																																																		81317413	4889128									
30874																																																																																																		1063764	73209									
31134																																																																																																		113202	17830									
31255																																																																																																		512186	16581									
31657																																																																																																		134286	13257									
31826																																																																																																		261135	41114									
31835																																																																																																		126819	-22									
32234																																																																																																		110378	9854									
32766																																																																																																		62696	4812									
32971																																																																																																		209491	26546									
33147																																																																																																		411399	27672									
33259																																																																																																		591912	21867									
33268																																																																																																		151566	6884									
33370																																																																																																		27489	4159									
33839																																																																																																		36512	3010									
33857																																																																																																		301879	5071									
34153																																																																																																		300681	-39394									
34425																																																																																																		368507	21326									
34434																																																																																																		316284	14596									
34452																																																																																																		130143	11423									
34537																																																																																																		3036843	-73885									
34555																																																																																																		271304	21725									
34742																																																																																																		326371	13164									
34836																																																																																																		23831	-535									
35057																																																																																																		145247	6642									
35301	15677312	0	1633655	0.057663	0.179494	0.160790	14043657	87341794	243548537	-535914	-180320	10867309	0.160790	0	19747770	5305274	271460	96752	0	30627	0	14043657	0	0	0	0	0	0	14043657	0	0	0	0	0	0	1633529	0	0	1633655	0	5704113	126	0	249072330	9416375	15677312	0	1633655	0.156253	0.139971	100332562	0.139971	1633655														0																																									
35570																																																																																																		18365562	669693									
35646																																																																																																		52976	9744									
35842																																																																																																		190712	11092									
35879																																																																																																		231948	20844									
36456																																																																																																		100149	4197									
36933																																																																																																		92263	1025									
37051																																																																																																		77249	4662									
37341																																																																																																		36386	3490									
37435																																																																																																		1099628	73719									
37640																																																																																																		2195264	69995									
37659																																																																																																		42885	3958									
37743																																																																																																		88755	6626									
37949																																																																																																		218320	13382									
38740																																																																																																		174182	8241									
39327																																																																																																		462722	53383									
39420																																																																																																		1232114	67595									
39475																																																																																																		4140242	135452									
39756																																																																																																		582074	24471									
40033																																																																																																		63758	5780									
40350																																																																																																		48376	745									
40499																																																																																																		2027203	183875									
40855																																																																																																		87460	2620									
41245																																																																																																		46981	4414									
41553																																																																																																		96245	10610									
41629																																																																																																		172478	16896									
41825																																																																																																		172986	13506									
41937																																																																																																		65764	4284									
41955																																																																																																		36597	782									
42037																																																																																																		63550	6953									
42055																																																																																																		84320	4399									
42354																																																																																																		149927	15710									
42372																																																																																																		344680	47410									
42420																																																																																																		6298272	253264									
42448																																																																																																		847119	93456									
42457																																																																																																		39261	4107									
42671																																																																																																		1212030	58168									
43052																																																																																																		81318	12819									
43351																																																																																																		39693	-762									
43744																																																																																																		66288	-1947									
43856																																																																																																		58791	4756									
43959																																																																																																		175504	8971									
44040																																																																																																		317739	33286									
44433																																																																																																		320653	-29169									
44741																																																																																																		391755	27148									
44750																																																																																																		167220	15715									
44929																																																																																																		143877	5667									
45038																																																																																																		143720	12424									
45047																																																																																																		127861	2272									
45056																																																																																																		70621	7302									
45430																																																																																																		120142	15379									
45458																																																																																																		52234	271									
45551																																																																																																		704991	55902									
45560																																																																																																		1386589	59654									
45775																																																																																																		179701	15518									
46053																																																																																																		181089	12260									
46941																																																																																																		114107	16665									
47153																																																																																																		20791	888									
47247																																																																																																		282878	8459									
47256																																																																																																		27870	3504									
47452																																																																																																		52146	7711									
47500																																																																																																		339778	39061									
48057																																																																																																		111599	5642									
48150																																																																																																		26846	866									
48374																																																																																																		905001	76954									
48440																																																																																																		105457	7810									
49054																																																																																																		175449	457									
49148																																																																																																		96660	11595									
49241																																																																																																		514768	5010									
49344																																																																																																		124213	5246									
49643																																																																																																		38689	5991									
49652																																																																																																		139155	12468									
49821																																																																																																		821268	80924									
49858																																																																																																		87326	149									
49951																																																																																																		117748	8371									
50144																																																																																																		69882	10239									
50461																																																																																																		96385	21861									
50546																																																																																																		39524	2115									
50854																																																																																																		67092	3221									
50872																																																																																																		156805	15013									
50957																																																																																																		258839	396									
51253																																																																																																		348867	30424									
51356																																																																																																		80574	12171									
51459																																																																																																		266590	16177									
51730																																																																																																		52580	4898									
51842																																																																																																		290807	26207									
52719																																																																																																		2664159	233516									
52951																																																																																																		157502	13105									
53033																																																																																																		4663462	-91									
53051																																																																																																		74991	5002									
53752																																																																																																		55820	3867									
54049																																																																																																		100150	7499									
54058																																																																																																		327492	37088									
54375																																																																																																		734438	34623									
54441																																																																																																		146391	10152									
54656																																																																																																		719358	55948									
54973																																																																																																		5536440	212789									
55336																																																																																																		353911	25267									
55635																																																																																																		101248	3736									
55653																																																																																																		102323	6918									
55970																																																																																																		385244	42534									
56258																																																																																																		210926	1422									
56351																																																																																																		1324507	39483									
56427																																																																																																		74026	6823									
56548																																																																																																		334013	18586									
56557																																																																																																		2956688	184360									
56717																																																																																																		610363	60892									
57040																																																																																																		101660	13664									
57228																																																																																																		280687	6237									
57451																																																																																																		523887	25664									
58177																																																																																																		66176	7373									
58207																																																																																																		259553	17315									
58225																																																																																																		257653	25813									
58243																																																																																																		3908318	26091									
58355																																																																																																		14466	-73									
58551																																																																																																		196486	16696									
58636																																																																																																		253490	20001									
58757																																																																																																		146159	1775									
58971																																																																																																		4759672	400644									
59316																																																																																																		711861	62196									
59352																																																																																																		388148	36150									
59370																																																																																																		295779	40333									
59754																																																																																																		14533	679									
60143																																												69203210	4921559																																																															
60330																																																																																																		608827	39325									
60545																																																																																																		220736	15922									
60554																																																																																																		63619	2306									
60648																																																																																																		258085	22436									
61122																																																																																																		1336194	76159									
61177																																																																																																		55449	5845									
61355																																																																																																		711061	52782									
61476																																																																																																		183666	13076									
61757																																																																																																		240517	26550									
61832																																																																																																		203423	14057									
61953																																																																																																		69507	5629									
62044																																																																																																		23636	2226									
62110																																																																																																		10474	6578									
62147																																																																																																		71065	4221									
62772																																																																																																		429080	35511									
63050																																																																																																		154699	16322									
63069																																												32577106	1650456																																																															
63201																																																																																																		142505	12109									
63573																																																																																																		404709	0									
63733																																																																																																		663271	51102									
63742																																																																																																		224327	6292									
63751																																																																																																		9744	695									
64150																																																																																																		146137	8992									
64543																																																																																																		375459	25011									
64552																																																																																																		111892	5621									
64730																																																																																																		196341	-765									
65205																																																																																																		798077	140905									
65241																																																																																																		108919	4565									
65513																																												441628	39780																																																															
