"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					81	0	51016					0			0	37575	0	0	0									
242	0	0					275	0	9431					5000			0	6417	3	0	0									
279	0	0					1951	32810	7629					18287			12410	1256	1	0	0									
354	0	0					5	0	4054					0			0	516	0	0	0									
457	0	0					332	147	214					6000			146	211	3	0	0									
505	0	8233					2134	0	82462					0			0	28356	0	0	0									
1155	0	1000					228	35	28688					0			0	11435	0	0	8771									
1351	0	0					185	50137	6334					0			29750	0	0	0	0									
1454	0	6014					1324	0	372147					0			0	113275	38	0	0									
1557	0	0					368	0	12247					4433			0	2654	0	0	0									
1669	0	10061					176	51016	78640					0			32236	0	0	0	0									
1829	0	0					5069	0	103498					69760			0	35207	2243	0	0									
1856	0	0					1896	5000	22348					40000			0	0	0	0	0									
2040	0	0					1546	0	53619					26000			0	32197	16	0	11104									
2161	0	0					363	0	18203					0			0	11987	0	0	0									
2376	0	0					32881	177849	175033					678671			0	0	0	0	0									
2554	0	0					17	250	3047					0			250	2177	0	0	0									
2732	0	0					174	0	132487					0			0	65328	0	0	0									
2750	0	0					233	0	10098					3530			0	3866	3919	0	0									
3177	0	33					5875	571	99541					107597			375	0	4	0	0									
3252	0	0					740	0	81037					6500			0	16520	0	0	0									
3458	0	0					196	2617	9830					0			2617	0	0	0	4500									
3720	0	752					246	140	53183					0			140	6730	0	0	4295									
3971	0	0					1799	0	70396					36885			0	0	1025	0	0									
4156	0	1006					270	0	38794					1500			0	21969	0	0	262									
4231	0	0					0	0	51216					0			0	14835	0	0	0									
4839	0	0					915	0	80103					22376			0	34725	0	0	12578									
5069	0	0					0	0	29414					26500			0	15665	761	0	0									
5135	0	4100					1080	0	35314					15575			0	4798	0	0	0									
5210	0	0					3755	57562	143226					76500			0	25663	1068	0	35503									
5461	0	1001					2381	0	166327					0			0	70787	0	0	0									
5751	0	0					345	0	42203					4500			0	32651	0	0	0									
6039	0	0					304	0	21903					0			0	773	7	0	0									
6141	0	0					0	23214	0					0			14044	0	0	0	0									
6329	0	0					463	0	29400					0			0	5368	0	0	0									
7009	0	0					0	0	416463					0			0	81590	11697	0	0									
7045	0	0					751	0	108054					0			0	40259	0	0	0									
7072	0	0					1988	0	11847					12000			0	3248	0	0	0									
7157	0	1251					23	233	18891					0			233	6553	0	0	0									
7456	0	0					455	0	15758					4223			0	15262	0	0	0									
7634	0	0					97	2	11120					900			0	4634	0	0	0									
8033	0	0					1443	0	5077					15100			0	2727	0	0	0									
8462	0	0					21	0	88496					0			0	14677	0	0	0									
8631	0	0					68	0	15486					0			0	333	0	0	0									
9357	0	0					2355	0	62648					44029			0	0	1009	0	0									
9553	0	0					1977	25742	25611					42800			25742	2947	5718	0	0									
9807	65088	4974					16572	292215	58185					210000			139893	51378	0	0	66770									
9955	0	1000					1030	0	38292					19385			0	31736	0	0	0									
10250	0	854					886	0	100437					0			0	19964	0	0	0									
10849	6463	0					550	43480	53919					0			0	2878	0	0	0									
11145	0	0					703	0	18917					16735			0	11110	0	0	0									
11275	0	0					17776	0	43249					236700			0	4880	0	0	26257									
11640	0	0					4498	0	95585					37500			0	41915	0	0	0									
11837	0	0					397	0	38046					7000			0	3660	0	0	0									
12030	0	3997					7444	2948	14654					0			2362	0	0	0	0									
12142	0	0					921	605	73665					0			597	28230	0	0	0									
12179	0	724					725	44	968					1243			0	0	66	0	0									
12311	0	4996	0	0	0	35163	492080	5301387	15959558	0	100416340	140444	89413328	5920351	574919	116012	6375	3311163	12359	0	831865	169540	508118	4550553	10372763	0	1595037	0	3947	
12647	0	0					310	17602	0					0			16953	0	0	0	0									
12656	155	0					29	1355	0					0			647	0	0	0	0									
12937	0	0					607	0	0					2500			0	0	0	0	0									
12946	0	0					5480	0	156007					21495			0	99636	2743	0	0									
12955	0	0					228	225	2					326			225	0	0	0	0									
13103	0	0					7634	0	304199					86287			0	8209	133184	0	0									
13251	0	554					379	0	1740					0			0	1184	0	0	0									
13457	0	0					0	0	6301					0			0	4191	1373	0	0									
14052	0	0					152	0	5968					0			0	2763	0	0	0									
14155	0	0					740	0	12398					3250			0	9935	18	0	0									
14650	0	0					48	3611	17					0			2112	0	0	0	0									
14753	0	0					9	10361	2322					0			8075	2086	0	0	0									
14865	0	0					619	3803	15032					0			3803	2088	0	0	0									
14977	0	0					295	0	0					4604			0	0	0	0	0									
16551	0	0					1704	23200	37066					7009			23200	32194	0	0	0									
16748	0	0					209	10254	7926					0			10254	0	0	0	0									
17110	100	0					219	100	27463					0			0	0	27463	0	0									
17147	0	0					18044	624615	673097					297942			209857	369085	0	0	138671									
17259	0	0					523	1602	12913					2000			1602	11402	0	0	0									
17464	0	0					3270	141036	523273					0			38810	0	550	0	0									
17950	0	0					894	0	183955					0			0	59570	0	0	0									
17978	116800	0					3355	157321	0					5345			4384	0	0	0	0									
18050	0	0					496	21773	138271					61			18504	42768	0	0	0									
18135	0	0					1126	11165	138899					12400			2176	29829	0	0	39066									
18377	0	0					73	0	8265					1100			0	454	0	0	0									
18827	0	0					3094	0	116519					0			0	42712	10058	0	0									
18836	0	0					368	0	15395					2275			0	8606	0	0	0									
18854	0	0					1022	0	0					0			0	0	0	0	0									
19356	0	0					361	0	31162					1737			0	12490	0	0	0									
19730	0	0					3247	6751	212406					0			5233	0	4368	0	0									
19936	0	0					529	15745	28269					6983			3847	263	0	0	0									
19972	0	0					31	23565	0					0			23262	0	0	0	0									
20053	0	0					112	0	15223					0			0	5510	0	0	0									
20633	0	0					946	0	70223					10000			0	22927	805	0	0									
20857	0	10160					2132	0	105184					47928			0	76934	0	0	0									
21256	0	0					56	0	1180					0			0	0	0	0	0									
21359	0	0					320	233	7609					105			0	4508	0	0	0									
