"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	
1557																																																																																																																																																																																																	6782	0	0	17509	2820	74452	0	403	0	6342	0	0	0	0	6722	0	0	161	1804	0	0	403	403	6279	26916	5625	1141	36001	0	0	0.0859	0.1488	0.1399	0.0000	0.0000	0.0000	6319	403	23	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	42398	0	0	46693	74775	255659	0	2852	0	45039	15	0	0	0	44753	0	0	0	0	0	0	1392	1392	44457	97775	44308	11319	69670	0	0	0.171050	0.407134	0.394471	0.000000	0.000000	0.000000	43361	1392	1209	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	44291	0	0	0	84623	400098	50	3442	0	44402	0	0	0	0	37506	0	0	251	934	0	0	3033	3083	37286	87152	95490	7009	172826	0	0	0.0879	0.1548	0.1421	0.0000	0.0000	0.0000	34423	3083	1665	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	40711	0	0	0	7106	116217	0	874	0	14961	0	0	0	0	15705	0	0	0	0	0	0	874	874	415	49149	1033	1001	66363	0	0	0.1285	0.2047	0.1933	0.0000	0.0000	0.0000	14831	874	32	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	9197	0	0	0	63430	202888	0	4084	0	21420	0	0	0	0	22287	0	0	0	5833	0	0	1663	1663	20252	56454	26311	9362	105338	0	0	0.1029	0.1706	0.1579	0.0000	0.0000	0.0000	20624	1663	796	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	15451	0	0	1	42035	137231	0	606	0	14897	0	0	0	0	15058	0	0	0	183	0	0	606	606	3432	55058	39944	6974	38958	0	0	0.1052	0.2150	0.2064	0.0000	0.0000	0.0000	14452	606	445	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	8673	0	0	43343	358404	2782519	0	31962	0	425252	0	0	0	0	451336	0	0	52	0	-1689	0	29742	29742	9926	435698	138606	133333	2222859	0	0	0.1516	0.1899	0.1774	0.0000	0.0000	0.0000	421594	29742	5347	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	4607	0	0	0	2847	12403	0	138	0	1274	0	0	0	0	1005	0	0	0	0	0	0	92	92	0	4607	2263	288	5310	0	0	0.0733	0.1374	0.1248	0.0000	0.0000	0.0000	913	92	72	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	128266	0	0	0	86155	540445	0	6525	0	79593	0	0	0	0	81576	0	0	0	0	0	0	4054	4054	117759	94766	56884	9119	274842	0	0	0.1422	0.2535	0.2409	0	0	0	77522	4054	959	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	2326	0	0	0	17011	58662	0	825	0	5664	0	0	0	0	6094	0	0	0	524	0	0	536	536	3602	14527	3113	2158	38139	0	0	0.0950	0.1431	0.1306	0	0	0	5558	536	106	0	0	0	0	0	0	0	0	0	
3177																																																																																																																																																																																																	153580	0	0	8520	116558	1046470	6	3669	0	105474	0	0	0	0	103587	0	0	967	0	-193	0	3669	3675	210404	66945	551933	42788	214796	0	0	0.095961	0.205013	0.197740	0	0	0	99912	3675	457	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	8000	0	0	712	75623	168345	0	1895	0	20753	0	0	0	0	21057	0	0	338	1979	0	0	1129	1129	30083	59503	5799	3133	74030	0	0	0.1190	0.2350	0.2224	0.0000	0.0000	0.0000	19928	1129	825	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	8685	0	0	2620	13804	40415	0	371	0	3459	0	0	0	0	3796	0	0	0	0	0	0	354	354	316	13260	3054	833	24130	0	0	0.090477	0.134172	0.121660	0.000000	0.000000	0.000000	3442	354	17	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	29961	0	0	665	37147	208330	0	1560	0	29911	0	0	0	0	30895	274	0	0	3960	0	0	1560	1560	34094	38780	30761	8855	104981	345	0	0.140004	0.236557	0.224612	0	0	0	29335	1560	576	0	0	0	0	0	0	0	0	0	
3971																																																																																																																																																																																																	84281	0	0	0	83922	678474	9	14148	0	105857	0	0	0	0	98264	0	0	0	13889	0	0	6404	6413	72113	86505	92676	41537	426881	6393	1848	0.138232	0.196521	0.183695	0	0	0	91851	6413	692	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	6959	0	0	0	48420	205738	0	1740	0	21720	0	0	0	0	20728	0	0	0	7415	0	0	1679	1679	6580	55763	47954	12227	94469	0	0	0.093642	0.154371	0.141867	0	0	0	19049	1679	888	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	10911	0	0	0	47589	119896	0	758	0	14536	0	0	0	0	15498	0	0	0	0	0	0	758	758	0	45968	24620	3789	50375	0	0	0.1238	0.2145	0.2041	0.0000	0.0000	0.0000	14740	758	-204	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	18173	0	0	0	93429	251218	0	3035	0	27411	0	0	0	0	27839	0	0	0	2947	29	0	1821	1821	17343	83726	53008	11762	97902	0	0	0.1036	0.1927	0.1801	0	0	0	26018	1821	1364	0	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	6318	0	0	0	76600	334545	0	5176	0	34465	39	0	0	0	37068	0	0	210	3455	0	0	3188	3188	11460	74935	31200	12876	221541	0	0	0.1015	0.1465	0.1339	0.0000	0.0000	0.0000	33880	3188	585	0	0	0	0	0	0	0	0	0	
5005																																																																																																																																																																																																	13902	0	0	29053	61606	327721	0	333	0	33634	110	0	0	0	26125	0	0	0	0	0	0	333	333	12055	96504	105763	23966	111426	0	5724	0.0814	0.1423	0.1405	0.0000	0.0000	0.0000	25792	333	279	0	0	0	0	0	0	0	0	0	
5069																																																																																																																																																																																																	70018	0	0	0	35256	374373	227	15000	0	141394	214	0	0	0	141705	0	0	456	1531	0	0	3788	4015	69600	1577	25704	39708	288880	0	0	0.348831	0.485837	0.472071	0.000000	0.000000	0.000000	137690	4015	3704	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																																																																																	64058	0	0	0	28145	367836	0	3839	0	43403	0	0	0	0	45803	0	0	0	43579	0	0	3493	3493	63633	28531	56808	13907	221580	0	0	0.1133	0.1641	0.1516	0.0000	0.0000	0.0000	42310	3493	51	0	0	0	0	0	0	0	0	0	
5210																																																																																																																																																																																																	46289	0	0	61262	151666	1021377	20	17486	0	86667	0	0	0	0	95852	0	0	4678	0	-5709	0	8469	8489	39567	209452	297909	65426	484359	2842	0	0.0849	0.1434	0.1307	0.0000	0.0000	0.0000	87363	8489	5013	0	0	0	0	0	0	0	0	0	
