"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													213	0	146	0	0	0	0	0	30	37	0	0	0				
242													18	0	0	0	0	0	0	0	18	0	0	0	0				
279													1028	0	465	0	50	191	17	0	89	474	0	198	0	ATM Settlement	I Pay Bill Pay		
354													1	0	0	0	0	0	0	0	1	0	0	0	0				
457													76		0	0					8	68	0						
505													5074	0	1414	602	0	1090	0	0	20	2946	92	0	0	Deferred Service Fees			
1155													2108		1633	0					119	356	0	1475					
1351													439	0	45	0	0	0	0	0	149	245	0	0	0				
1454													2567		2252	0	987				47	268	0	1265					
1557													16		0	0					16	0	0						
1669													380	0	99	0	0				64	217	0	96					
1856													176		77	0		48			47	52	0			Deferred Loan Fees			
2040													761	0	349	0	0	0	0	0	104	308	0	168	0				
2161													2148	0	1566	0	0	0	0	0	81	501	0	1566	0				
2376													51841	0	21605	0	0	0	0	0	805	29431	0	21157	0				
2554													18		0	0					18	0	0						
2732													2411	300	829	0	0	368	0	0	116	1466	0	0	0	Accrued vacations/salaries			
2750													272	107	115	0	0	0	0	0	13	134	10	0	0				
3252													207	0	3	0	0	0	0	0	79	125	0	0	0				
3458													232		53	64	33				43	72	0						
3720													2070		0	0					28	2042	0						
3971													10988		4418	0	1614				322	6223	25	2332					
4156													490		304	5		117			82	99	0			Executive Deferred Incentive			
4231													239	0	0	0	0	0	0	0	100	139	0	0	0				
4839													1564		244	0			71		177	1143	0				Gross negative fair value  Interest Rate Swaps		
5069													6667		1686	0	899	787			655	3741	585			Deferred Income			
5135													2198	0	951	0	0	0	0	0	163	1084	0	951	0				
5210													9409	0	6847	0	0	2073	0	0	799	1712	51	2666	0	Deferred Director's Fees			
5461													4313		3296	0					2	685	330	2682					
5751													1649		1342	26		599			39	242	0	704		Post Retirement Benefits Payable			
6039													1330	0	169	0	0	0	0	0	234	927	0	0	0				
6141													93	0	0	0	0	0	0	0	17	76	0	0	0				
6329													5829	0	2361	0	329	0	0	0	204	3264	0	1977	0				
7009													6912	0	27	81	0	27	0	0	210	6594	0	0	0	Deferred Income			
7045													504	0	0	0	0	0	0	0	46	458	0	0	0				
7072													3496		2565	0		32			6	925	0	2368		Covenant Agreement Payable		0	
7157													280		117	2		117			19	142	0			Escrow Accounts Payable			
7456													130	0	7	0	0	0	0	0	20	103	0	0	0				
7634													99		57	0					34	8	0						
8033													2842		2324	0	33	212	7		407	111	0	2072		DEFFERRED MANAGEMENT	ALL OTHER LIABILITIES		
8462													153	0	0	0	0	0	0	0	81	65	7	0	0				
8631													627		551	0					8	68	0	546					
9357													2093	0	1566	0	0	0	0	0	3	524	0	1429	0				
9553													1086	0	34	0	0	0	0	0	42	1010	0	0	0				
9807													6389		1769	0		187			917	2348	1355		1426	REVERSE MORTGAGE INSURANCE			
9955													77		0	0					19	58	0						
10250													762		302	0					91	369	0	89					
10849													425	0	17	0	17	0	0	0	56	352	0	0	0				
11145													2212	0	518	0	0	518	0	0	41	1653	0	0	0	Great Lakes Capital Fund commitment			
11640													2457	0	1087	0	0	0	0	0	348	1022	0	1087	0				
11837													151		1	0					9	141	0						
12030													2749	0	2549	0	1345	0	0	0	106	94	0	1204	0				
12142													3496		3355	0		258			86	55	0	2723		serp liability			
12179													482		387	0					1	94	0	355					
12311	1225562	0	711548	81824	350900	0	0	0	338220	85358	0	0									8612								
12647													343	0	0	0	0	0	0	0	39	304	0	0	0				
12656													22	0	0	0	0	0	0	0	10	12	0	0	0				
12937													2758		98	2411					101	148	0						
12946													12474		9314	0					561	2599	0	7677					
13103													36524		30657	0		25963			278	5581	8			Defined benefit retirement plan liability			
13251													178		171	0		46	86		7	0	0			Deferred Gain on sale of ORE	Accrued Employee  B&P	Contra Asset Account Loan Dics Exp	
13457													112		104	0					3	5	0			Projected Split-dollar Life Insurance Payable			
14052													113	0	45	0	0	0	0	0	8	60	0	0	0				
14155													654	0	320	34	0	0	0	0	60	240	0	306	0				
14650													382		256	0					2	124	0	256					
