"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADJ447	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
	ADVERTISING & MARKETING EXPENSES	RENT & OTHER INCOME FR OTHR REAL EST	DIRECTORS FEES	LEGAL FEES & EXPENSES	FDIC DEPOSIT INSURANCE ASSESSMENTS	1ST ITEMIZED AMT OV25% OF ITEM 4078	2ND ITEMIZED AMT OV25% OF ITEM 4078	3RD ITEMIZED AMT OV25% OF ITEM 4078	1ST ITEMIZED AMT OV25% OF ITEM 4092	2ND ITEMIZED AMT OV25% OF ITEM 4092	3RD ITEMIZED AMT OV25% OF ITEM 4092	1ST ITEMIZED AMT FOR ITEM 4310	1ST ITEMIZED AMT FOR ITEM 4315	2ND ITEMIZED AMT FOR ITEM 4310	2ND ITEMIZED AMT FOR ITEM 4315	3RD ITEMIZED AMT FOR ITEM 4310	3RD ITEMIZED AMT FOR ITEM 4315	1ST ITMZD TRANSACTIONS OF ITEM 4415	2ND ITMZD TRANSACTIONS OF ITEM 4415	1ST ITEMIZED ADJUSTMTS TO ITEM 4815	2ND ITEMIZED ADJUSTMTS TO ITEM 4815	OTHER EXPLANATIONS	POSTAGE EXPENSE	RESTATEMNTS DUE TO CORRECTIONS (1ST)	RESTATMENTS DUE TO CORRECTIONS (2ND)	INCM&FEES FROM PRNTNG&SALE OF CHECKS	EARNINGS ON CSV OF LIFE INSURANCE	SAFE DEPOSIT BOX RENT	INCM&FEES FRM AUTMTD TELL MACH(ATMS)	DATA PROCESSING EXPENSES	PRINTING, STATIONERY, AND SUPPLIES	NET CHANGE FAIR VAL UNDR FAIR VAL OP	BK CARD CR CARD INTERCHANGE FEE	ACCOUNTING AND AUDITING EXPENSES	CONSULTING AND ADVISORY EXPENSE	ATM AND INTERCHANGE EXP	TELECOMMUNICATIONS EXP	GAINS ON BARGAIN PURCHASE	1ST ITEMIZED AMT OV25% OF ITEM 4078	2ND ITEMIZED AMT OV25% OF ITEM 4078	3RD ITEMIZED AMT OV25% OF ITEM 4078	1ST ITEMIZED AMT OV25% OF ITEM 4092	2ND ITEMIZED AMT OV25% OF ITEM 4092	3RD ITEMIZED AMT OV25% OF ITEM 4092	1ST ITEMIZED AMT FOR ITEM 4310	2ND ITEMIZED AMT FOR ITEM 4310	3RD ITEMIZED AMT FOR ITEM 4310	1ST ITMZD TRANSACTIONS OF ITEM 4415	2ND ITMZD TRANSACTIONS OF ITEM 4415	1ST ITEMIZED ADJUSTMTS TO ITEM 4815	2ND ITEMIZED ADJUSTMTS TO ITEM 4815	OTHER EXPLANATIONS	RESTATEMNTS DUE TO CORRECTIONS (1ST)	RESTATMENTS DUE TO CORRECTIONS (2ND)	
37	15	0	41	14	CONF	62	0	0	16	18	0	0	0	0	0	0	0	0	0	0	0	false	42	0	0	8	0	14	91	129	72	0	0	101	0	46	46	0	MISC INCOME			CLEARING HOUSE FEES	BANK SECURITY & IT PROTECTION												
242	0	0	72	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0																	
279	71	0	192	1	CONF	34	0	0	87	41	36	0	0	0	0	0	0	0	0	0	0	false	54	0	0	33	9	13	284	402	59	0	0	77	0	241	18	0	Miscellaneous Fees (Wire Fees, etc)			Seminars & Training	Dues & Subscriptions	State Sales & Use Tax											
354	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0																	
457	0	0	36	0	CONF	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0				MISCELLANEOUS FEES													
505	296	0	207	0	CONF	56	0	0	108	117	107	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	133	36	61	637	0	0	497	154	0	282	0	0	Other misc income			Online banking expense	OCC assessment	charitable contributions											
1155	405	46	130	24	CONF	57	0	0	30	74	137	0	0	0	0	0	0	0	0	0	0	false	73	0	0	17	164	23	76	380	96	0	316	62	6	73	87	0	Exchange			Registrations/Schools & Conventions	Macha & Bank Service Charges	OREO Expenses											
1351	58	0	42	10	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	51	0	0	0	0	11	139	0	36	0	0	38	0	0	46	0																	
1454	500	0	276	0	CONF	627	191	166	223	165	0	0	0	0	0	0	0	0	0	0	0	false	296	0	0	0	166	0	0	370	268	0	1679	0	0	764	141	0	LETTER OF CREDIT FEE INCOME	MERCHANT DISCOUNT INCOME	REVERSE MORTGAGE INCOME	LOAN EXPENSE	OCC FEES												
1557	29	0	27	0	CONF	0	0	0	29	0	0	0	0	0	0	0	0	2100	0	0	-408	true	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0				INSURANCE AND SURETY						ADDITIONAL CAPITAL WITH BANK ACQUISITION ON 4-12-13		ADJUSTMENTS TO ALLOW FOR LOAN LOSS DUE TO PUSH	DOWN ACCOUNTING ENTRIES	BANK WAS ACQUIRED ON 4-12-2013 AND PUSH DOWN ACCOUNTING HAS BEEN APPLIED TO REFLECT FAIR VALUE REPORTING			
1669	50	0	56	9	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	84	0	0	25	312	41	219	596	111	0	313	70	0	76	62	0																	
