"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	15067	19972	628	0	0	6120	0	0	19972	0	0	587	
242	5463	5301	469	0	0	396	0	0	5301	0	0	89	
279	28974	28153	656	0	0	0	0	0	28153	1	0	164	
354	918	1000	-116	0	0	0	0	0	1000	0	0	34	
457	4797	4611	726	0	0	540	0	0	4611	0	0	0	
505	37256	35923	2001	0	0	853	0	0	35923	0	0	185	
1155	20639	19599	2055	0	0	1110	0	0	19599	0	0	95	
1351	24644	23918	1375	0	0	735	0	0	23918	0	0	86	
1454	82684	72841	7420	0	0	2700	0	0	72841	0	0	5123	
1557	10430	9872	431	0	0	0	0	0	9872	0	0	127	
1669	47034	44584	2223	0	0	0	0	0	44584	0	0	227	
1856	15724	16090	1117	0	0	2363	0	0	16090	0	0	880	
2040	22867	21771	842	0	0	220	0	0	21771	0	0	474	
2161	16626	15753	1055	0	0	383	0	0	15753	0	0	201	
2376	537202	489783	39462	0	0	0	0	0	489783	0	2307	5650	
2554	1598	1457	152	0	0	64	0	0	1457	0	0	53	
2732	89639	86838	3393	0	0	865	0	0	86838	0	0	273	
2750	7176	7058	676	0	0	440	0	0	7058	-183	0	65	
3252	25159	23499	2208	0	0	750	0	0	23499	0	0	202	
3458	4481	4265	198	0	0	0	0	0	4265	0	0	18	
3720	36416	34204	2126	0	0	360	0	0	34204	0	0	446	
3971	113456	111967	6201	0	0	5000	0	0	111967	0	0	288	
4156	22868	22259	974	0	0	940	0	0	22259	0	0	575	
4231	16245	15272	545	0	0	339	0	0	15272	0	0	767	
4839	40735	37553	1959	0	0	754	0	0	37553	0	0	1977	
5069	187861	176826	21004	0	0	10253	0	0	176826	0	0	284	
5135	65600	61404	4339	0	0	434	0	0	61404	0	0	291	
5210	142678	100395	7529	37897	0	3828	0	0	100395	0	0	685	
5461	56260	54149	3915	0	0	2205	0	0	54149	0	0	401	
5751	34848	33417	2793	0	0	1650	0	0	33417	0	0	288	
6039	28690	27636	1020	0	0	0	0	0	27636	0	0	34	
6141	6198	5947	311	0	0	60	0	0	5947	0	0	0	
6329	61084	56033	5932	0	1200	2125	0	0	56033	0	0	44	
7009	69469	61267	16565	0	0	9000	0	0	61267	0	0	637	
7045	20391	18134	1306	0	0	0	0	0	18134	0	0	951	
7072	36415	32743	-410	4061	0	0	0	0	32743	0	0	21	
7456	7955	7160	758	0	0	154	0	0	7160	0	0	191	
7634	9015	8497	872	0	0	420	0	0	8497	0	0	66	
8033	32286	29465	3260	0	0	500	0	0	29465	0	0	61	
8462	21525	19688	1621	0	0	488	0	0	19688	0	0	704	
8631	7024	6699	276	0	0	120	0	0	6699	0	0	169	
9357	84400	79838	6455	0	0	1900	0	0	79838	0	0	7	
9553	14415	13146	1728	0	0	805	0	0	13146	0	0	346	
9807	376926	313789	28136	0	0	16450	0	0	313789	0	0	51451	
9955	18925	17612	1506	0	0	751	0	0	17612	0	0	558	
10250	38669	35708	3188	0	0	1500	0	0	35708	0	0	1273	
10849	26514	26010	690	0	0	802	0	0	26010	0	0	616	
11145	22171	20619	1804	0	0	360	0	0	20619	0	0	108	
11640	45515	40841	3279	0	0	0	0	0	40841	0	0	1395	
11837	14380	13448	299	0	0	0	0	0	13448	0	0	633	
12030	56520	49898	8607	0	0	2000	0	0	49898	0	0	15	
12142	22466	20522	1455	0	0	0	0	0	20522	0	0	489	
12179	7825	7782	43	0	0	0	0	0	7782	0	0	0	
12311	11054688	10668303	839747	0	-425502	100500	33523	0	10668303	74182	0	31981	
12647	17963	17790	769	0	0	596	0	0	17790	0	0	0	
12656	1800	1725	75	0	0	0	0	0	1725	0	0	0	
12937	33865	33268	897	0	0	300	0	0	33268	0	0	0	
12946	147478	134754	16715	0	0	7400	0	0	134754	0	0	3409	
13103	256645	240612	12604	0	0	949	0	0	240612	0	0	4378	
13251	4939	4643	526	0	0	240	0	0	4643	0	0	10	
13457	6295	6053	222	0	0	5	0	0	6053	0	0	25	
14052	6773	6572	429	0	0	260	0	0	6572	0	0	32	
14155	19882	18489	2603	0	0	1375	0	0	18489	0	0	165	
14650	4237	4018	340	0	0	121	0	0	4018	0	0	0	
14753	4917	4826	152	0	0	0	66	0	4826	0	0	5	
14865	40641	38648	2594	0	-250	385	0	0	38648	0	0	34	
14977	8925	8584	339	0	0	0	0	0	8584	0	0	2	
16551	36591	34946	4064	0	0	2852	0	0	34946	0	0	433	
16748	8645	8308	396	0	0	59	0	0	8308	0	0	0	
17110	23978	20691	5287	0	0	2000	0	0	20691	0	0	0	
17147	1384867	973641	77324	348323	0	22000	0	0	973641	1048	0	6531	
17259	5761	5648	267	0	0	211	0	0	5648	0	0	57	
17950	47296	33583	3381	9495	0	638	0	0	33583	0	0	1475	
17978	113102	111144	1958	0	0	0	0	0	111144	0	0	0	
18050	57643	51045	7281	0	0	3120	0	0	51045	0	0	2437	
18135	24546	22788	353	0	0	36	0	0	22788	0	0	1441	
18827	129194	122138	8621	0	0	3000	0	0	122138	0	0	1435	
18836	17224	16670	771	0	0	287	0	0	16670	0	0	70	
18854	71090	60456	19399	0	0	8765	0	0	60456	0	0	0	
19356	9099	8404	795	0	0	459	0	0	8404	0	0	359	
19936	26966	25640	2231	0	0	1011	0	0	25640	0	0	106	
19972	19139	18329	810	0	0	0	0	0	18329	0	0	0	
20053	12702	11782	822	0	0	0	0	0	11782	0	0	98	
20633	30877	29812	1128	0	0	487	0	0	29812	0	0	424	
20857	16492	16067	2191	0	0	2706	0	0	16067	0	0	940	
21256	1198	1150	37	0	0	0	0	0	1150	0	0	11	
21359	5715	5579	479	0	0	444	0	0	5579	0	0	101	
21630	11615	11012	792	0	0	100	0	0	11012	0	0	-89	
21658	16057	15773	1469	0	0	1559	0	0	15773	0	0	374	
22048	20037	18848	2386	0	0	1745	0	0	18848	0	0	548	
22543	13770	13708	40	0	0	0	0	0	13708	0	0	22	
22552	9000	8722	1017	0	0	744	0	0	8722	0	0	5	
22730	14692	13428	774	0	0	0	0	0	13428	0	0	490	
22936	20137	19175	798	0	0	0	0	0	19175	14	0	150	
23456	14682	13381	1309	0	0	383	0	0	13381	0	0	375	
23504	508536	474035	29675	0	0	0	0	0	474035	1971	0	2855	
23643	19443	16131	2133	0	0	1060	0	0	16131	0	0	2239	
23755	18476	17489	1257	0	0	675	0	0	17489	0	0	405	
24006	194296	112757	5134	0	619	0	0	0	112757	72818	0	2968	
24378	7306	7232	56	0	0	0	0	0	7232	0	0	18	
24453	35430	33964	2845	0	0	1420	0	0	33964	0	0	41	
24659	6088	5507	581	0	0	0	0	0	5507	0	0	0	
24668	157762	130427	10087	0	0	481	0	0	130427	13391	0	4338	
24949	50229	53239	2550	0	0	5700	0	0	53239	0	0	140	
25357	43208	42620	4336	0	0	3913	0	0	42620	0	0	165	
25647	9001	8156	316	0	500	0	0	0	8156	0	0	29	
26176	50697	47747	2693	0	0	0	0	0	47747	255	0	2	
26242	52911	54058	2921	0	0	4932	0	0	54058	0	0	864	
26457	3259	3221	93	0	0	50	0	0	3221	0	0	-5	
26765	56129	54259	2367	0	12	1000	0	0	54259	0	0	491	
27070	131071	126154	3333	0	0	0	0	0	126154	0	0	1584	
27548	75437	63595	4922	0	7000	1600	0	0	63595	0	0	1520	
27614	41517	39666	2810	0	0	1777	0	0	39666	0	0	818	
27847	58924	51459	5407	0	0	0	0	0	51459	0	0	2058	
28013	594990	588856	26596	0	6403	28763	0	0	588856	0	0	1898	
28152	12666	12341	1509	0	0	1300	0	0	12341	0	0	116	
28255	33305	30044	3219	0	0	360	0	0	30044	0	0	402	
28406	325290	302725	16206	0	3931	0	0	-27	302698	1	0	2454	
28675	15157	13973	823	0	0	0	0	0	13973	0	0	361	
28732	10626	10054	414	0	0	0	0	0	10054	0	0	158	
29476	8050	7120	946	0	0	0	0	0	7120	0	0	-16	
29636	89255	82996	5044	0	0	4104	0	0	82996	0	0	5319	
29878	594971	576722	18134	0	0	0	0	0	576722	0	0	115	
30052	4076	3872	204	0	0	0	0	0	3872	0	0	0	
30502	97059	91545	5525	0	0	1500	0	0	91545	0	0	1489	
30650	15436	15404	911	0	0	1146	0	0	15404	0	0	267	
30810	10735412	10437410	1652809	0	0	1370000	0	0	10437410	0	0	15193	
31134	21807	20398	1146	0	0	0	0	0	20398	0	0	263	
31255	58893	55565	6108	0	0	3520	0	0	55565	0	0	740	
31657	18364	17364	1767	0	0	767	0	0	17364	0	0	0	
31826	46474	45177	1788	0	0	1272	0	0	45177	0	0	781	
31835	13813	12768	718	0	0	0	0	0	12768	0	0	327	
32234	14997	7422	755	2659	3200	0	0	0	7422	0	0	961	
32766	6156	5897	259	0	0	0	0	0	5897	0	0	0	
32971	30003	28050	1149	0	0	0	0	0	28050	0	0	804	
33147	46357	44752	5717	0	0	4164	0	0	44752	0	0	52	
33259	72276	69279	6094	0	0	4000	0	306	69585	0	0	597	
33268	16902	15703	1294	0	0	760	0	0	15703	0	0	665	
33370	3988	3932	-22	0	0	0	0	78	4010	0	0	0	
33839	4064	3837	293	0	0	96	0	0	3837	0	0	30	
33857	85321	79633	6285	0	0	1597	0	0	79633	0	0	1000	
34425	88598	43745	1848	42247	250	0	0	0	43745	0	0	508	
34434	31690	30311	1360	0	0	426	0	0	30311	0	0	445	
34452	14543	13725	1305	0	0	975	0	0	13725	0	0	488	
34537	603130	492348	30193	70455	0	0	0	0	492348	3787	0	6347	
34555	25642	22357	2188	0	0	0	0	0	22357	0	0	1097	
34742	31014	29507	1662	0	0	200	0	0	29507	0	0	45	
35057	15515	14721	1557	0	0	816	0	0	14721	0	0	53	
35301	22863004	21917042	1757787	7189	6408	1764000	0	0	21917042	0	0	938578	
35570	2850787	2792474	131793	0	7355	85600	0	0	2792474	0	0	4765	
35646	12653	12424	438	0	0	272	0	0	12424	0	0	63	
35879	22064	21434	358	0	-100	0	0	0	21434	0	0	372	
36456	15043	14468	989	0	0	747	0	0	14468	0	0	333	
36933	10380	9646	1020	0	0	550	0	0	9646	0	0	264	
37051	7932	8155	447	0	0	513	0	-123	8032	0	0	-34	
37341	5122	4877	505	0	0	231	0	0	4877	0	0	-29	
37435	133696	124002	18646	0	0	12250	0	0	124002	0	0	3298	
37640	340752	322138	29377	0	0	20000	0	0	322138	0	0	9237	
37659	5370	5263	457	0	0	350	0	0	5263	0	0	0	
37949	25003	24168	3799	0	0	3900	0	0	24168	0	0	936	
38740	20486	19361	1369	0	0	368	0	0	19361	0	0	124	
39327	80509	77924	4197	0	0	1565	0	0	77924	0	0	-47	
39756	51470	50164	4404	0	0	3250	0	0	50164	0	0	152	
