"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							8546	1907	57783	0	0	4297	0	13957	287939	239768	267	240035	0	3070	0	0	47903	800	287938	0	0	46039	0	0	800	0	58159	181609			0	172939	169869	264	0	0	0	0	47903		31580	
1856																																							18685	520	32348	0	98	437	0	2607	89407	48344	132	78476	0	235	30000	0	10931	500	89407	0	0	-411	0	0	13732	0	3276	45068			-3000	34779	34544	110	168	0	0	0	10931		0	
2161																																							14010	6271	25353	0	0	5596	0	4895	184486	160047	2604	162651	0	1440	0	0	21835	1000	184486	0	0	14743	0	0	6109	0	39111	120936			-254	129661	128221	237	140	0	0	0	21835		0	
2732																																							135699	6488	47375	0	1112	3234	0	4014	617722	516079	1434	517513	0	5028	0	0	100209	0	617722	0	0	94014	0	0	5789	0	111925	404154			0	424828	419800	406	0	0	0	0	100209		0	
2750																																							1749	1006	5695	0	0	248	0	3049	63995	55248	467	56540	0	553	825	0	7455	115	63995	0	0	387	0	0	6900	0	5854	49394			0	42393	41840	53	541	0	0	0	7455	9867	0	
3252																																							1000	6817	79609	0	0	470	283	4964	202320	167812	407	174419	0	3987	6200	0	27901	200	202320	0	0	27010	0	0	300	0	31343	136469			0	109164	105177	391	4000	0	0	0	27901		0	
3458																																							1591	859	3802	0	0	414	0	1656	55052	46932	225	49851	0	552	2194	0	5201	100	55052	0	0	3961	0	0	1101	0	5183	41749			0	42097	41545	39	514	0	0	500	5201	0	4671	
3720																																							15995	9024	80202	0	0	3614	827	11222	278854	236789	2511	240659	0	1715	0	0	38195	2400	278854	0	0	20055	0	0	18600	0	53751	183038			-3200	157885	156170	340	0	0	0	1359	38195		1800	
3971																																							52959	4578	47058	1148	9106	7247	389	27036	762344	534724	8471	656088	0	3094	112893	0	106256	2	762344	0	0	4523	0	0	100923	1885	97310	437414			0	610994	607900	808	2037	0	0	0	106256	1001	0	
4156																																							7607	5422	43161	0	1783	6151	0	7793	236634	207136	607	212362	0	1955	3250	0	24272	1200	236634	0	0	16254	0	0	6657	0	44324	162812			0	164448	162493	161	2120	0	0	1369	24272	104	0	
4231																																							36269	1293	40496	0	0	983	878	651	123204	104456	566	105022	0	768	0	0	18182	500	123204	0	0	5380	0	0	12100	0	26009	78447			0	43402	42634	202	0	0	0	0	18182		0	
5069																																							94814	1550	21629	0	0	37545	0	6406	421674	227918	5227	233145	0	7158	0	0	188529	4500	421674	0	0	177076	0	0	4129	0	29710	198208			0	265887	258729	2824	0	0	0	0	188529	1001	0	
5135																																							60971	8916	61153	0	1042	6272	419	16442	509232	397081	2539	431031	0	4911	31411	0	78201	651	509232	0	0	53213	0	0	24391	0	76303	320778			0	358928	354017	-54	0	0	0	0	78201		0	
5210																																							97478	16878	190837	2006	14678	27896	364	74506	1706094	1420245	13507	1529405	0	13835	62218	0	176689	4798	1706094	0	0	134391	0	0	43353	2406	69631	1350614			0	1272601	1258766	-5853	0	0	0	33435	176689	1045	19234	
5461																																							4303	14222	132979	0	93	11693	0	16458	625024	549317	5970	555287	0	5989	0	0	69737	2059	625024	0	0	61316	0	0	4241	0	220187	329130			0	451265	445276	2121	0	0	0	0	69737	0	0	
5751																																							841	6464	38013	0	1178	2344	109	6863	218701	180445	1539	181984	0	2324	0	0	36717	600	218701	0	0	26779	0	0	8752	0	35631	144814			0	151255	148931	586	13958	0	0	0	36717		0	
6039																																							36671	4702	20970	710	0	6552	452	2605	288245	254628	2000	256628	0	3162	0	0	31617	469	288245	0	0	444	0	0	30568	0	78583	176045			0	208745	205583	136	10000	0	0	0	31617		0	
6329																																							32712	45737	29046	0	0	27830	952	23876	876534	771902	4037	792939	0	13369	7000	0	83595	2600	876534	0	0	43344	0	0	37400	1853	247995	523907			0	722630	709261	251	5267	0	10000	0	83595		0	
7009																																							364975	738	267434	0	0	2669	0	8505	975879	886707	7230	893937	0	0	0	0	81942	500	975879	0	0	80399	0	0	552	0	119757	766950			0	309373	309373	491	0	0	0	0	81942	22185	0	
7045																																							3313	5032	105198	0	0	1907	125	2389	203791	179142	975	180117	0	1211	0	0	23674	100	203791	0	0	20054	0	0	2325	0	27343	151799			0	87038	85827	1195	0	0	0	0	23674		0	
7072																																							482	5684	20631	0	5469	9150	0	14065	327786	264758	4173	289378	0	2326	20447	0	38408	0	327786	0	0	34342	0	0	4060	7509	42084	222674			0	263583	261257	6	2786	0	0	0	38408	0	753	
7456																																							2223	2403	11536	0	0	906	0	3751	96226	84857	183	86950	0	873	1700	0	9276	400	96226	0	0	2173	0	0	6600	0	18344	66513			0	76280	75407	103	0	0	210	0	9276		0	
7634																																							4135	884	11469	0	0	489	263	967	72288	61222	221	61443	0	1204	0	0	10845	200	72288	0	0	2488	0	0	8060	0	12301	48921			0	55284	54080	97	0	0	0	0	10845		1	
8033																																							10081	4338	6445	0	0	6060	802	5388	324436	261037	4029	281202	0	1410	16136	0	43235	774	324437	0	0	35208	0	0	7226	0	93259	167778			0	260507	259097	27	32225	0	0	0	43235	0	0	
8462																																							8989	12099	99651	0	0	346	0	1016	182419	156530	173	156703	0	1216	0	0	25716	350	182419	0	0	24316	0	0	350	0	74700	81830			0	56954	55738	700	4580	0	0	0	25716		0	
8631																																							6341	2403	12296	0	0	3291	309	3208	64141	56356	750	57106	0	417	0	0	7035	500	64141	0	0	5751	0	0	800	0	18057	38299			0	35153	34736	-16	1557	0	0	0	7035	0	0	
9357																																							38	5697	51064	800	33863	1067	0	4020	534016	430895	8154	443449	0	4169	0	0	90567	500	534016	0	0	35202	0	0	54661	0	138853	292042			0	441515	437346	204	121	0	4400	0	90567		0	
9553																																							3693	2612	26574	0	0	901	0	9109	185262	111004	1302	167345	0	1211	54949	0	17917	400	185262	0	0	15873	0	0	1700	0	18928	92076			0	108882	107671	-56	0	0	90	0	17917		34702	
9807																																							21325	45436	482778	68	0	21445	17705	141832	2322201	1908622	14196	1954905	0	31358	7212	0	367296	20000	2322201	0	0	231990	0	0	112272	0	110122	1798500			0	1621708	1590350	3034	0	0	0	24875	367296	1262	0	
9955																																							34835	2728	37204	0	0	1147	0	2190	165875	124810	327	143639	0	1732	18502	0	22236	110	165875	0	0	18907	0	0	3023	0	30280	94530			0	88256	86524	196	0	0	0	0	22236	1247	0	
10250																																							10535	9669	129354	0	0	9277	81	3743	456761	411411	1075	412486	0	3184	0	0	44275	1500	456761	0	0	9841	0	0	31000	0	106469	304942			0	297286	294102	1934	0	0	0	0	44275		0	
10849																																							11699	1575	87518	0	694	6552	1188	3374	253551	222034	568	226602	0	1612	4000	0	26949	16	253551	0	0	11436	0	0	15375	0	31578	190456			0	142563	140951	122	0	0	0	0	26949	0	0	
11145																																							16490	19365	19354	135	450	5669	1290	9651	287983	230516	2591	261740	0	2362	28633	0	26243	1000	287983	0	0	12389	0	0	13000	0	57527	172989			0	217941	215579	-146	0	0	0	0	26243		0	
11640																																							9200	9620	100791	0	0	4150	175	22032	345442	297551	2184	299735	0	3006	0	0	45707	650	345442	0	0	2427	0	0	41845	0	84629	212922			0	202480	199474	785	0	0	0	0	45707		0	
11837																																							7475	1008	52458	0	0	1295	620	1225	112294	97198	77	97275	0	816	0	0	15019	314	112294	0	0	2813	0	0	11686	0	8594	88604			0	49029	48213	206	0	0	0	0	15019		0	
12030																																							18455	31647	30306	0	0	397	2288	18135	411952	345183	3235	348418	0	7995	0	0	63534	300	411952	0	0	62930	0	0	300	0	119507	225676			0	301337	293342	4	15269	0	0	0	63534		2113	
12142																																							9427	5059	72075	0	0	4836	872	8475	230782	202847	3707	206554	0	1635	0	0	24228	1250	230782	0	0	9235	0	0	15650	0	71281	131566			0	128786	127151	-1907	2725	0	0	0	24228	0	162	
12311	293224	949722	14144969	0	2414707	967653	10748	4230029	108739378	1417957	95906628	383572	782852	7196505	405219	12449178	39999	108739378	441364	177099	2753061	777779	780000	9111189	877417		0	75340978	74558126	-235071	0	90675	12832750	4040	9069600						0							85669173										0	0						23563913	62105260							0		950000			0		
12647																																							22269	3101	0	0	798	4108	0	1154	177396	158714	209	158923	0	1077	0	0	18473	250	177396	0	0	1167	0	0	17056	0	48570	110144			0	107214	106137	0	21310	0	0	0	18473		18519	
12656																																							2975	682	0	0	0	149	25	213	17285	15351	21	15372	0	196	0	0	1913	72	17285	0	0	1453	0	0	388	0	4386	10965			0	11079	10883	0	1134	0	0	0	1913		1224	
12946																																							68188	25760	226946	32	19565	27437	563	38736	1724820	1419507	15079	1555364	0	18666	120778	0	169456	1	1724820	0	0	99486	12688	0	68102	11591	197113	1222394			0	1308284	1289618	1867	0	0	0	0	169456	3696	0	
13103																																							9524	19888	196836	1424	22703	20891	0	34543	2297366	1887565	46071	1979050	15338	16517	45414	0	302978	500	2297366	0	0	278578	0	0	34019	3010	278564	1609001			0	1826655	1810138	-10119	0	0	0	0	318316	178409	0	
13251																																							13972	2029	1888	0	0	154	0	1389	50617	44738	198	44936	0	483	0	0	5682	25	50618	0	0	3170	0	0	2475	0	8855	35883			0	31552	31069	12	116	0	0	0	5682		0	
13457																																							5478	306	5195	0	0	6	0	1182	23327	16852	228	17080	0	93	0	0	6247	50	23327	0	0	331	0	0	5852	0	4399	12453			0	11253	11160	14	0	0	0	0	6247		0	
14155																																							1618	5436	12854	0	0	6901	85	8592	234223	195023	1458	209693	0	3090	5000	0	24530	176	234223	0	0	23937	0	0	160	148	29691	165332			0	201679	198589	257	0	0	8212	0	24530		0	
14650																																							1939	1270	0	0	90	315	0	2053	40143	34626	308	34934	0	697	0	0	5209	200	40143	0	0	4709	0	0	300	0	9477	25149			0	30117	29420	0	1308	0	0	0	5209		3748	
14753																																							6615	1993	6413	0	0	101	0	832	47661	42147	163	42310	0	530	0	0	5351	300	47661	0	0	2765	0	977	1277	0	15197	26950			0	23260	22730	32	4548	0	0	0	5351		4429	
14865																																							4536	9722	19173	0	1592	10091	953	14358	491350	440552	3185	443737	0	4298	0	0	47613	730	491350	0	0	33124	0	0	13556	0	125774	314778			0	433401	429103	203	0	0	0	0	47613		1822	
14977																																							3225	1306	0	0	0	1631	0	1155	50566	40552	103	40655	0	374	0	0	9911	0	50566	0	0	9911	0	0	0	0	8814	31738			0	40061	39687	0	3562	0	0	0	9911		0	
16551																																							6271	6622	28517	683	4244	7836	363	8024	327028	280410	423	283833	0	3027	3000	0	43195	175	327028	0	0	22421	0	0	19825	0	63506	216904			0	248225	245198	774	0	0	0	0	43195	0	19270	
16748																																							11088	1088	11086	0	244	2467	924	2752	80929	70326	788	71114	0	653	0	0	9815	400	80929	0	0	6739	0	0	2600	0	22302	48024			0	43953	43300	76	0	0	0	0	9815		7980	
17110																																							21887	3718	69209	0	0	1983	0	3400	171168	137824	8022	145846	0	279	0	0	25322	300	171168	0	0	18036	0	0	6986	0	0	137825			0	71150	70871	0	0	0	0	0	25322		100	
17147																																							110821	177201	1787975	0	579961	129941	7527	441426	12430349	9964664	84661	10643343	0	80284	351072	0	1787006	10871	12430349	0	0	448991	1395	125	1296523	9037	1861104	8103560			0	8459310	8379026	30496	0	0	55000	187946	1787006	0	806039	
17259																																							4949	930	8410	0	0	1561	192	2657	57897	50350	1760	52110	0	153	0	0	5787	769	57897	0	0	4144	0	0	769	0	10843	39507			0	36089	35936	105	2522	0	0	0	5787		740	
17950																																							16625	8013	261916	0	6060	9117	237	7086	610035	544614	2762	547376	0	4707	0	0	62659	725	610035	0	0	26455	0	0	32837	1222	97919	446695			0	304466	299759	2642	0	0	0	0	62659		0	
17978																																							26452	2992	0	0	0	5985	1285	5233	292783	171053	123	172206	0	1444	1030	0	120577	0	292783	0	0	120577	0	0	0	0	3277	167776			0	130943	129499	0	0	0	0	0	120577		121337	
18050																																							21367	9859	178302	0	0	10148	52	11206	622055	546116	7979	554095	0	5358	0	0	67959	1214	622054	0	0	56226	0	0	7671	1175	207420	338696			0	377804	372446	2848	0	0	0	0	67959		17500	
18135																																							27	4139	47994	0	0	12132	0	6384	278963	218654	267	254850	0	1104	0	0	24113	456	278963	0	0	17594	0	0	6056	0	96284	122370			0	81791	80687	7	127600	0	0	35929	24113		0	
18827																																							12721	21555	99991	1930	11096	30778	207	48034	1401005	1155868	9863	1258131	0	8304	92400	0	142874	528	1401005	0	0	44832	0	0	97791	0	275231	880638			0	1172255	1163951	-277	0	0	0	0	142874	10742	0	
18836																																							6099	2568	6905	0	0	4716	2374	6285	158370	134391	2348	140634	0	1123	3895	0	17736	180	158370	0	0	15836	0	0	1676	0	31985	102406			0	130546	129423	44	0	0	0	0	17736		0	
18854																																							137379	9895	0	0	778	9620	0	7215	865377	757777	8520	766297	0	7846	0	0	99079	40	865376	0	0	84817	0	0	14198	1031	221371	536406			0	707305	699459	24	0	0	0	0	99079	0	0	
19356																																							269	2707	12969	0	804	1319	0	3637	90180	78626	339	80919	0	874	0	0	9261	2025	90180	0	0	3451	0	0	3950	0	20511	58115			0	69349	68475	-165	0	0	1954	0	9261		0	
19936																																							84747	2340	56277	0	0	4525	32	9079	342264	301326	1278	310265	0	3523	7661	0	31999	420	342264	0	0	17792	0	0	13580	0	57909	243417			0	179786	176263	207	0	0	0	0	31999		9001	
19972																																							21015	5314	0	0	0	481	0	3816	102271	80354	1141	81495	0	400	0	0	20776	0	102271	0	0	20776	0	0	0	0	151	80203			0	45804	45404	0	0	0	0	0	20776		26241	
20053																																							5619	3818	11047	0	0	336	0	2611	118336	102728	1136	103864	0	1338	0	0	14472	150	118336	0	0	8241	0	0	6053	0	23472	79256			0	93605	92267	28	2638	0	0	0	14472		0	
20633																																							17098	9983	41370	0	0	5710	9260	10694	301427	255631	2761	267548	0	3270	9156	0	33879	1106	301427	0	0	30250	0	0	2816	0	26499	229132			0	209549	206279	-293	252	0	0	0	33879	781	0	
20857																																							806	3401	58273	0	142	1125	0	2775	139105	108647	108	122582	0	923	13827	0	16523	200	139105	0	0	734	0	0	13800	0	17817	90830			0	73506	72583	1789	0	0	0	0	16523		0	
21256																																							1993	178	2374	0	0	95	39	416	9883	8476	2	8651	0	67	0	0	1232	105	9883	0	0	622	0	0	495	0	2264	6212			0	4855	4788	10	0	0	173	0	1232		0	
21359																																							11179	1928	7046	0	155	293	0	1080	57328	50931	149	51104	0	412	24	0	6224	550	57328	0	0	2234	0	0	3350	0	10869	40062			0	35821	35409	90	0	0	0	0	6224		238	
21658																																							14689	5670	24600	0	0	1861	316	5370	186578	155757	1763	168092	0	1958	10572	0	18486	100	186578	0	0	13734	0	0	4157	0	22949	132808			0	132140	130182	495	3890	0	0	0	18486		0	
22048																																							1624	4735	32468	0	0	3804	10	8460	207960	175703	1604	184966	0	1781	7659	0	22994	1000	207960	0	0	15417	0	0	6525	0	37281	138422			0	158640	156859	52	0	0	0	0	22994	0	0	
22543																																							5318	3638	7049	0	2051	4424	208	2391	219926	194651	1161	195812	0	1293	0	0	24114	602	219926	0	0	11703	0	0	11698	2266	62644	132007			0	177479	176186	111	15362	0	0	0	24114	1033	0	
22552																																							6310	2326	1088	0	0	2593	0	2203	102206	82404	583	93127	0	1170	4000	0	9079	100	102206	0	0	2573	0	0	6400	0	18054	64350			0	88562	87392	6	0	0	6140	0	9079		294	
22730																																							5094	3812	93626	0	0	3250	0	4581	201736	174349	1486	183264	0	1171	370	0	18472	250	201736	0	0	16958	0	0	300	0	74256	100092			0	92418	91247	964	126	0	0	7059	18472	0	0	
23456																																							1096	3039	58336	0	0	2936	0	2412	217946	185682	375	191245	0	1881	377	0	26701	126	217946	0	0	24460	0	0	1012	2202	23623	162059			0	149525	147644	1103	0	0	4811	0	26701		281	
23504																																							39501	77693	638291	0	109627	77512	0	184893	4921297	3818310	47482	4347768	119	32786	480977	0	573410	600	4921297	0	0	271057	0	0	310094	12643	1522621	2295689			0	3680285	3647499	-8341	0	0	0	999	573529	0	133638	
23643																																							3381	1067	67151	0	0	1525	755	7108	205954	184433	298	184731	0	1057	0	0	21223	200	205954	0	0	18623	0	0	2300	460	36769	147664			0	123089	122032	100	2475	0	0	0	21223		0	
23755																																							11046	1454	53035	0	1010	5880	32	3966	216070	194225	1444	195669	0	1544	0	0	20401	110	216070	0	0	15403	0	0	4615	0	51516	142709			0	140085	138541	273	891	0	0	0	20401	215	0	
24006																																							50865	9008	54454	0	6380	23438	279	41693	1646356	1310581	6477	1428845	20	6216	109901	0	217491	0	1646356	1886	1886	128892	0	0	104699	0	141008	1169573			-11626	1182934	1176718	-4474	1232	0	0	0	217511	0	280403	
24378																																							3937	888	7415	0	0	1654	0	811	62252	54642	149	54791	0	197	0	0	7461	0	62252	0	0	7447	0	0	0	0	7187	47455			0	46297	46100	14	749	0	0	0	7461		698	
24453																																							34335	5981	14851	0	2181	14057	306	3597	315123	274456	1155	275611	0	2832	0	0	39512	929	315123	0	0	8424	0	0	29939	4219	33917	240539			0	235108	232276	220	724	0	0	0	39512	0	2596	
24659																																							9644	1497	0	0	0	536	5	436	60272	53426	194	53620	0	438	0	0	6652	50	60272	0	0	2152	0	0	4450	0	14326	39100			0	41515	41077	0	1820	0	0	0	6652		5257	
24668																																							26144	22261	378467	0	795	19304	200	15540	1792260	1532109	3807	1538956	0	13431	0	0	253304	625	1792260	0	0	91017	0	0	156588	0	235219	1296890			0	1342980	1329549	5074	0	0	0	3040	253304		0	
24949																																							33397	7017	52588	0	965	4702	125	15595	386472	338300	3553	341853	0	6094	0	0	44619	1800	386472	0	0	9158	0	0	33223	1649	84837	253463			0	275912	269818	438	616	0	0	0	44619		0	
25357																																							10465	5682	29843	0	3213	5295	207	8821	467458	422257	528	422785	0	3627	0	0	44673	1608	467458	0	0	5979	486	0	36907	0	55400	366857			0	375936	372309	179	17581	0	0	0	44673		13556	
25647																																							22313	1057	18212	0	0	6219	28	4054	189417	165069	1655	169724	0	1673	3000	0	19693	12	189417	0	0	-5701	0	0	25079	0	14950	150119			0	139207	137534	303	0	0	0	0	19693		0	
26176																																							14688	878	11007	0	9	2783	0	10658	438033	300945	2494	387439	0	3182	84000	0	50594	1	438033	0	0	21789	163	0	29787	0	29538	271407			-960	401029	397847	-23	0	0	0	0	50594		0	
26457																																							300	693	7006	0	0	139	0	286	30467	26936	45	26981	0	217	0	0	3486	100	30467	0	0	3134	0	0	250	0	5521	21415			0	22223	22006	2	37	0	0	0	3486	0	0	
26765																																							215269	41220	122014	0	12627	42436	2922	92786	2173744	1703221	9409	1892630	0	15872	180000	0	281114	2360	2173744	0	0	5303	0	0	273632	1633	683853	1019368			0	1656908	1641036	-181	0	0	0	0	281114	578	1223	
27070																																							35881	7704	147635	262	30073	10357	0	16714	808158	654975	5263	669238	0	1000	9000	0	138920	0	808158	0	0	138096	0	0	0	0	48961	606014			0	545239	544239	824	15293	0	0	0	138920	0	0	
27548																																							24158	12303	235083	0	15560	21025	54	24394	961480	833190	7268	850493	0	7941	10035	0	110987	250	961480	0	0	50469	0	0	55854	6540	24321	808869			0	627301	619360	4414	638	0	0	0	110987	2365	0	
27614																																							6504	6285	170021	0	2975	8322	0	12826	427157	365989	3586	384575	0	1308	15000	0	42582	1515	427157	0	0	33919	0	0	6139	0	87878	278111			0	221532	220224	1009	0	0	0	0	42582		0	
27847																																							13177	7683	135797	0	0	10518	620	18158	642288	556656	2064	574894	0	4837	16174	0	67394	430	642288	0	0	56045	0	0	7982	0	97446	459210			0	460965	456128	2937	0	0	0	0	67394		207	
28013																																							132129	15409	1138352	0	39286	65163	0	240486	5059460	3461466	32495	4417010	109	28707	847970	0	642341	0	5059460	11245	79	254610	0	0	402772	0	412296	3049170			-19740	3437085	3408378	4699	0	0	0	75000	642450	250	8762	
28152																																							11288	2733	22857	0	0	1549	307	5269	152300	136596	1230	137981	0	1383	155	0	14319	105	152300	0	0	3809	0	0	10000	434	36348	100248			0	109246	107863	405	0	0	0	0	14319	0	0	
28675																																							1695	2259	82879	0	323	1855	0	2003	166429	122917	902	147819	0	684	24000	0	18610	0	166429	0	0	17751	0	0	0	0	4860	118057			0	76067	75383	859	0	0	0	0	18610	32	0	
28732																																							5539	3787	11071	0	0	3314	0	2052	100293	86070	1373	87443	0	988	0	0	12850	250	100293	0	0	12244	0	0	307	0	31102	54968			0	74101	73113	49	1052	0	0	0	12850		365	
29476																																							2848	694	2147	0	199	1558	145	3957	105558	90917	512	94384	0	1077	2955	0	11174	0	105558	0	0	5133	0	0	6068	0	6620	84297			-42	82587	81510	15	8775	0	0	0	11174		3725	
29636																																							58557	15937	464383	17	13856	24672	3552	39375	1195261	900732	13222	1084370	0	3755	6	0	110891	1	1195261	0	0	10558	0	0	101121	0	190406	710326			0	577067	573312	-789	1600	0	0	170410	110891	0	0	
29878																																							97376	11313	31942	0	0	19815	3426	20324	1962953	1279909	26204	1318113	0	13055	12000	0	644840	0	1962953	0	0	647008	0	0	0	0	33369	1246540			0	1791812	1778757	-2168	0	0	0	0	644840		0	
30052																																							3239	848	0	0	0	2518	0	271	31114	26238	151	26519	0	316	130	0	4595	1000	31114	0	0	3064	0	0	531	555	11734	14504			0	21832	21516	0	2167	0	0	0	4595		0	
