"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													308	0	63	184	0	22	0	0	41	20	0	0	0	accued expense examination fees			
242													16	0	0	0	0	0	0	0	16	0	0	0	0				
279													604	0	336	0	50	130	19	0	72	196	0	129	0	ATM Settlement	I PAY Liability Bill Pay		
354													2	0	0	0	0	0	0	0	2	0	0	0	0				
457													61	0	0	0	0	0	0	0	13	48	0	0	0				
505													4086	0	1041	916	0	744	0	0	30	2006	93	0	0	Deferred service fee FCC			
1155													2324	0	1964	0	0	0	0	0	62	298	0	1522	0				
1351													436	0	31	0	0	31	0	0	172	233	0	0	0	atm cardholder in process			
1454													1232	0	968	0	0	0	0	0	55	209	0	873	0				
1557													22	0	3	0	0	0	0	0	19	0	0	0	0				
1669													452	0	115	0	0	0	0	0	62	275	0	115	0				
1829													1191	0	100	166	0	71	0	0	672	253	0	0	0	Accrued FICO & TLGP			
1856													130	0	0	0	0	0	0	0	59	71	0	0	0				
2040													396	0	179	0	0	0	0	0	82	135	0	82	0				
2161													2091	0	1195	0	0	0	0	0	25	871	0	1195	0				
2376													49059	0	23921	0	440	0	0	0	494	24644	0	14930	6235				
2554													22	0	5	0	0	0	0	0	17	0	0	0	0				
2732													1369	265	699	0	62	315	0	0	87	583	0	56	0	accrued vacation			
2750													246	93	93	0	0	0	0	0	17	126	10	0	0				
3177													9388	0	8166	0	603	0	0	0	1	1221	0	7247	0				
3252													194	0	3	0	0	0	0	0	101	90	0	0	0				
3458													184	0	12	95	0	0	0	0	15	62	0	0	0				
3720													2079	0	0	0	0	0	0	0	28	2051	0	0	0				
3971													16160	0	8845	0	4982	0	0	0	261	6835	219	2380	0				
4156													585	0	314	51	86	0	0	0	112	108	0	0	0				
4231													319	0	0	0	0	0	0	0	198	121	0	0	0				
4437													1374	83	746	0	0	428	0	0	32	475	121	0	0	ACCUMULATED PBO			
4839													1209	250	250	0	0	0	0	0	160	799	0	0	0				
5069													3847	0	1005	0	771	0	0	0	414	2072	356	0	0				
5135													2248	0	691	0	0	0	0	0	155	1402	0	691	0				
5210													9372	0	5323	0	0	1541	0	0	584	3379	86	2054	0	Deferred director fees			
5461													3334	0	2665	0	0	0	0	0	4	360	305	2098	0				
5751													1537	0	1299	48	0	537	0	0	30	160	0	685	0	Post Retirement Benefits Payable			
6039													269	0	36	0	0	0	0	0	59	174	0	0	0				
6141													44	0	0	0	0	0	0	0	19	25	0	0	0				
6329													4043	0	3467	0	235	0	0	0	184	392	0	1576	0				
7009													8230	0	1	62	0	0	0	0	5	8162	0	0	0				
7045													780	0	0	302	0	0	0	0	44	434	0	0	0				
7072													3533	0	2702	0	0	202	0	0	2	829	0	2284	0	Covenant Agreement Payable			
7157													255	0	63	18	0	63	0	0	24	150	0	0	0	ESCROW ACCOUNTS PAYABLE			
7456													69	0	0	0	0	0	0	0	22	47	0	0	0				
7634													253	0	179	4	0	179	0	0	27	43	0	0	0	EFT Settlement			
8033													2534	0	1779	0	59	8	0	0	277	478	0	1712	0	OTHER LIABILITIES			
8462													94	0	0	0	0	0	0	0	59	28	7	0	0				
8631													563	0	456	0	0	0	0	0	14	93	0	419	0				
9357													1923	0	1683	0	0	504	0	0	1	239	0	1006	0	Asset Purchase Payment			
9553													975	0	200	14	0	200	0	0	39	722	0	0	0	Nebraska Fund XV Investment			
9807													7871	0	3900	0	0	245	0	0	576	2040	1355	0	3498	REVERSE MORTGAGE INSURANCE			
9955													138	0	0	0	0	0	0	0	19	119	0	0	0				
10250													809	0	433	0	0	0	0	0	107	269	0	132	0				
10849													354	0	121	0	17	0	0	0	46	187	0	0	0				
11145													1649	0	0	0	0	0	0	0	27	1622	0	0	0				
11275													13490	0	7844	0	0	0	0	0	366	4872	408	0	3816				
11640													1618	0	904	0	0	0	0	0	439	275	0	904	0				
11837													127	0	2	0	0	0	0	0	12	113	0	0	0				
12030													2503	0	2279	0	1071	0	0	0	125	99	0	1208	0				
12142													2856	0	2677	0	0	0	0	0	72	107	0	2068	0				
12179													311	0	247	0	0	0	0	0	1	63	0	234	0				
12311	995215	0	616927	0	214938	0	0	0	319330	54742	0	0									4216								
12647													187	30	30	0	0	0	0	0	29	128	0	0	0				
12656													12	0	0	0	0	0	0	0	10	2	0	0	0				
12937													3055	0	71	2629	19	0	0	0	72	283	0	0	0				
12946													8372	0	6707	0	0	0	0	0	659	1006	0	6445	0				
12955													164	0	44	0	0	0	0	0	31	89	0	0	0				
13103													26607	0	22129	613	0	16452	0	0	220	3636	9	0	0	DEFINED BENEFIT RETIREMENT PLAN			
13251													153	0	147	0	0	66	45	28	6	0	0	0	0	Deferred Gain on sale of ORE	Accrued Employee  B&P	Contra Asset Account Loan Dics Exp	
13457													107	0	59	45	0	0	0	0	3	0	0	0	0				
14052													81	0	18	0	0	0	0	0	9	54	0	18	0				
14155													585	0	243	3	0	0	0	0	61	278	0	232	0				
14650													563	0	197	0	0	0	0	0	2	364	0	197	0				
14753													373	0	0	326	0	0	0	0	43	4	0	0	0				
14865													1577	0	1290	0	0	0	0	0	75	187	25	973	0				
14977													148	0	42	0	0	0	0	0	22	84	0	38	0				
16551													452	0	0	128	0	0	0	0	120	204	0	0	0				
16748													529	0	315	0	0	0	0	0	22	177	15	293	0				
16944													511	0	455	0	0	455	0	0	7	49	0	0	0	pension liability			
16953													36	0	0	0	0	0	0	0	29	7	0	0	0				
17110													5510	0	325	0	142	165	0	0	29	5117	39	0	0	Deferred Tenant Improvement Liability			
17147													51592	0	9872	0	0	0	0	0	1336	40384	0	0	6157				
17259													1697	0	1174	0	0	0	0	0	24	499	0	1174	0				
17464													45825	0	11803	0	0	0	0	0	155	33427	440	0	6926				
17950													2438	0	1543	479	521	0	0	0	90	190	136	990	0				
17978													816	0	513	0	51	295	167	0	2	301	0	0	0	Deferred Gains on the Sale of Other Real Estate	Accrued Other Taxes Payable	Other Liabilities	
18050													1467	0	623	0	0	0	361	0	117	727	0	225	0		Debit Card Switch Clearing		
18135													688	0	2	0	0	0	0	0	120	566	0	0	0				
18377													214	0	5	4	0	0	0	0	26	179	0	0	0				
18827													11424	0	7355	0	0	5028	0	0	127	3942	0	0	2323	Pension Liability			
18836													1732	0	994	0	0	0	0	0	54	684	0	757	0				
18854													3606	0	3185	0	0	0	0	0	179	242	0	1304	0				
19356													414	0	344	0	0	0	0	0	27	43	0	344	0				
19730													19899	0	7421	0	0	6985	0	0	293	12185	0	0	0	Deferred Gain on sale leaseback			
19936													977	0	651	0	0	0	0	0	53	273	0	560	0				
19972													925	0	891	0	0	865	0	0	1	33	0	0	0	accrued life insuranc exp			
20053													260	0	0	0	0	0	0	0	64	196	0	0	0				
20512													1903	0	1631	0	0	886	714	0	11	258	3	0	0	Unfunded Pension Liability	Other Post Retirement Obligations		
20633													2054	0	147	0	0	0	0	0	136	1771	0	0	0				
20857													167	0	11	0	0	0	0	0	36	120	0	11	0				
21256													8	0	0	0	0	0	0	0	6	2	0	0	0				
21359													64	0	0	0	0	0	0	0	8	56	0	0	0				
21630													579	0	487	0	0	419	0	0	14	78	0	59	0	Due to affiliates - Holding Company			
21658													1336	0	1031	0	0	0	0	0	80	225	0	1031	0				
22048													1202	0	962	0	2	0	0	0	55	185	0	778	160				
22543													37	0	3	0	0	0	0	0	13	21	0	0	0				
22552													422	0	297	0	0	297	0	0	59	66	0	0	0	AG BMP			
22730													437	0	164	51	76	0	0	0	14	193	15	0	0				
22936													478	0	287	0	0	109	0	0	34	157	0	71	0	ATM Suspense			
23045													69	0	55	0	0	0	0	0	8	6	0	0	0	Accrued CPA			
23456													201	0	0	0	0	0	0	0	102	99	0	0	0				
23504													13618	0	6254	0	0	1679	0	0	88	7100	176	2692	0	DEFERRED LEASE OBLIGATION			
23643													440	0	321	0	0	0	0	0	78	41	0	255	0				
23755													1071	0	0	0	0	0	0	0	39	1032	0	0	0				
24006													4044	0	698	0	0	386	114	0	5	3341	0	0	0	Suspense Payable	Commitment & Origination Fee Suspense		
24378													146	0	2	0	0	0	0	0	1	143	0	0	0				
24453													432	0	13	0	0	0	0	0	23	396	0	0	0				
24659													116	0	68	0	0	68	0	0	11	37	0	0	0	AGBMP			
24668													2429	0	0	0	0	0	0	0	412	2017	0	0	0				
24855													16	0	0	0	0	0	0	0	1	15	0	0	0				
24949													3907	0	3281	0	0	0	0	0	130	496	0	3280	0				
25357													180	0	155	0	155	0	0	0	20	5	0	0	0				
25647													803	0	124	0	94	0	0	0	248	431	0	0	0				
26176													2442	0	1522	0	0	0	0	0	16	900	4	1201	0				
26242													1530	0	0	227	0	0	0	0	43	1223	37	0	0				
26457													32	0	0	0	0	0	0	0	8	24	0	0	0				
26765													1574	0	723	0	0	378	0	0	75	416	360	0	0	Accumulated pension benefits obligations			
27070													1597	0	22	1068	0	0	0	0	257	250	0	0	0	Debit Card Settlement			
27548													3051	0	786	0	0	0	0	0	163	2102	0	760	0				
27614													2505	0	1161	973	0	327	0	0	92	279	0	650	0	Accrued Split Dollar Life Ins.			
27847													1541	0	850	0	0	0	0	0	151	540	0	850	0				
28013													18386	0	13608	0	0	9715	0	0	139	4211	428	0	0	pensions and other postretirement benefits			
28152													651	0	575	0	0	0	0	0	18	58	0	556	5				
28255													998	0	475	0	0	0	0	0	56	448	19	404	0				
28349													160	0	82	0	0	0	0	0	25	53	0	0	0				
28406													7936	0	5302	0	0	777	2492	0	51	2583	0	0	0	Due To Broker	Taxes Payable		
28675													1009	0	3	722	0	0	0	0	45	239	0	0	0				
28732													1504	0	1401	0	0	0	0	0	51	52	0	781	0				
