"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG521	RCONG522	RCONG523	RCONG524	RCONG525	RCONG526	RCONG527	RCONG528	RCONG529	RCONG530	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	
1557																																																																																																																																																		4064		0																																																																																													
1669																																																																																																																																																		63912																																																																																															
1829																																																																																																																																																		90996																																																																																															
1856																																																																																																																																																		8893																																																																																															
2040																																																																																																																																																		48689																																																																																															
2161																																																																																																																																																		42300																																																																																															
2376																																																																																																																																																		498542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498542	0	0	498542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																		2380																																																																																															
2732																																																																																																																																																		90271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89721	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90271	0	0	89721	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																		15400																																																																																															
3177																																																																																																																																																		82960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82960	0	82960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																		63287																																																																																															
3458																																																																																																																																																		7830																																																																																															
3720																																																																																																																																																		49289																																																																																															
3971																																																																																																																																																		93251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2725	90526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93251	0	2725	90526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																		46339																																																																																															
4231																																																																																																																																																		44717																																																																																															
4437																																																																																																																																																		95981																																																																																															
4839																																																																																																																																																		75271																																																																																															
5005																																																																																																																																																		93713																																																																																															
5069																																																																																																																																																		44731																																																																																															
5135																																																																																																																																																		32479																																																																																															
5210																																																																																																																																																		187930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1095	186835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187930	0	1095	186835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5331																																																																																																																																																		222717																																																																																															
5461																																																																																																																																																		86669																																																																																															
5751																																																																																																																																																		60573																																																																																															
6039																																																																																																																																																		2998																																																																																															
6141																																																																																																																																																		0																																																																																															
6329																																																																																																																																																		33143																																																																																															
7009																																																																																																																																																		446370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8131	438239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446370	0	8131	438239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																																																																																																		70454																																																																																															
7072																																																																																																																																																		2919																																																																																															
7157																																																																																																																																																		21345																																																																																															
7456																																																																																																																																																		16603																																																																																															
7634																																																																																																																																																		7918																																																																																															
8033																																																																																																																																																		9312																																																																																															
8462																																																																																																																																																		84983																																																																																															
8631																																																																																																																																																		10098																																																																																															
9357																																																																																																																																																		47075																																																																																															
9553																																																																																																																																																		36337																																																																																															
9807																																																																																																																																																		241053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87919	0	0	87919	0	70645	170408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328972	0	70645	258327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6619	0	0	6619	0	0	0	0	0	0	0	0	0	0	0	87919	
9955																																																																																																																																																		35789																																																																																															
10250																																																																																																																																																		59572																																																																																															
10849																																																																																																																																																		33450																																																																																															
10858																																																																																																																																																		119822																																																																																															
11145																																																																																																																																																		17281																																																																																															
11275																																																																																																																																																		20307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1443	0	0	1443	0	0	20307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21750	0	0	21750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1443	0	0	1443	0	0	0	0	0	0	1443	0	0	1443	0	0	
11640																																																																																																																																																		102747																																																																																															
11837																																																																																																																																																		61357																																																																																															
12030																																																																																																																																																		8798																																																																																															
12142																																																																																																																																																		64584																																																																																															
12179																																																																																																																																																		1434																																																																																															
12245																																																																																																																																																		34910																																																																																															
12311	8324525	330795	178408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118019	109057	4293	164878	0	103363	7956192	264970	0	0	0	0	0	570189	0	0	570189	0	210031	0	0	0	210031	590	0	331385	0	3775	0	0	3775	0	9557334	109647	107656	9026419	532906	0	0	0	0	0	80720	0	258683	445	0	0	0	0	0	32794	0	0	32794	0	0	0	0	0	0	222868	80720	11658	291477	453	45061	0	0	0	45061	72958	109057	4293	164878	12844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11666	0	11658	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57905	11666	0	11658	0	8	8324525	330795	178408																																																																																													
12647																																																																																																																																																		0																																																																																															
12656																																																																																																																																																		0																																																																																															
12937																																																																																																																																																		0																																																																																															
12946																																																																																																																																																		173363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	867	171454	1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173473	0	867	171454	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	
12955																																																																																																																																																		5																																																																																															
13103																																																																																																																																																		283427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283427	0	283427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																		4055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4055	0	4055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																																																																																		6070																																																																																															
14052																																																																																																																																																		12263		0																																																																																													
14155																																																																																																																																																		6403																																																																																															
14650																																																																																																																																																		24																																																																																															
14753																																																																																																																																																		7983																																																																																															
14865																																																																																																																																																		17093																																																																																															
14977																																																																																																																																																		7885																																																																																															
16458																																																																																																																																																		67357																																																																																															
16551																																																																																																																																																		32909																																																																																															
16748																																																																																																																																																		8927																																																																																															
16944																																																																																																																																																		19271																																																																																															
16953																																																																																																																																																		11737																																																																																															
17110																																																																																																																																																		25550																																																																																															
17147																																																																																																																																																		545725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5552	0	0	0	0	0	525985	19740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551277	0	0	525985	25292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5859	0	0	0	5859	0	0	0	0	0	5552	0	0	0	5552	0	
17259																																																																																																																																																		23381																																																																																															
