"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
1557																																																																	12242	647	647	16.1948%	23.6670%	22.4162%	11595	51726	71597	152	0			15.6670%			9824	22.4162%	1	0	11976	70	159	0	152	0	0	0	0		0	0	11595	0	0	0	0	0	0	11595	0	0	0	0	0	0	0	0	0	647	0	229	0	0	71826	2000										
1669																																																																	47864	1484	1484	16.6845%	40.8176%	39.5521%	46380	117263	277983	535	0			32.8176%			1600	39.5521%	1	0	46915	0	0	0	535	0	0	0	0		0	0	46380	0	0	0	0	0	0	46380	0	0	0	0	0	0	0	0	0	1484	0	0	0	0	277983	44780										
1829																																																																	43400	3746	3943	9.2076%	13.3250%	12.1144%	39457	325703	428525	2215	0			5.3250%			3490	12.1144%	1	0	49817	8144	0	0	2216	0	0	0	0		0	0	39457	0	0	0	0	0	0	39457	0	0	0	0	0	0	0	0	0	3943	0	8144	197	0	436669	44112										
1856																																																																	17296	718	718	13.3104%	30.2251%	28.9704%	16578	57224	124549	133	0			22.2251%			14782	28.9704%	1	0	16809	98	0	0	133	0	0	0	0		0	0	16578	0	0	0	0	0	0	16578	0	0	0	0	0	0	0	0	0	718	0	98	0	0	124647	1894										
2040																																																																	24112	1831	1831	11.2332%	16.6369%	15.3735%	22281	144931	198350	354	0			8.6369%			4750	15.3735%	1	0	23085	0	0	270	354	0	0	0	0		0	0	22461	0	0	0	0	180	180	22281	0	0	0	0	180	0	0	0	0	1831	0	450	0	0	198800	17981										
2161																																																																	16952	784	784	11.7032%	20.6528%	19.6976%	16168	82081	138150	494	0			12.6528%			2356	19.6976%	1	0	16662	0	0	0	494	0	0	0	0		0	0	16168	0	0	0	0	0	0	16168	0	0	0	0	0	0	0	0	0	784	0	0	0	0	138150	13812										
2376																																																																	508887	29878	29878	12.9415%	15.2561%	14.3604%	479009	3335620	3701337	-9459	0			7.2561%			37802	14.3604%	1	0	469550	0	0	0	769	0	-8642	-1586	0		0	0	479009	0	0	0	0	0	0	479009	0	0	0	0	0	0	0	0	0	29878	0	0	0	0	3701337	441207										
2554																																																																	1328	115	115	8.3373%	14.4364%	13.1862%	1213	9199	14549	-34	0			6.4364%			1165	13.1862%	1	0	1468	289	0	0	-34	0	0	0	0		0	0	1213	0	0	0	0	0	0	1213	0	0	0	0	0	0	0	0	0	115	0	289	0	0	14838	337										
2732																																																																	89309	3862	3862	15.5554%	21.3529%	20.4295%	85447	418252	549307	462	0			13.3529%			5789	20.4295%	1	0	86576	0	667	0	462	0	0	0	0		0	0	85447	0	0	0	0	0	0	85447	0	0	0	0	0	0	0	0	0	3862	0	667	0	0	549974	80325										
2750																																																																	7615	565	565	12.7530%	16.8641%	15.6129%	7050	45155	55281	-8	0			8.8641%			5920	15.6129%	1	0	7123	0	0	0	-8	81	0	0	0		0	0	7050	0	0	0	0	0	0	7050	0	0	0	0	0	0	0	0	0	565	0	0	0	0	55281	1211										
3177																																																																	104782	3307	3307	9.4708%	19.2343%	18.6273%	101475	544765	1071451	-441	0			11.2348%			60735	18.6273%	1	0	105883	4630	219	0	-319	2	0	-124	0		0	0	101475	0	0	0	0	0	0	101475	0	0	0	0	0	0	0	0	0	3307	0	4849	0	0	1076300	45589										
3252																																																																	25902	1630	1630	12.4035%	20.1151%	18.8493%	24272	128769	195686	808	0			12.1151%			500	18.8493%	1	0	25080	0	0	0	808	0	0	0	0		0	0	24272	0	0	0	0	0	0	24272	0	0	0	0	0	0	0	0	0	1630	0	0	0	0	195686	23772										
3458																																																																	4611	375	375	9.7192%	14.8292%	13.6232%	4236	31094	43584	93	0			6.8292%			1201	13.6232%	1	0	4329	0	0	0	93	0	0	0	0		0	0	4236	0	0	0	0	0	0	4236	0	0	0	0	0	0	0	0	0	375	0	0	0	0	43584	3035										
3720																																																																	36572	1726	1726	13.9842%	24.3215%	23.1737%	34846	150369	249181	271	0			16.3215%			21000	23.1737%	1	0	35117	0	0	0	271	0	0	0	0		0	0	34846	0	0	0	0	0	0	34846	0	0	0	0	0	0	0	0	0	1726	0	0	0	0	249181	13846										
3971																																																																	110427	8489	8500	13.2585%	16.3151%	15.0593%	101927	676838	768769	568	0			8.3151%			176278	15.0593%	1	0	111842	9229	68	25	568	0	0	0	0		8	0	101944	0	0	0	0	17	17	101927	0	0	0	0	17	0	0	0	0	8500	0	9346	11	0	778115	-65004										
4156																																																																	22715	1850	1850	10.4298%	15.3613%	14.1102%	20865	147872	200051	69	0			7.3613%			7857	14.1102%	1	0	22717	1783	0	0	69	0	0	0	0		0	0	20865	0	0	0	0	0	0	20865	0	0	0	0	0	0	0	0	0	1850	0	1783	0	0	201834	14791										
4231																																																																	16613	632	632	14.1301%	28.5060%	27.4215%	15981	58279	113099	284	0			20.5060%			12600	27.4215%	1	0	16488	0	0	134	283	0	0	0	0		0	0	16071	0	0	0	0	90	90	15981	0	0	0	0	90	0	0	0	0	632	0	224	0	0	113323	3604										
4839																																																																	42926	3301	3301	11.8932%	16.3747%	15.1154%	39625	262149	333174	-85	0			8.3747%			16715	15.1154%	1	0	39540	0	0	0	-85	0	0	0	0		0	0	39625	0	0	0	0	0	0	39625	0	0	0	0	0	0	0	0	0	3301	0	0	0	0	333174	22910										
5069																																																																	185221	6704	6704	36.7717%	35.0595%	33.7905%	178517	528305	485474	3502	0			27.0595%			8628	33.7905%	1	0	182019	0	0	0	3502	0	0	0	0		0	0	178517	0	0	0	0	0	0	178517	0	0	0	0	0	0	0	0	0	6704	0	0	0	0	485474	169889										
5135																																																																	64283	4254	4254	12.3901%	17.3292%	16.1825%	60029	370951	484493	135	0			9.3292%			25042	16.1825%	1	0	61206	1042	0	0	135	0	0	0	0		0	0	60029	0	0	0	0	0	0	60029	0	0	0	0	0	0	0	0	0	4254	0	1042	0	0	485535	36029										
5210																																																																	114945	9966	9977	8.8654%	14.4997%	13.2411%	104968	792741	1184015	-3880	-5552			6.4997%			10253	13.2411%	1	0	101088	0	0	0	1672	0	0	-5552	0		0	0	104968	0	0	0	0	0	0	104968	0	0	0	0	0	0	0	0	0	9977	0	0	11	0	1178463	94715										
5461																																																																	58653	5002	5002	9.5141%	14.6829%	13.4307%	53651	399466	563909	2784	0			6.6829%			6300	13.4307%	1	0	56435	0	0	0	2784	0	0	0	0		0	0	53651	0	0	0	0	0	0	53651	0	0	0	0	0	0	0	0	0	5002	0	0	0	0	563909	47351										
5751																																																																	32944	1639	1639	16.0248%	22.5294%	21.4085%	31305	146227	195354	2074	0			14.5294%			9352	21.4085%	1	0	34621	1088	154	0	2074	0	0	0	0		0	0	31305	0	0	0	0	0	0	31305	0	0	0	0	0	0	0	0	0	1639	0	1242	0	0	196596	23195										
6039																																																																	29803	2531	2531	9.5058%	14.7322%	13.4810%	27272	202299	286899	52	0			6.7322%			31037	13.4810%	1	0	27640	0	0	190	52	0	0	0	0		0	0	27398	0	0	0	0	126	126	27272	0	0	0	0	126	0	0	0	0	2531	0	316	0	0	287215	-3449										
6141																																																																	6197	307	307	10.2631%	20.7514%	19.7234%	5890	29863	57390	0	0			12.7514%			4700	19.7234%	1	0	5956	0	0	47	0	0	0	0	0		0	0	5909	0	0	0	0	19	19	5890	0	0	0	0	19	0	0	0	0	307	0	47	0	0	57437	1256										
6329																																																																	59125	6069	6069	9.4077%	12.2349%	10.9790%	53056	483250	563962	124	0			4.2349%			22600	10.9790%	1	0	53913	0	0	440	124	0	0	0	0		0	0	53349	0	0	0	0	293	293	53056	0	0	0	0	293	0	0	0	0	6069	0	733	0	0	564695	31189										
7009																																																																	60827	0	788	7.1267%	18.7878%	18.5444%	60039	323758	842453	1655	0			10.7878%			1052	18.5444%	1	0	61694	0	0	0	1655	0	0	0	0		0	0	60039	0	0	0	0	0	0	60039	0	0	0	0	0	0	0	0	0	788	0	0	788	0	842453	58987										
7045																																																																	20290	867	867	9.5720%	20.2943%	19.4271%	19423	99979	202914	816	0			12.2943%			2425	19.4271%	1	0	20239	0	0	0	816	0	0	0	0		0	0	19423	0	0	0	0	0	0	19423	0	0	0	0	0	0	0	0	0	867	0	0	0	0	202914	16998										
7072																																																																	30541	1800	1800	15.3663%	19.7920%	18.6255%	28741	154310	187039	89	0			11.7920%			0	18.6255%	1	0	32531	751	358	1555	32	0	0	57	0		0	0	29778	0	0	0	0	1037	1037	28741	0	0	0	0	1037	0	0	0	0	1800	0	3701	0	0	190740	32442										
7157																																																																	5291	254	254	10.8887%	21.5959%	20.5592%	5037	24500	46259	62	0			13.5959%			400	20.5592%	1	0	5099	0	0	0	62	0	0	0	0		0	0	5037	0	0	0	0	0	0	5037	0	0	0	0	0	0	0	0	0	254	0	0	0	0	46259	4637										
7456																																																																	7562	725	725	8.0752%	11.7990%	10.6678%	6837	64090	84667	279	0			3.7990%			5000	10.6678%	1	0	7116	0	0	0	279	0	0	0	0		0	0	6837	0	0	0	0	0	0	6837	0	0	0	0	0	0	0	0	0	725	0	0	0	0	84667	1837										
7634																																																																	8875	550	550	13.1481%	20.3429%	19.0822%	8325	43627	63317	214	0			12.3429%			8260	19.0822%	1	0	8539	0	0	0	214	0	0	0	0		0	0	8325	0	0	0	0	0	0	8325	0	0	0	0	0	0	0	0	0	550	0	0	0	0	63317	65										
8033																																																																	29709	1241	1241	13.0627%	19.3179%	18.5110%	28468	153790	217933	65	0			11.3179%			5250	18.5110%	1	0	28533	0	0	0	65	0	0	0	0		0	0	28468	0	0	0	0	0	0	28468	0	0	0	0	0	0	0	0	0	1241	0	0	0	0	217933	23218										
8462																																																																	21482	812	812	11.8324%	28.1101%	27.0475%	20670	76421	174690	1000	0			20.1101%			700	27.0475%	1	0	21670	0	0	0	1000	0	0	0	0		0	0	20670	0	0	0	0	0	0	20670	0	0	0	0	0	0	0	0	0	812	0	0	0	0	174690	19970										
8631																																																																	7419	422	422	11.0779%	21.8347%	20.5927%	6997	33978	63162	22	0			13.8347%			1300	20.5927%	1	0	7001	0	0	0	4	0	0	0	0		0	0	6997	0	0	0	0	0	0	6997	0	0	0	0	0	0	0	0	0	422	0	0	0	0	63162	5679										
9357																																																																	59782	3275	3275	11.4335%	15.9906%	15.1146%	56507	373858	494223	339	0			7.9906%			55160	15.1146%	1	0	83593	26747	0	0	339	0	0	0	0		0	0	56507	0	0	0	0	0	0	56507	0	0	0	0	0	0	0	0	0	3275	0	26747	0	0	520970	28094										
9553																																																																	14855	1001	1001	8.2888%	12.0080%	11.1989%	13854	123709	167142	-603	0			4.0080%			2100	11.1989%	1	0	13404	0	0	0	-63	153	0	0	-540		0	0	13854	0	0	0	0	0	0	13854	0	0	0	0	0	0	0	0	0	1001	0	0	0	0	167142	11907										
9807																																																																	356640	30575	30575	14.0292%	13.6045%	12.4382%	326065	2621481	2324188	-50132	0			5.6045%			132272	12.4382%	1	0	313808	0	0	0	1799	0	0	0	-51930		0	0	363939	0	0	0	0	37874	37874	326065	0	0	0	0	37874	0	0	0	0	30575	0	37874	0	0	2362062	231668										
9955																																																																	18785	1102	1102	12.8514%	21.4172%	20.1608%	17683	87710	137596	272	0			13.4172%			3133	20.1608%	1	0	17955	0	0	0	272	0	0	0	0		0	0	17683	0	0	0	0	0	0	17683	0	0	0	0	0	0	0	0	0	1102	0	0	0	0	137596	14550										
10250																																																																	38293	2953	2953	9.3342%	14.9511%	13.7982%	35340	256121	378608	1229	0			6.9511%			32300	13.7982%	1	0	37912	0	0	806	1229	0	0	0	0		0	0	35877	0	0	0	0	537	537	35340	0	0	0	0	537	0	0	0	0	2953	0	1343	0	0	379951	4383										
10849																																																																	26721	1512	1512	9.6291%	18.7104%	17.6516%	25209	142814	261799	24	0			10.7104%			15391	17.6516%	1	0	27153	694	0	491	24	0	0	0	0		0	0	25944	0	0	0	0	735	735	25209	0	0	0	0	735	0	0	0	0	1512	0	1185	0	0	262984	11738										
11145																																																																	22123	1900	1900	8.9242%	13.0088%	11.8915%	20223	170062	226609	221	0			5.0088%			12000	11.8915%	1	0	20894	450	0	0	221	0	0	0	0		0	0	20223	0	0	0	0	0	0	20223	0	0	0	0	0	0	0	0	0	1900	0	450	0	0	227059	8673										
11275																																																																	140824	3643	3643	9.1200%	11.2015%	10.9117%	137181	1257188	1504184	99	0			3.2015%			210522	10.9117%	1	0	219395	76846	5269	0	99	0	0	0	0		0	0	137181	0	0	0	0	0	0	137181	0	0	0	0	0	0	0	0	0	3643	0	82115	0	0	1586299	8774										
11640																																																																	46840	3522	3522	11.9234%	16.6415%	15.3902%	43318	281465	363303	341	0			8.6415%			35750	15.3902%	1	0	43659	0	0	0	341	0	0	0	0		0	0	43318	0	0	0	0	0	0	43318	0	0	0	0	0	0	0	0	0	3522	0	0	0	0	363303	7568										
11837																																																																	14376	677	677	14.3009%	26.7839%	25.5226%	13699	53674	95791	101	0			18.7839%			12000	25.5226%	1	0	14329	0	0	317	101	0	0	0	0		0	0	13911	0	0	0	0	212	212	13699	0	0	0	0	212	0	0	0	0	677	0	529	0	0	96320	2228										
12030																																																																	56902	3063	3063	15.7490%	23.6845%	22.4096%	53839	240250	341856	73	0			15.6845%			600	22.4096%	1	0	53912	0	0	0	73	0	0	0	0		0	0	53839	0	0	0	0	0	0	53839	0	0	0	0	0	0	0	0	0	3063	0	0	0	0	341856	53239										
12142																																																																	25001	1677	1677	9.8257%	18.0462%	16.8357%	23324	138539	237378	-593	0			10.0462%			14500	16.8357%	1	0	22731	0	0	0	959	0	0	-1552	0		0	0	23324	0	0	0	0	0	0	23324	0	0	0	0	0	0	0	0	0	1677	0	0	0	0	237378	8824										
12179																																																																	7998	219	219	19.9426%	31.0686%	30.2179%	7779	25743	39007	4	0			23.0686%			0	30.2179%	1	0	7789	0	0	0	5	0	0	0	5		0	0	7779	0	0	0	0	0	0	7779	0	0	0	0	0	0	0	0	0	219	0	0	0	0	39007	7785										
12311	10261051	703323	1600317	10.2600%	12.7713%	10.7795%	8660734	80344688	84412557	-154386	0			4.7713%			9475532	9.9810%	0	9989220	1911909	180663	21638	54949	0	1138	-210473	0		10195	0	8019201	0	0	0	0	0	0	8019201	490000	0	165958	655958	14425	641533	896796	0	0	1600317	0	2138830	198	0	86551387	668074																												1																																															
12647																																																																	10463	838	838	10.1685%	15.6398%	14.3871%	9625	66900	94655	0	0			7.6398%			9412	14.3871%	1	0	9625	0	0	0	0	0	0	0	0		0	0	9625	0	0	0	0	0	0	9625	0	0	0	0	0	0	0	0	0	838	0	0	0	0	94655	213										
12656																																																																	1848	127	127	10.1063%	18.4174%	17.1517%	1721	10034	17029	0	0			10.4174%			460	17.1517%	1	0	1721	0	0	0	0	0	0	0	0		0	0	1721	0	0	0	0	0	0	1721	0	0	0	0	0	0	0	0	0	127	0	0	0	0	17029	1261										
12937																																																																	34965	1984	1984	16.0423%	21.1482%	19.9482%	32981	165333	205588	0	0			13.1482%			6000	19.9482%	1	0	32981	0	0	0	0	0	0	0	0		0	0	32981	0	0	0	0	0	0	32981	0	0	0	0	0	0	0	0	0	1984	0	0	0	0	205588	26981										
12946																																																																	129288	13520	13666	9.1001%	11.9806%	10.7142%	115622	1079149	1270563	4738	0			3.9806%			55743	10.7142%	1	0	137816	16399	1057	0	4738	0	0	0	0		0	0	115622	0	0	0	0	0	0	115622	0	0	0	0	0	0	0	0	0	13666	0	17456	146	0	1288019	77335										
