"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	COMPUTER SOFTWARE	ACCOUNTS RECEIVABLE	RECEIVABLES FROM FORECLOSED GOVERNME	Other Assets, Interest-only strips r	FDIC LOSS-SHARING INDEMINIFICATION A	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	COMPUTER SOFTWARE	ACCOUNTS RECEIVABLE	RECEIVABLES FROM FORECLOSED GOVERNME	Other Assets, Interest-only strips r	FDIC LOSS-SHARING INDEMINIFICATION A	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																					68	0	699		137				494					0		0	0	0				
242																					195	0	484		18				271					0		0	0	0				
279																					2005	119	8863		140				782					0		5817	0	0				
354																					0	52	151		22				77					0		0	0	0				
457																					504	0	1714		129				391					0		690	0	0				
505																					4245	0	13310		2229				1700					0		5136	0	0				
1155																					358	0	8089		453				1531					0		5747	0	0				
1351																					207	0	2151		264				1680					0		0	0	0				
1454																					1210	0	13832		2170				2801					0		7651	0	0				
1669																					188	297	13772		185				1472					0		10751	0	879				
1856																					1489	0	2598		852				257					0		0	0	0				
2161																				0	398	0	5422	215	215	0	0	0	935	0	0	0	0	0	0	3874	0	0				
2732																					174	862	3707		971				1700					0		0	0	0				
2750																					201	0	3046		253				950					0		1642	0	0				
3252																					685	0	4817		1418				2714					0		0	0	0				
3458																					289	0	1581		234				548					0		510	0	0				
3720																					270	242	10778		261				984					0		6267	0	2754				
3971																					6309	290	25607		2420				2268					0		14320	0	0				
4156																					369	0	8047		339				1181					0		5107	0	1051				
4231																					0	188	877		221				468					0		0	0	0				
5069																					0	660	5680		3755				1265					0		0	0	0				
5135																					1778	1129	15187		890				4896					0		6494	0	0				
5210																					3701	3118	88202		13659				5418					0		56043	0	6263				
5461																					3006	0	16004		2129				2057					0		8812	0	0				
5751																					402	60	6843		149				1579					0		2825	350	1478				
6039																				447	283	422	3751	352	1369	514	0	0	1677	0	0	0	0	0	0	0	0	0	ANNUITY ASSET			
6329																				1193	1001	3062	22164	851	2989				3932		297			0		8434	0	2746				
7009																					0	117	9048		6471				2460					0		0	0	0				
7045																				0	759	748	3002	416	491	0	0	0	1004	0	0	0	0	0	0	0	0	0				
7072																					3599	1952	14259		3948				1035					0		3725	0	0				
7456																					467	0	3877		285				1454					0		1671	0	0				
7634																					103	0	830		295				432					0		0	0	0				
8033																					1513	481	6662		1690				1462					0		1516	0	0				
8462																					21	0	891		43				827					0		0	0	0				
8631																					336	133	3187		90				179					0		2449	0	0				
9357																					4986	0	7585		725				1874					0		0	0	0				
9553																					2525	0	8731		504				1984					0		2767	0	951				
9807																					5584	0	132274	170	374				6359					0		35881	84076	0				
9955																					2312	60	3306		97				837					0		0	0	0				
10250																					1110	0	3578		597				1539					0		332	0	0				
10849																					731	880	3167		578				978					0		0	0	0				
11145																					1350	836	9894	949	1762		813		760					0		2550	0	2636	Brownfield	Great Lakes Capital Fund		
11640																					4858	529	21051		2000				2962					0		10702	0	0				
11837																					101	695	1217		84				337					0		0	0	0				
12030																					7921	2234	14346		762				2244					0		1185	0	0				
12142																					707	558	8295		314				1323					0		2825	0	2568				
12311		438030	37151	4293403		1043877				284553					0		577634	857876	1054282																							
12647																					154	0	1300		351				795					0		0	0	0				
12656																					29	40	220		44				107					0		0	0	0				
12946																					9879	6730	41646		1485				7861					0		3098	12593	0				
13103																					3237	10595	40139		9076				5045	3153				0		12186	0	0				
13251																					537	0	1359		135				212					0		475	0	0				
13457																					0	4	1135		36				245					0		850	0	0				
14155																					681	0	7969		275				2248					0		4765	0	0				
14650																					47	188	2062		79				210					0		1538	0	0				
14753																					181	0	743		36				526					0		0	0	0				
14865																					780	752	15976		1916				4778					0		5976	0	1774				
14977																				14	213	42	845	28	115	0	0	0	475	0	0	72	0	0	0	0	0	0				
16551																					1389	0	7914		342				1372					0		4811	0	0				
16748																					209	184	2681		90				283					0		1915	0	0				
17110																				0	219	0	3685	0	3266	1582	0	0	200	0	0	0	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																				0	28740	8200	489463	0	116341	0	0	0	47471	78762	0	0	0	0	0	170322	98824	19565				
17259																					262	0	2662		94				342					0		1964	0	0				
17950																					1811	323	7468		633				4484					0		0	0	217				
17978																					3355	218	4865		250				1042					0		0	0	0				
18050																					934	0	10191		2222				2114					0		4921	0	0				
18827																					8363	988	53988		14009				5960					0		8889	0	15779				
18836																					410	471	6341		839				559					0		4062	0	0				
18854																					1089	0	7021	859	2075	841			3857					0		0	0	0	Deferred Tax Asset			
19356																					394	0	3745		179				421					0		2751	0	0				
19936																					645	79	8566		411				1281					0		6150	0	0				
19972																					33	343	3848		43				260					0		3169	0	0				
20053																					123	339	2570		150				752					0		1206	0	0				
20633																					955	1552	11691		710				782					0		7692	0	0				
20857																					648	0	1716		50				1018					0		0	0	0				
21256																					56	0	417		0				22					0		339	0	0				
21359																					359	0	1133		75				539					0		160	0	0				
21658																					737	206	5419	173	173				805					0		2932	0	566				
22048																					1115	0	8427		1776				972					0		4564	0	0				
22543																					491	0	1975		923				561					0		0	0	0				
22552																					720	0	1889		148				1021					0		0	0	0				
22730																					558	641	5593		165				903					0		3326	0	0				
23456																					667	0	2208		168				1373					0		0	0	0				
23504																				0	26354	13742	227358	0	83702	0	0	0	11070	57874	0	0	0	0	0	46963	33138	12389				
23643																					1249	0	6955		190				950					0		1958	0	2608				
23755																					410	0	4084		255				695					0		2724	0	0				
24006																					6058	2108	44372		5977				5339					0		21339	0	3551				
24378																					433	176	1020		262				149					0		0	0	0				
24453																					1304	986	3582		451				841					0		0	0	0				
24659																					123	0	743		0				620					0		0	0	0				
24668																					5862	2340	15714		2104				5408					0		0	0	0				
24949																					1501	2070	15518		801				1185					0		9961	0	0				
25357																					3405	0	9448		1079				4964					0		0	0	0				
25647																					225	1898	3017		207				687					0		0	0	0				
26176																					3510	2843	11490		730				1295					0		0	0	3112				
26457																					0	0	234		16				218					0		0	0	0				
26765																					18820	0	96435		6252				5503					0		46325	0	19535				
27070																					1916	0	16922		1799				2190					0		11017	0	0				
27548																					1093	0	27179	1888	12044	3351	458	5000	3139			951		0		10903	0	0	Unposted CD/DDA	Low income tax community investment	SBA Fund	
27614																					1826	0	13022		1249				1797					0		8150	0	0				
27847																					2183	0	20860		1296				3674					0		7864	1024	4819				
28013																					33001	16775	229633		11226	4917			14298					0		94019	0	60314	state and local tax			
28152																					687	0	5709	161	982				702	821				0		3338	0	0				
28675																					1480	1411	3628	141	186				551					0		0	0	0				
28732																					262	460	2138		107				304					0		1005	0	0				
29476																					615	0	3891		80				1435					0		1761	0	0				
29636																					3968	1542	37192		2356				4106					0		18336	893	5991				
29878																					2707	7942	20438	1001	3805	80	2724		5984					0		0	0	0	Seat License	Additional Minimum Liabilty Pension		
30052																					118	0	267		56				93					0		0	0	0				
30502																					922	0	10162		6835				2405					0		0	0	0				
30650																					381	0	812		97				334					0		0	0	0				
30810		4439	1446160	2540031	43567	62668				1026764					0		0	0	0																							
31134																					139	230	2669	510	583				893					0		824	0	0				
31255																				0	2865	0	19119	952	1833	0	0	0	3016	0	0	0	0	0	0	9453	0	1952				
31657																					347	0	4957		119				662					0		0	0	3829				
31826																					1345	407	9572	204	2114				1025					0		4681	0	0				
31835																					1900	2035	17975		551				1449					0		12040	0	0				
32234																					1847	1133	4776		442				1354					0		0	0	0				
32766																					0	0	356		143				213					0		0	0	0				
32971																					1362	688	14704		3134				1013					0		8226	0	281				
33147																					2815	0	8057		1009				2189					0		1154	0	890				
33259																					1039	1561	7871		2674				2597					0		0	0	0				
33268																					0	0	3716		98				646					0		2972	0	0				
33370																					463	106	655		0				86					0		0	0	0				
33839																					47	0	275		31				197					0		0	0	0				
33857																					5772	0	12855	1615	1944				5139			77		0		0	0	0				
34425																					5969	358	32337		3000				3140					0		19870	0	0				
34434																					1024	0	4943		508				1252					0		2159	0	0				
34537																					43740	18087	242420		20203	6193			33323			6004		0		120308	0	6759	Deferred Directors Comp			
34555																				0	4140	0	14886	248	423	0	0	0	2564	0	153	2	0	0	0	7759	0	0				
34742																					2727	798	14681		2219				1264					0		7673	0	0				
35057																				0	957	0	4472	139	463	154	0	0	944	0	0	0	0	0	0	1397	0	711	Other Assets			
35301	0	583000	174000	26897000	0	22241000	10708000	0	0	481000	0	0	0	0	0	0	586000	2832000	0		581000																		Collateral deposits, net			
35570																				0	269126	84249	765348	0	114808	0	66336	0	77252	0	0	0	0	0	0	199614	0	20299		Collateral posted for derivative contracts		
35646																					1282	0	3615		92				285					0		1956	0	0				
35879																					1076	261	8130		297				589					0		5907	0	0				
36456																					284	188	3550		471				1770					0		837	0	0				
36933																					154	236	1990		294				752					0		554	0	0				
37051																					102	0	1190		209				353					0		526	0	0				
37341																					141	0	1567		105				238					0		1083	0	0				
37435																					1360	0	7847		2450				4037					0		0	0	0				
37640																				0	13968	1129	121154	0	22245	7283	0	0	18017	0	0	0	0	0	0	38251	0	27544	Investments in Affordable Housing			
37659																				0	44	0	1458	17	85	0	0	0	448	0	0	0	0	0	0	881	0	0				
37949																					256	0	8675		125				1898					0		6396	0	0				
38740																					855	61	6800		329				686					0		4869	0	0				
39327																					491	0	15863		1016				1321					0		12777	258	0				
39756																					699	0	13350	1128	1676				3662					0		3702	0	3611	0			
40033																					309	0	3870		654				301					0		886	0	1720				
40499																					14940	4272	158108		40958	13434			9732					0		80749	1920	5537	DEFERRED COMPENSATION PLAN			
40855																					863	0	1712		33				816					0		0	0	0				
41553																					343	0	2735		19				664					0		1709	0	0				
41629																					580	304	5165		2934				920					0		427	0	0				
41825																					1737	1016	12590		3594				1270					0		3119	0	1854				
41955																					201	0	788		170				417					0		0	0	0				
42037																					0	332	3128		113				516					0		1908	0	259				
42354																					99	0	5629		311				793					0		4426	0	0				
42372																					344	832	8908		464				1174					0		6094	0	0				
42420																				836	19415	15887	362688	11377	83134				22120	57676				0		137082	77512	7538				
42448																				0	8798	1167	32848	1806	3638	1702	0	0	10896	0	0	0	0	0	0	8349	0	0	DUE TO FIRST PARAGOULD BANKSHARES			
42457																					687	22	1467		189				569					0		0	0	0				
43052																					354	147	4823		145				285					0		3892	0	0				
43351																					479	0	7554		411				4298					0		0	1250	1116				
43856																					967	179	2806		77				193					0		1390	0	0				
43959																					234	0	907		103				570					0		0	0	0				
44040																					1603	894	12908		487				3171					0		6753	0	0				
44433																					2949	1337	6295	407	822				1187					0		0	0	0				
44741																					1643	0	4107		661				1803					0		0	0	0				
44750																					987	474	7110		258				408					0		3323	0	1660				
44929																					1237	0	4545	329	336				409					0		861	0	1702				
45038																				0	154	575	3525	0	257	0	0	0	609	0	188	0	0	0	0	1930	0	0				
45047																					554	0	2035		217				1264					0		0	0	0				
45056																					211	0	1190		200				779					0		0	0	0				
45430																					664	311	4661		210				351					0		1227	0	1898				
45458																					959	0	3978		273				1128					0		1576	42	0				
45551																					4393	1078	27340		3339				6566					0		9007	0	2957				
45560																					3845	0	64591	12565	25904				5605					0		25412	0	3825				
45775																					445	694	5891		271				415					0		4066	0	0				
46053																					2768	0	9951		389				874					0		5615	0	305				
46941																					527	0	5545		161				515					0		1618	0	2724				
47247																					3990	0	22757	572	6000	1987			1382	2757	129			0		11385	0	0	Lender Reserve Acct Receivable			
47256																					58	48	269		63				100					0		0	0	0				
47452																					36	0	312		57				219					0		0	0	0				
47500																					1921	413	14685		1117				1185					0		10049	0	0				
48057																					181	98	2908		85				820					0		1724	0	0				
48150																					253	0	495		25				217					0		0	0	0				
48374																					13782	0	48129		6698				10090					0		16479	0	1080				
48440																					471	160	4045		89				486					0		2839	0	0				
49054																					1450	0	4179		1180				1549					0		0	0	0				
49148																					199	3	3561		121				611					0		2627	0	0				
49241																					8594	2130	42054		2971				3796					0		17870	0	6693				
49652																					1073	28	7246		90				1142					0		4913	0	0				
49858																					1046	42	4972		221				329					0		3334	0	0				
49951																					309	0	4129		119				1483					0		2218	0	0				
50144																					346	408	4456		153				364					0		3185	0	0				
50461																					0	1462	1753	95	95				196					0		0	0	0				
50872																					3138	0	5817		155				486					0		0	0	2038				
51253																				0	1593	0	10931	536	581	0	0	0	3478	0	0	0	0	0	0	5279	0	0				
51356																					0	0	255	48	48				207					0		0	0	0				
51459																					2222	0	8688		219				1758					0		4489	0	0				
51842																					204	3802	10286	489	664				2026					0		3590	0	0				
52719																				0	6402	24318	81352	0	50632	0	0	0	0	0	0	48090	0	0	0	0	0	0				
52951																					632	485	3821		246				2458					0		0	0	0				
53051																					5	0	425		56				364					0		0	0	0				
54058																					660	122	4866		104				3980					0		0	0	0				
54656																				0	3477	0	26231	0	5356	5036	0	0	6039	0	0	0	0	0	0	7530	0	3829	FIT Receivable			
54973																					73727	0	281315		29829	19434			19490					0		158269	0	0	Prepaid Pension Benefit			
55336																					2187	0	8056		1934				973					0		2962	0	0				
55635																					258	403	1306		298				347					0		0	0	0				
55653																					471	0	837		44				322					0		0	0	0				
55970																					572	623	18536		1106				1244					0		11078	0	3913				
56258																					8	0	1351		122				1221					0		0	0	0				
56351																					8529	0	59194	4361	8464				7917		320			0		34284	0	0				
56548																					2105	1581	14170		597				1336					0		8551	0	0				
56717																					4862	2927	34280		5969				2423					0		14005	0	4094				
57040																				0	222	415	2432	328	328	0	0	0	1467	0	0	0	0	0	0	0	0	0				
57451																					657	0	8461		371				1804					0		5629	0	0				
58225																					644	332	9352		537				1072					0		5627	0	1140				
58243																					21732	20771	203679	4546	52332				12130	38679		7045		0		57254	39460	0				
58355																					123	0	302		59				120					0		0	0	0				
58551																					0	0	5792		467				1549					0		3302	0	474				
58636																					1489	1126	14549		1400				1841					0		2149	0	6544				
58757																					1670	304	5640		411				1204					0		2051	0	0				
58971																					8642	8071	79161		33153	12871			20709					0		8586	0	0	Pension Asset			
59316																					3770	3575	55547		5562				3669					0		29092	1543	8336				
59352																					118	0	9131	133	144				1626					0		7243	0	0				
59370																					640	467	12027		540				877					0		6665	0	2838				
59754																					271	0	947		83				69					0		524	0	0				
60143		735000	0	3710000		1423000	816000			206000					0		1318000	28000	0		735000																		Pension plan assets			
60330																				0	1865	341	19910	1667	1705	0	0	0	2233	0	0	0	0	0	0	5955	0	7811				
60545																					1127	37	3301		75				2062					0		0	0	0				
60554																					209	0	1549		65				720					0		555	0	0				
60648																					764	627	9086		624				719					0		5247	0	1105				
61122																				36	4468	7693	67993	1979	7873	2590			4207					0		43752	0	0	Lease Operating Asset			
61355																					3748	0	29237		4619				6295					0		14575	0	0				
61476																					5292	0	18173		640				1436					0		10805	0	0				
61757																					1324	472	6850	433	626			142	691					0		3737	0	0			Debit Card Settlement	
61832																					1309	1668	14521	303	398				1391					0		4959	0	4796				
61953																					250	0	696		95				351					0		0	0	0				
62044																					401	144	1264		65				60					0		594	0	0				
62110																					126	278	1417		1006				7					0		0	0	0				
62147																					104	0	2295		270				312					0		1609	0	0				
62772																					3312	3192	27833		4168				2385					0		696	0	14080				
63050																					25	699	5518		102				1421					0		3271	0	0				
63069	0	110576	117427	1572831	0	931896	490813	0	0	163102	0	0	0	0	0	0	98420	151410	0		110576																		Affordable Housing Investments commitment			
63201																					121	146	3372		441				533					0		2131	0	0				
63573																					2957	1823	6495		360				1355					0		0	0	0				
63733																					3718	956	31369		5136	3608			5262					0		10955	0	5342	Insurance Annuity Asset			
63742																					690	694	15206		1837				1366					0		9687	932	0				
63751																					68	0	126	27	28	1			30					0		0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																					934	0	5884		251				1388					0		3311	0	0				
64552																					548	0	9282		3627	1260			722					0		4385	0	0	Escrow/Foreclosure Advance Receivable			
64730																					171	2080	3068		195				622					0		0	0	0				
65205																					1774	1590	48150		1157				2037					0		28000	0	13592				
65513		375	36	4919	1963	2860	570	145		1648			182		0		0	0	0		375																		Fees earned not Collected	Other Financial Assets		
65559																					1	957	16216	438	656				4044		117			0		10558	0	0				
65746																				19	8895	2644	20783	1098	3871	2530	0	0	3031	0	0	0	0	0	0	2342	0	0	FHLB LRA Receivable			
65858																					592	213	34236		12794				6077					0		13080	0	1480				
66154																					1128	219	4443		245				693					0		2158	0	0				
66275																					249	703	5734		567				1378					0		2837	0	0				
66677																					2732	0	9986	416	2549	1630			596					0		3795	0	314	FHLB MPP - Lenders Risk account			
