"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	
1669																																																																																																								0	0	0							781	2407	144				255	0	8	0	0	0	0	0	0	0	0	0				0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	550	36	1223	59	74	0	0	0	0	60				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
1856																																																																																																								0	0	0							1100	33	0				0	0	0	0	0	0	0	0	1100	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2161																																																																																																								0	0	0							3471	905	229	0	0	0	0	0	5	0	0	3144	0	0	0	0	0	0				0	0	0	9	0	150	0	0	0	1	0	0	0	0	0	0	0	0	524	229	0	0	0	0	0	0				0	0	0	0	0	0	348	0	0	0	172	0	0	0	0	7	0	2391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0				
2732																																																																																																								0	0	0							1647	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	453	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2750																																																																																																								0	0	0							697	0	0	73	0	0	0	0	0	0	0	624	0	0	0	0	0	0				0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	0	0	605	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3252																																																																																																								0	0	0							1884	3664	3	769	1052	0	845	0	183	1220	0	72	0	0	0	0	0	0				0	0	0	1052	0	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	554	0	311	0	0	0	182	0	0	0	0	0	0	0	0	289	0	0	272	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3458																																																																																																								0	0	0							584	15	2	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0				0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	409	3				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3720																																																																																																								0	0	0							167	624	33	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0				10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	337	15	0	0	0	0	0	0				0	0	0	0	48	0	139	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3971																																																																																																								0	0	190							6949	8505	0	770	0	0	0	0	0	450	0	3403	7000	0	0	0	0	0				0	0	18	0	0	770	0	0	0	0	0	0	0	0	0	0	2566	1	909	0	0	0	0	0	969	0				0	0	0	0	0	0	0	140	0	0	0	0	146	0	1150	146	0	1950	450	0	1302	405	0	1262	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
4156																																																																																																								0	0	0							250	3762	0	0	0	0	1114	0	57	0	0	81	0	0	0	0	0	0				190	0	0	2153	0	112	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	92	0				0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	76	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
4231																																																																																																								0	0	0							580	1043	0				17	0	15	63	0	33	0	0	0	0	0	0				0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	156	0	690	0	0	0	0	0	457	0				0	11	0	0	0	0	114	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5069																																																																																																								0	0	0							7778	6563	1721	0	0	0	2433	0	0	0	0	0	0	0	0	0	0	0				0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	797	96	1223	0	0	0	0	0	0	0				0	0	0	0	1700	4664	2907	0	1407	314	441	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0																																		0	0	1700	0	0	0	0	0	0	0	0	0	0	0	0				
5135																																																																																																								0	0	0							5902	1970	302	1423	71	7	486	83	33	55	33	2899	0	0	0	0	0	0				0	0	0	71	7	1423	0	0	0	7	1	14	0	0	0	0	263	172	796	20	72	0	0	0	200	0				0	0	0	148	0	0	104	78	0	0	1055	0	0	0	139	0	0	1274	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5210																																																																																																								0	0	0							3919	5628	1219	0	0	0	23	4	65	282	0	0	0	0	0	0	0	0				547	15	83	16	0	0	0	0	0	0	0	0	0	0	0	0	171	0	3091	1166	34	15	0	0	2829	0				0	78	0	0	0	0	1246	265	0	0	3412	188	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	191	0	0	0				
