"IDRSSD"	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	RCONG554	RCONG555	RCONG556	RCONG557	RCONG558	RCONG559	RCONG560	RCONG561	RCONG562	RCONG563	RCONG564	RCONG565	RCONG566	RCONG567	RCONG568	RCONG569	RCONG570	RCONG571	RCONG572	RCONG573	RCONG574	RCONG575	RCONG576	RCONG577	RCONG578	RCONG579	RCONG580	RCONG581	RCONG582	RCONG583	RCONG584	RCONG585	RCONG586	RCONG587	RCONG588	RCONG589	RCONG590	RCONG804	RCONG805	RCONG806	RCONG807	RCONG808	RCONG809	TEXTG546	TEXTG551	TEXTG556	TEXTG561	TEXTG571	TEXTG576	TEXTG581	TEXTG586	
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1670	0	0	1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1670	0	0	1670	0									
23643																																																											
23755																																																											
24006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
24378																																																											
24453																																																											
24659																																																											
24668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
24949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
25357																																																											
25647																																																											
26176																																																											
26242																																																											
26457																																																											
26765																																																											
27070	0	0	6066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Certificates of Deposit								
27548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
27614																																																											
27847																																																											
28013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
28152																																																											
28255																																																											
28406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0									
28675																																																											
28732																																																											
29476																																																											
29636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
29878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
30052																																																											
30502	0	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	0	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	684	0	0	0	684	interest rate swap				interest rate swap				
30650																																																											
30810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94412	0	0	94412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94412	0	0	94412	0									
31134																																																											
31255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
31657																																																											
31826																																																											
31835																																																											
32234																																																											
32766																																																											
32971																																																											
33147																																																											
33259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
33268																																																											
33370																																																											
33839																																																											
33857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
34425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0									
34434																																																											
34452																																																											
34537	0	0	0	9949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9949	62	0	0	62	0	Other Real Estate Owned								
34555																																																											
34742																																																											
35057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	0	0	0	0	0									
35301																																																											
35570	0	0	12362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Interest rate Swaps								
35646																																																											
35879																																																											
36456																																																											
36933																																																											
37051																																																											
37341																																																											
37435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864	0	0	0	0	0									
37640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
37659																																																											
37949																																																											
38740																																																											
39327																																																											
39756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
40033																																																											
40350																																																											
40499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0	248	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2722	824	0	0	248	576									
40855																																																											
41245																																																											
41553																																																											
41629																																																											
41825																																																											
41937																																																											
41955																																																											
42037																																																											
42354																																																											
42372																																																											
42420	0	0	36498	1670	930	0	0	0	930	0	0	0	0	0	0	0	0	0	0	5972	0	0	5972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2600	5972	0	0	5972	0	BANK STOCK	LIMITED PARTNERSHIP							
42448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
42457																																																											
43052																																																											
43351																																																											
43856																																																											
43959																																																											
44040																																																											
44433																																																											
44741																																																											
44750																																																											
44929																																																											
45038																																																											
45047																																																											
45056																																																											
45430																																																											
45458																																																											
45551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
45560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
45775																																																											
46053																																																											
46941																																																											
47247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
47256																																																											
47452																																																											
47500																																																											
48057																																																											
48150																																																											
48374	0	0	0	5615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5615	0	0	0	0	0	OREO								
48440																																																											
49054																																																											
49148																																																											
49241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
49344																																																											
49652																																																											
49858																																																											
49951																																																											
50144																																																											
50461																																																											
50872																																																											
50957																																																											
51253																																																											
51356																																																											
51459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
51842																																																											
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
52951																																																											
53033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13832	0	0	0	13832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13832	0	0	0	13832					FDIC Clawback Liability				
53051																																																											
53752																																																			44								
54049																																																											
54058																																																											
54441																																																											
54656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
54973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	129	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	129	80	0									
55336																																																											
55635																																																											
55653																																																											
55970																																																											
56258																																																											
56351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
56548																																																											
56557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
56717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
57040																																																											
57228																																																											
57451																																																											
58177																																																											
58207																																																											
58225																																																											
58243	0	0	0	13999	11000	0	0	0	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26776	0	0	0	0	0	FHLB Stock	Federal Reserve Stock							
58355																																																											
58551																																																											
58636																																																											
58757																																																											
58971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	266	0									
59316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
59352																																																											
59370																																																											
59754																																																											
60143																																																											
60330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	446	0									
60545																																																											
60554																																																											
60648																																																											
61122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
61355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
61476																																																											
61757																																																											
61832																																																											
61953																																																											
62044																																																											
62110																																																											
62147																																																											
62772																																																											
63050																																																											
63069																																																			Derivative assets - Other				Contingent consideration liability	FDIC clawback liability			
63201																																																											
63573																																																											
63733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
63742																																																											
63751																																																											
64150																																																											
64543																																																											
64552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
64730																																																											
65205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
65241																																																											
65513																																																											
65559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
65746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
65858	0	0	0	13540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13818	0	0	0	0	0	Cash surrender value life insurance								
66154																																																											
66275																																																											
66677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	0	0	0	0	0									
67142																																																											
67151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313	0	0	1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313	0	0	1313	0									
67209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
67254																																																											
67656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
67870																																																											
68448																																																											
68671																																																											
68756																																																											
68831																																																											
68840																																																											
68859																																																											
69333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
69678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
70058																																																											
70218																																																											
70414																																																											
70638																																																											
70955																																																											
71073																																																											
71318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
71457																																																											
71859																																																											
72258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
72351																																																											
72454																																																											
72678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
73116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
73152																																																											
73554																																																											
73956																																																											
74056																																																											
74140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
74403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0									
74449																																																											
75053																																																											
75259																																																											
75446																																																											
75455																																																											
75558																																																											
75633																																																											
75651																																																											
76153																																																											
76443																																																											
76854																																																											
77150																																																											
77253																																																											
77422																																																											
77851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	21	0	0	21	0									
78157																																																											
78241																																																											
78559																																																											
79042																																																											
79127																																																											
79145																																																											
79257																																																											
79855																																																											
80020																																																											
80150																																																											
80374																																																											
80431																																																											
80552																																																											
80936																																																											
81175																																																											
81429																																																											
82033																																																											
82257																																																											
82350																																																											
82659																																																											
83151																																																											
83236																																																											
83375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
83638																																																											
83834																																																											
83852																																																											
83955																																																											
84046																																																											
84541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
84804																																																											
85052																																																											
85258																																																											
85454																																																											
85472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
85931																																																											
86349																																																											
86358																																																											
86554																																																											
86675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
87047																																																											
87159																																																											
87177																																																											
87234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
87476																																																											
87579																																																											
88231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
88240																																																											
88259																																																											
88352																																																											
88455																																																											
88530																																																											
88772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	13460	0	0	0	13460									
88950																																																											
