"IDRSSD"	RCONHT81	RCONHT82	RCONHT83	RCONHT84	RCONHT86	RCONL191	RCONL192	RCONM288	RIADHT85	
43052						CONF	CONF			
43351						CONF	CONF			
43856						CONF	CONF			
43959						CONF	CONF			
44040						CONF	CONF			
44433						CONF	CONF	0		
44741						CONF	CONF			
44750						CONF	CONF			
44929						CONF	CONF	0		
45038	0	0	0	0	0	CONF	CONF	0	0	
45047						CONF	CONF			
45056						CONF	CONF			
45430						CONF	CONF			
45458						CONF	CONF			
45551						CONF	CONF	0		
45560	54085	0	50357	5447	0	CONF	CONF	0	419	
45775						CONF	CONF			
46053						CONF	CONF			
46941						CONF	CONF			
47247	77185		71736	16279		CONF	CONF	0	2095	
47256						CONF	CONF			
47452						CONF	CONF			
47500						CONF	CONF			
48057						CONF	CONF			
48150						CONF	CONF			
48374	32637	0	32650	6488	10	CONF	CONF	0	991	
48440						CONF	CONF			
49054						CONF	CONF			
49148						CONF	CONF			
49241						CONF	CONF			
49652						CONF	CONF			
49858						CONF	CONF			
49951						CONF	CONF			
50144						CONF	CONF			
50461						CONF	CONF			
50872						CONF	CONF			
51253	0	0	0	0	0	CONF	CONF	0	0	
51356						CONF	CONF			
51459						CONF	CONF			
51842						CONF	CONF	0		
52719	0	0	0	0	0	CONF	CONF	0	0	
52951						CONF	CONF			
53051						CONF	CONF			
53752						CONF	CONF			
54049						CONF	CONF			
54058						CONF	CONF			
54441						CONF	CONF			
54656	0	0	0	0	0	CONF	CONF	0	0	
54973	42407		44117	5248		CONF	CONF	72	937	
55336						CONF	CONF			
55635						CONF	CONF			
55653						CONF	CONF			
55970						CONF	CONF			
56258						CONF	CONF			
56351						CONF	CONF			
56548						CONF	CONF			
56557						CONF	CONF	0		
56717						CONF	CONF			
57040	0	0	0	0	0	CONF	CONF	0	0	
57451						CONF	CONF			
58225						CONF	CONF			
58243	144368		138866	26755		CONF	CONF	899	3652	
58355						CONF	CONF			
58551						CONF	CONF			
58636						CONF	CONF			
58757						CONF	CONF			
58971	62299	0	58221	17673	395	CONF	CONF	0	1402	
59316						CONF	CONF		9	
59352						CONF	CONF			
59370						CONF	CONF			
59754						CONF	CONF			
60143	27395	0	26521	2444	0	CONF	CONF	0	598	
60330	0	0	0	0	0	CONF	CONF	0	0	
60545						CONF	CONF			
60554						CONF	CONF			
60648						CONF	CONF			
61122						CONF	CONF			
61355						CONF	CONF			
61476						CONF	CONF			
61757						CONF	CONF			
61832						CONF	CONF			
61953						CONF	CONF			
62044						CONF	CONF			
62110						CONF	CONF			
62147						CONF	CONF			
62772						CONF	CONF			
63050						CONF	CONF			
63069	0	0	0	0	0	CONF	CONF	0	0	
63201						CONF	CONF			
63573						CONF	CONF			
63733	0	0	0	0	0	CONF	CONF	0	0	
63742						CONF	CONF			
63751						CONF	CONF			
64150						CONF	CONF			
64552						CONF	CONF			
64730						CONF	CONF			
65205						CONF	CONF			
65241						CONF	CONF			
65513						CONF	CONF	0		
65559						CONF	CONF	0		
65746	12393	0	13333	1650	0	CONF	CONF	0	365	
65858						CONF	CONF			
66154						CONF	CONF			
66275						CONF	CONF			
66677	15233		16069	1883		CONF	CONF		536	
67142						CONF	CONF			
67151						CONF	CONF			
67209						CONF	CONF			
67254						CONF	CONF			
67656						CONF	CONF			
67870						CONF	CONF			
68448						CONF	CONF			
68671						CONF	CONF			
68756	0	0	0	0	0	CONF	CONF	0	0	
68831						CONF	CONF			
68840						CONF	CONF			
68859						CONF	CONF			
69333	12959	0	15681	0	0	CONF	CONF	0	187	
69678						CONF	CONF			
70058						CONF	CONF			
70218	0	0	0	0	0	CONF	CONF	0	0	
70414						CONF	CONF			
70638						CONF	CONF			
70955						CONF	CONF			
71073						CONF	CONF			
71318						CONF	CONF			
71457						CONF	CONF			
71859						CONF	CONF			
72258						CONF	CONF			
72351						CONF	CONF			
72454						CONF	CONF			
72678						CONF	CONF			
73116						CONF	CONF			
73152						CONF	CONF			
73554						CONF	CONF			
73956						CONF	CONF			
74056	0	0	0	0	0	CONF	CONF	0	0	
74140	6335		5273	1420		CONF	CONF		226	
74403						CONF	CONF			
74449						CONF	CONF			
75053						CONF	CONF			
75259						CONF	CONF			
75446						CONF	CONF			
75455						CONF	CONF			
75558						CONF	CONF			
75633	220781	0	194917	81955	513	CONF	CONF	10408	7558	
75651						CONF	CONF			
76153	0	0	0	0	0	CONF	CONF	0	0	
76443						CONF	CONF			
76854						CONF	CONF			
77150	0	0	0	0	0	CONF	CONF	0	0	
77253						CONF	CONF			
77422						CONF	CONF			
77851	21226	0	21140	3035	213	CONF	CONF	0	735	
78157						CONF	CONF			
78241						CONF	CONF			
78559						CONF	CONF			
79042						CONF	CONF			
79127						CONF	CONF			
79145						CONF	CONF			
79257						CONF	CONF			
79855						CONF	CONF			
80150						CONF	CONF			
80374						CONF	CONF			
80431						CONF	CONF			
80552						CONF	CONF			
80936	0	0	0	0	0	CONF	CONF	0	0	
81175						CONF	CONF			
81429						CONF	CONF			
82033						CONF	CONF			
82257						CONF	CONF			
82350						CONF	CONF			
82659	0	0	0	0	0	CONF	CONF	0	0	
83151						CONF	CONF			
83236						CONF	CONF			
83375						CONF	CONF			
83638	5080		4999			CONF	CONF	0	50	
83834	0	0	0	0	0	CONF	CONF	0	0	
83852						CONF	CONF			
83955						CONF	CONF			
84046						CONF	CONF			
84541						CONF	CONF			
84804						CONF	CONF			
85052						CONF	CONF			
85258						CONF	CONF			
85454						CONF	CONF			
85472	1174		422	919		CONF	CONF	985	21	
85931						CONF	CONF			
86349						CONF	CONF			
86358	0	0	0	0	0	CONF	CONF	0	0	
86554						CONF	CONF			
86675						CONF	CONF			
87047						CONF	CONF			
87159						CONF	CONF			
87234						CONF	CONF			
87476						CONF	CONF			
87579						CONF	CONF			
88231	280861	67469	342451	83847	2	CONF	CONF	0	7394	
88240						CONF	CONF			
88259						CONF	CONF			
88352	0	0	0	0	0	CONF	CONF	0	0	
88455						CONF	CONF			
88772						CONF	CONF			
88950						CONF	CONF			
89032	0	0	0	0	0	CONF	CONF	0	0	
89135						CONF	CONF			
89854						CONF	CONF			
89957						CONF	CONF			
90047						CONF	CONF			
90177						CONF	CONF			
90328						CONF	CONF			
90337	0	0	0	0	0	CONF	CONF	0	0	
90579						CONF	CONF			
91615						CONF	CONF			
91651						CONF	CONF			
91754	0	0	0	0	0	CONF	CONF	0	0	
91950						CONF	CONF			
92144						CONF	CONF			
92676						CONF	CONF			
92706						CONF	CONF			
92902						CONF	CONF			
93244						CONF	CONF			
93543						CONF	CONF			
93619						CONF	CONF			
93758	0	0	0	0	0	CONF	CONF	0	0	
94139						CONF	CONF			
94522						CONF	CONF			
94755						CONF	CONF			
94858						CONF	CONF			
95051	0	0	0	0	0	CONF	CONF	0	0	
95659	0	0	0	0	0	CONF	CONF	0	0	
95677						CONF	CONF			
96553						CONF	CONF			
97055						CONF	CONF			
97279						CONF	CONF			
97457						CONF	CONF			
97804						CONF	CONF			
97943						CONF	CONF			
98351						CONF	CONF			
98463						CONF	CONF	0		
98717	0	0	0	0	0	CONF	CONF	0	0	
99143						CONF	CONF			
99255	0	0	0	0	0	CONF	CONF	0	0	
99376	19084	0	20296	1702	0	CONF	CONF	300	965	
99442						CONF	CONF			
99536						CONF	CONF			
99853						CONF	CONF			
100236						CONF	CONF			
100357						CONF	CONF			
100562	23057	0	21605	3601	0	CONF	CONF	0	1116	
100777						CONF	CONF			
100843						CONF	CONF			
101019						CONF	CONF	0		
101037						CONF	CONF	0		
101439						CONF	CONF	0		
101671						CONF	CONF	0		
101738						CONF	CONF			
101952						CONF	CONF			
102155						CONF	CONF			
102333						CONF	CONF			
102342						CONF	CONF			
102539						CONF	CONF			
102557						CONF	CONF			
102874						CONF	CONF			
103134	0	0	0	0	0	CONF	CONF	0	0	
103255	43527	0	44817	1654	0	CONF	CONF	0	1286	
103563						CONF	CONF			
104234						CONF	CONF			
104542						CONF	CONF			
104971						CONF	CONF			
105026						CONF	CONF			
105222						CONF	CONF			
105473						CONF	CONF			
105530						CONF	CONF			
106359						CONF	CONF			
106452						CONF	CONF			
106676						CONF	CONF			
107244	0	0	0	0	0	CONF	CONF	0	0	
107459						CONF	CONF			
107570						CONF	CONF			
107758						CONF	CONF			
108072						CONF	CONF			
108269						CONF	CONF			
108652						CONF	CONF			
108746						CONF	CONF			
108951						CONF	CONF			
109136						CONF	CONF			
109154						CONF	CONF			
109453						CONF	CONF			
109574						CONF	CONF			
109659						CONF	CONF			
110413						CONF	CONF			
110936						CONF	CONF			
110945						CONF	CONF			
110972						CONF	CONF			
111157	0	0	0	0	0	CONF	CONF	0	0	
111205						CONF	CONF			
111661						CONF	CONF			
111942						CONF	CONF			
111979						CONF	CONF			
112163	20341		20087	1731		CONF	CONF		678	
112332						CONF	CONF			
112444						CONF	CONF			
112510						CONF	CONF			
112556						CONF	CONF			
112837	0	0	16418508	416480	17139	CONF	CONF	10770	372078	
113003						CONF	CONF	0		
113030						CONF	CONF			
113441						CONF	CONF			
113601						CONF	CONF			
113740	30870		18224	5192		CONF	CONF		621	
113937						CONF	CONF			
114149						CONF	CONF			
114251						CONF	CONF			
114260	28968	0	27829	13073	0	CONF	CONF	0	892	
114457						CONF	CONF			
114774	11206		11967	791		CONF	CONF	0		
114840						CONF	CONF			
114859						CONF	CONF			
115100						CONF	CONF			
115146						CONF	CONF			
115575						CONF	CONF			
116358						CONF	CONF			
116554						CONF	CONF			
116741						CONF	CONF			
117038	0	0	0	0	0	CONF	CONF	0	0	
117074						CONF	CONF			
117458						CONF	CONF			
117672						CONF	CONF			
117775	0	0	0	0	0	CONF	CONF	0	0	
118156						CONF	CONF			
118660						CONF	CONF			
118736						CONF	CONF			
119153						CONF	CONF	0		
119528						CONF	CONF			
119779						CONF	CONF			
119872						CONF	CONF			
120476						CONF	CONF			
120542						CONF	CONF			
120609						CONF	CONF	0		
120953						CONF	CONF			
121642	42591	0	43492	9779	0	CONF	CONF	0	944	
121651						CONF	CONF			
121679						CONF	CONF			
121914						CONF	CONF			
122153						CONF	CONF			
122546						CONF	CONF			
122854	109805		187943	30056	138	CONF	CONF		3332	
123075						CONF	CONF			
123374						CONF	CONF			
123646						CONF	CONF			
124344	0	0	3262	707	0	CONF	CONF	0	132	
124830						CONF	CONF			
125154	0	0	0	0	0	CONF	CONF	0	0	
125471	293			393		CONF	CONF	1706	1067	
125855						CONF	CONF			
125873						CONF	CONF			
125958						CONF	CONF			
126012						CONF	CONF			
126049						CONF	CONF			
126375						CONF	CONF			
126553	22842		20088	4549		CONF	CONF			
126740						CONF	CONF			
126834						CONF	CONF			
127055						CONF	CONF			
127224						CONF	CONF			
128258						CONF	CONF			
128904	28268		26904	2948		CONF	CONF	0	161	
129349						CONF	CONF			
129358		16409	16126	3376		CONF	CONF	0	311	
129479						CONF	CONF			
129732	0	0	0	0	0	CONF	CONF	0	0	
129853						CONF	CONF			
129910						CONF	CONF			
130345						CONF	CONF			
130541	52069		51042	3000		CONF	CONF	0	2407	
130813						CONF	CONF			
131034						CONF	CONF			
131155						CONF	CONF			
131173	21208		20217	1772		CONF	CONF		494	
131418	0	0	0	0	0	CONF	CONF	0	0	
131436	0	0	0	0	0	CONF	CONF	0	0	
131650	77096		72720	6805	2	CONF	CONF	580	1349	
131717	0	0	0	0	0	CONF	CONF	0	0	
131940						CONF	CONF			
132107						CONF	CONF			
132152						CONF	CONF			
132451						CONF	CONF			
132554	15590	0	10427	1195	0	CONF	CONF	0	190	
132778						CONF	CONF			
132938						CONF	CONF			
133579						CONF	CONF			
133850	31133	0	31273	4612	0	CONF	CONF	0	719	
133971						CONF	CONF			
134156						CONF	CONF			
134437	0	0	0	0	0	CONF	CONF	0	0	
134455						CONF	CONF			
134848						CONF	CONF			
135836						CONF	CONF			
135854						CONF	CONF			
136048						CONF	CONF			
136338						CONF	CONF			
136459						CONF	CONF			
136655						CONF	CONF			
137205						CONF	CONF	0		
137447						CONF	CONF			
137456						CONF	CONF			
137559						CONF	CONF			
137643						CONF	CONF			
137652	260956	6313	232561	90032	0	CONF	CONF	187	9153	
137915	2472		2164	867	0	CONF	CONF	0	210	
138051						CONF	CONF			
138257						CONF	CONF			
138556						CONF	CONF			
138725						CONF	CONF			
139133						CONF	CONF			
139478						CONF	CONF			
139553	0	0	0	0	0	CONF	CONF	0	0	
139656	12574	0	10840	3574	0	CONF	CONF	0	279	
139740						CONF	CONF	0		
139834						CONF	CONF			
139843	14250		14431	3897		CONF	CONF		427	
139955						CONF	CONF			
140018	9364	0	9893	1427	0	CONF	CONF	0	275	
140157						CONF	CONF			
140362	0	0	0	0	0	CONF	CONF	0	0	
140634						CONF	CONF			
141211						CONF	CONF			
141341						CONF	CONF			
141350						CONF	CONF			
141556						CONF	CONF			
141677						CONF	CONF			
141958						CONF	CONF			
142049						CONF	CONF			
142179						CONF	CONF			
142571	0	0	0	0	0	CONF	CONF	0	0	
142656						CONF	CONF			
142955	10633		9715	1899		CONF	CONF	323	942	
143372						CONF	CONF			
143662	825814		700614	432642	822	CONF	CONF	1264	33163	
143859						CONF	CONF			
143952						CONF	CONF			
144034						CONF	CONF			
144052						CONF	CONF			
144155						CONF	CONF			
144436						CONF	CONF			
144678						CONF	CONF			
144856						CONF	CONF			
144913						CONF	CONF			
145059						CONF	CONF			
145545						CONF	CONF			
145554						CONF	CONF			
145741						CONF	CONF			
145750						CONF	CONF			
145844						CONF	CONF			
145956						CONF	CONF			
146056						CONF	CONF			
146663						CONF	CONF			
146672	1183878	7611405	9261993	4291314	3561	CONF	CONF	12000	49566	
147633	0	0	0	0	0	CONF	CONF	0	0	
147651						CONF	CONF			
147679						CONF	CONF			
147857	0	0	0	0	0	CONF	CONF	0	0	
147923						CONF	CONF			
148171						CONF	CONF			
148238						CONF	CONF			
148340						CONF	CONF			
148470						CONF	CONF			
148715						CONF	CONF			
148809	0	0	0	0	0	CONF	CONF	0	0	
148920						CONF	CONF			
149150						CONF	CONF			
150035		6432	6755	1255		CONF	CONF		161	
150044						CONF	CONF			
150156						CONF	CONF			
150727						CONF	CONF			
151546						CONF	CONF			
151555						CONF	CONF			
151957						CONF	CONF			
152057						CONF	CONF			
152253						CONF	CONF			
152431						CONF	CONF			
152440						CONF	CONF			
153054						CONF	CONF			
153353						CONF	CONF			
154154						CONF	CONF			
154770						CONF	CONF			
155759						CONF	CONF			
156457						CONF	CONF			
156635						CONF	CONF			
156952						CONF	CONF			
156970						CONF	CONF			
157155						CONF	CONF			
157379						CONF	CONF			
157650	0	0	0	0	0	CONF	CONF	0	0	
157744						CONF	CONF			
157856						CONF	CONF			
158376						CONF	CONF			
158741						CONF	CONF			
159636	28459		31158	3020		CONF	CONF	0	993	
159645						CONF	CONF			
159953						CONF	CONF			
159971						CONF	CONF			
160360						CONF	CONF			
160454						CONF	CONF			
160650	0	0	0	0	0	CONF	CONF	0	0	
160959	127944	0	121299	27129	0	CONF	CONF	0	2311	
161273						CONF	CONF			
161602	69385		65927	5857		CONF	CONF		361	
162337						CONF	CONF			
163343						CONF	CONF			
163370						CONF	CONF			
163549	22889	0	22792	3245	0	CONF	CONF	0	681	
163857						CONF	CONF			
164153						CONF	CONF			
164331						CONF	CONF			
164377						CONF	CONF			
164854						CONF	CONF			
164957						CONF	CONF			
164975						CONF	CONF			
165039						CONF	CONF		12	
165628	61387		49159	23251		CONF	CONF		3125	
165758						CONF	CONF			
165806	1104	0	1104	0	0	CONF	CONF	0	20	
166111						CONF	CONF			
166531						CONF	CONF			
166652	0	0	0	0	0	CONF	CONF	0	0	
166849						CONF	CONF			
167060						CONF	CONF			
167453						CONF	CONF			
167565	0	0	0	0	0	CONF	CONF	0	0	
167752						CONF	CONF			
167864						CONF	CONF			
168357						CONF	CONF			
168571						CONF	CONF			
169327						CONF	CONF			
169354						CONF	CONF			
169653	87782		86441	33580		CONF	CONF	1550	2528	
169756						CONF	CONF			
170257						CONF	CONF			
170275						CONF	CONF			
170332	0	0	0	0	0	CONF	CONF	0	0	
170640						CONF	CONF			
171133						CONF	CONF	0		
171656						CONF	CONF			
171759						CONF	CONF			
171768						CONF	CONF			
172158						CONF	CONF			
172251						CONF	CONF			
172457						CONF	CONF			
172475						CONF	CONF			
172859						CONF	CONF			
173306						CONF	CONF			
173342						CONF	CONF			
173548						CONF	CONF			
173557						CONF	CONF			
173575	0	0	0	0	0	CONF	CONF	0	0	
173641						CONF	CONF			
173959						CONF	CONF			
174321						CONF	CONF			
174367	0	0	0	0	0	CONF	CONF	0	0	
174572	3695		3695			CONF	CONF		273	
175056	0	0	0	0	0	CONF	CONF	0	0	
175140	0	0	0	0	0	CONF	CONF	0	0	
175458						CONF	CONF			
175609						CONF	CONF			
176053						CONF	CONF	0		
176101	0	0	0	0	0	CONF	CONF	0	0	
176325	0	0	0	0	0	CONF	CONF	0	0	
176437						CONF	CONF			
176464	0	0	0	0	0	CONF	CONF	0	0	
176642						CONF	CONF			
177135						CONF	CONF			
177443						CONF	CONF			
177500						CONF	CONF			
177555						CONF	CONF			
177751						CONF	CONF			
177920	4386	0	4184	0	0	CONF	CONF	0	85	
178057						CONF	CONF			
178150						CONF	CONF			
178244						CONF	CONF			
178356						CONF	CONF			
178851						CONF	CONF			
179148						CONF	CONF			
179335						CONF	CONF			
179700						CONF	CONF			
180144						CONF	CONF			
180443						CONF	CONF			
180537						CONF	CONF			
180845						CONF	CONF			
181963						CONF	CONF			
182353						CONF	CONF			
182951						CONF	CONF			
183668						CONF	CONF			
183770						CONF	CONF			
183846						CONF	CONF			
183958						CONF	CONF			
184142						CONF	CONF	0		
184656	0	0	0	0	0	CONF	CONF	0	0	
184759						CONF	CONF			
185251						CONF	CONF			
185448	0	0	0	0	0	CONF	CONF	0	0	
185859						CONF	CONF			
186221	0	0	0	0	0	CONF	CONF	0	0	
186548						CONF	CONF			
186717						CONF	CONF			
186744						CONF	CONF			
186856						CONF	CONF			
187648						CONF	CONF			
187899						CONF	CONF			
187947	3759	7365	12422	1187	0	CONF	CONF	0	151	
188056						CONF	CONF			
188177						CONF	CONF			
188430						CONF	CONF			
188449						CONF	CONF	0		
188720						CONF	CONF			
188739						CONF	CONF			
188917						CONF	CONF			
188926	0	0	0	0	0	CONF	CONF	0	0	
189044	86507	6224	95749	16549		CONF	CONF	470	2518	
189129						CONF	CONF			
189549						CONF	CONF	0		
189745	0	97967	88767	21704	0	CONF	CONF	253	3025	
189950						CONF	CONF			
190451						CONF	CONF			
190563						CONF	CONF			
190648						CONF	CONF			
190947						CONF	CONF			
190956						CONF	CONF			
191355	0	0	0	0	0	CONF	CONF	0	0	
191449						CONF	CONF			
191935						CONF	CONF			
192147	0	0	0	0	0	CONF	CONF	0	0	
192558						CONF	CONF	0		
192651						CONF	CONF			
192857						CONF	CONF			
193162						CONF	CONF			
193247						CONF	CONF			
193537						CONF	CONF			
193649	0	0	0	0	0	CONF	CONF	0	0	
193809	3142		2085	1057		CONF	CONF		139	
194440						CONF	CONF			
194570						CONF	CONF			
194936						CONF	CONF			
195111						CONF	CONF			
195157						CONF	CONF			
195456						CONF	CONF			
196743						CONF	CONF			
196752	0	0	0	0	0	CONF	CONF	0	0	
196800	0	0	10450	35501	0	CONF	CONF	0	83	
197142						CONF	CONF			
197254	0	0	0	0	0	CONF	CONF	0	0	
197302						CONF	CONF			
197478	7023	0	8278	911	0	CONF	CONF	22	291	
197759						CONF	CONF			
198046						CONF	CONF			
198073						CONF	CONF			
198149						CONF	CONF			
198251						CONF	CONF			
198961						CONF	CONF			
199052						CONF	CONF			
199137						CONF	CONF			
199351						CONF	CONF			
199436						CONF	CONF			
199463						CONF	CONF			
200042						CONF	CONF			
200378			132426	39178	1421	CONF	CONF	3149	1910	
200435						CONF	CONF			
200640						CONF	CONF			
201254						CONF	CONF			
201647						CONF	CONF			
201834	13549	0	13454	1277	0	CONF	CONF	0	229	
202514						CONF	CONF			
202541						CONF	CONF			
202907	4199		3546	1281	74	CONF	CONF		466	
203043	17370	649	16721	2305	0	CONF	CONF	0	0	
203052	0	0	0	0	0	CONF	CONF	0	0	
203070						CONF	CONF			
203418	0	0	0	0	0	CONF	CONF	0	0	
203575						CONF	CONF			
204004	0	0	0	0	0	CONF	CONF	0	0	
204077						CONF	CONF			
204237						CONF	CONF			
204826						CONF	CONF			
205243						CONF	CONF			
205346						CONF	CONF			
205458						CONF	CONF			
205542						CONF	CONF			
205654	0	0	0	0	0	CONF	CONF	0	2	
206156						CONF	CONF			
206174						CONF	CONF			
206473						CONF	CONF			
206772						CONF	CONF			
206950						CONF	CONF			
207041						CONF	CONF			
207050						CONF	CONF			
207452						CONF	CONF			
207470						CONF	CONF			
207555						CONF	CONF			
207845	8797	0	9312	467	0	CONF	CONF	0	364	
207872						CONF	CONF			
207957						CONF	CONF			
208057	5453	0	5397	399		CONF	CONF	0	154	
208244	148094	0	139261	26198	0	CONF	CONF	0	1468	
208347	0	0	0	0	0	CONF	CONF	0	0	
208440						CONF	CONF			
208459						CONF	CONF			
208570						CONF	CONF			
208655						CONF	CONF			
208972						CONF	CONF			
209148						CONF	CONF			
209362						CONF	CONF			
209447						CONF	CONF			
209559						CONF	CONF			
209830						CONF	CONF			
209858						CONF	CONF			
210238						CONF	CONF			
210256						CONF	CONF			
210434			925			CONF	CONF			
210452						CONF	CONF			
210779						CONF	CONF			
211114	0	0	0	0	0	CONF	CONF	0	0	
211271	341104		303551	123748	1847	CONF	CONF	496	7513	
211338						CONF	CONF			
211851						CONF	CONF			
212018						CONF	CONF			
212335						CONF	CONF			
212344						CONF	CONF			
212465	191693	0	182838	52949	720	CONF	CONF	812	10281	
212522	12884	0	11927	1470		CONF	CONF	0	468	
212577	32138		32336	5873		CONF	CONF	455	814	
213471						CONF	CONF			
213538						CONF	CONF			
213912						CONF	CONF			
213958	0	0	0	0	0	CONF	CONF	0	0	
214106						CONF	CONF			
214414	12375	0	13009	248	0	CONF	CONF	0	396	
214722						CONF	CONF			
214807						CONF	CONF			
214843						CONF	CONF			
215345						CONF	CONF			
215354						CONF	CONF			
215653						CONF	CONF			
215662						CONF	CONF			
215710						CONF	CONF			
216164						CONF	CONF			
216230						CONF	CONF			
216632						CONF	CONF			
216922	34137	0	30856	9311	0	CONF	CONF	700	797	
