"IDRSSD"	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	RCONH274	RCONH275	RCONH276	
1669																																																																																																																															292046	2904	0	1193	136873	33804	33462	342	0	39359	0	39359	0	0	11964	63057	0	0	0	0	0	0	0	0	0	0	0	15526	83	392	128	14072	45509	103150	68807	78014	0	0	0	0	0	0	0	0	0	0	0	0	203	41	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	3890	1945	0	0	0	1945	45509	103150	68807	80988	0	20630	34404	80988	135680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
1856																																																																																																																															112498	581	0	0	53934	42022	3308	38714	0	3000	0	0	0	3000	13632	14294	0	2007	1520	0	1520	0	0	0	0	0	0	3034	26	1473	0	1437	16981	56099	7983	29939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6504	3252	0	0	0	3252	16981	56099	7983	34501	0	11220	3992	34501	53934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2040																																																																																																																															209368	2770	0	769	160091	4991	3043	1948	0	0	0	0	0	0	8345	4152	28332	3258	15477	0	15477	0	0	0	0	0	0	10519	0	0	0	10204	18309	22302	48095	122712	231	231	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14688	7344	0	0	0	7344	18309	22302	48095	130287	0	4460	24048	130287	159322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2161																																																																																																																															153374	948	0	0	98202	26830	1900	24930	0	0	0	0	0	0	691	13411	737	0	3612	0	3612	0	0	0	0	0	0	7717	0	0	0	7717	2591	41953	39876	69873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294	647	647	0	0	0	4162	41953	39876	69873	0	8391	19938	69873	98202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2376																																																																																																																															4141471	30473	0	0	3708480	23483	11355	12128	0	302851	601	292203	0	10047	1865	45775	0	0	0	0	0	0	0	0	0	0	0	202257	5	26540	1038	159983	18831	376646	345478	3402220	0	0	0	0	0	0	66	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	200800	200800	200800	0	0	0	15304	7652	0	0	0	7652	219631	395170	345478	3415065	0	79034	172739	3415065	3708480	14999	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2554																																																																																																																															14579	161	0	11	12071	2475	0	2475	0	250	0	0	250	0	0	0	1480	913	0	0	0	0	0	0	0	0	0	633	0	0	0	327	0	2475	1926	9962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2475	1926	10407	0	495	963	10407	12060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2732																																																																																																																															591871	4695	0	0	475071	67155	60665	6490	0	0	0	0	0	0	0	77241	0	300	0	0	0	0	0	0	0	0	0	7985	174	499	221	5979	60839	84230	59126	389563	343	343	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70941	35471	0	0	0	35471	60839	84230	59126	425377	0	16846	29563	425377	475071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2750																																																																																																																															56247	862	0	292	46471	1298	1158	140	0	0	0	0	0	0	362	4081	405	0	760	0	760	0	0	0	0	0	0	3262	3	201	7	2992	1974	5975	3325	40585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1974	5975	3325	40585	0	1195	1663	40585	46179	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0		3804	761	0	0	0	0	
3252																																																																																																																															189812	3886	0	2416	117573	4138	2650	1488	0	0	0	0	0	0	20731	60579	5025	92	0	0	0	0	0	0	0	0	0	6159	118	570	52	5419	24667	70258	5357	90649	370	370	0	0	0	370	255	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	171	0	0	0	171	24667	70258	5357	93756	0	14052	2679	93756	115157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
3458																																																																																																																															51290	383	0	0	38682	4664	2952	1712	0	4244	0	3373	472	399	445	4218	0	200	86	0	86	0	0	0	0	0	0	1185	341	57	53	587	3738	9446	6900	31138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3738	9446	6900	32230	0	1889	3450	32230	38682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
