"IDRSSD"	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	RCONH274	RCONH275	RCONH276	
1669																																																																																																																															283358	2958	0	839	169544	9776	7401	0	0	38583	0	8004	30579	0	10976	53536	0	0	0	0	0	0	0	0	0	0	0	17634	0	0	0	15000	18377	61540	108122	96814	0	0	0	0	0	0	0	0	0	0	0	0	236	47	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	4070	2035	0	0	0	2035	18377	61540	108122	99989	0	12308	54061	99989	168705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
1856																																																																																																																															106129	575	0	0	51263	31724	1715	30009	0	0	0	0	0	0	14550	12010	0	5006	0	0	0	0	0	0	0	0	0	3317	29	1451	0	1739	16311	43552	13796	31779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16311	43552	13796	32022	0	8710	6898	32022	51263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2040																																																																																																																															197286	2831	0	1119	136978	6184	3143	3041	0	0	0	0	0	0	7091	31744	895	1515	12595	0	12595	0	0	0	0	0	0	9736	0	0	0	9416	17086	47380	32873	102331	231	231	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14777	7389	0	0	0	7389	17086	47380	32873	109999	0	9476	16437	109999	135859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2161																																																																																																																															161021	1465	0	116	107959	20454	1965	18489	0	0	0	0	0	0	584	15894	728	0	3385	0	3385	0	0	0	0	0	0	9227	0	0	0	9227	2549	37768	43524	78643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1221	611	611	0	0	0	4361	37768	43524	78643	0	7554	21762	78643	107843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2376																																																																																																																															4089332	28639	0	0	3636626	19060	10916	8144	0	348767	590	333139	0	15038	1546	36631	0	0	0	0	0	0	0	0	0	0	0	201038	5	29121	1011	154975	18061	407035	344037	3321757	0	0	0	0	0	0	66	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	157000	157000	157000	0	0	0	30352	15176	0	0	0	15176	175061	420795	344037	3343019	0	84159	172019	3343019	3636626	11135	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2554																																																																																																																															15689	156	0	0	14245	1946	0	1946	0	250	0	0	250	0	0	0	713	916	0	0	0	0	0	0	0	0	0	834	0	0	0	443	0	1946	1378	11966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1946	1378	12378	0	389	689	12378	14245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2732																																																																																																																															600844	4934	0	0	467834	103696	73406	30290	0	0	0	0	0	0	0	66207	0	300	0	0	0	0	0	0	0	0	0	8824	174	356	173	7009	73580	96853	51837	381167	180	180	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66971	33486	0	0	0	33486	73580	96853	51837	420393	0	19371	25919	420393	467834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2750																																																																																																																															62074	867	0	233	51565	3351	1244	2106	0	0	0	0	0	0	300	3881	300	0	0	0	0	0	0	0	0	0	0	3562	3	149	3	3327	1974	6932	3131	45857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1974	6932	3131	45857	0	1386	1566	45857	51332	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0		3781	756	0	0	0	0	
3252																																																																																																																															190536	4510	0	2970	123204	4435	2090	2345	0	0	0	0	0	0	17905	57601	5449	80	0	0	0	0	0	0	0	0	0	5389	92	580	43	4674	21190	68922	5734	95654	370	370	0	0	0	370	259	130	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	352	0	0	0	352	21190	68922	5734	98669	0	13784	2867	98669	120234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
3458																																																																																																																															53775	366	0	0	42537	2948	1173	1775	0	4773	0	4184	191	398	201	4121	0	0	263	0	263	0	0	0	0	0	0	1120	330	57	2	584	1704	10400	6369	35463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678	339	0	0	0	339	1704	10400	6369	36525	0	2080	3185	36525	42537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
