"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
1669																																																																	47763	1711	1711	16.2261%	35.2027%	33.9416%	46052	135680	283815	-916	0			27.2027%			1600	33.9416%	1	0	45495	0	0	0	-557	0	0	0	0		0	0	46052	0	0	0	0	0	0	46052	0	0	0	0	0	0	0	0	0	1711	0	0	0	0	283815	44811										
1856																																																																	14995	581	581	12.0099%	27.8025%	26.7253%	14414	53934	120018	-835	0			19.8025%			14782	26.7253%	1	0	13677	98	0	0	-835	0	0	0	0		0	0	14414	0	0	0	0	0	0	14414	0	0	0	0	0	0	0	0	0	581	0	98	0	0	120116	-270										
2040																																																																	24231	2001	2001	11.0449%	15.2088%	13.9529%	22230	159322	201269	-171	0			7.2088%			4750	13.9529%	1	0	22479	0	0	0	249	0	0	0	0		0	0	22230	0	0	0	0	0	0	22230	0	0	0	0	0	0	0	0	0	2001	0	0	0	0	201269	17900										
2161																																																																	17436	948	948	10.8908%	17.7552%	16.7899%	16488	98202	151394	29	0			9.7552%			2356	16.7899%	1	0	16517	0	0	0	29	0	0	0	0		0	0	16488	0	0	0	0	0	0	16488	0	0	0	0	0	0	0	0	0	948	0	0	0	0	151394	14132										
2376																																																																	530406	30473	30473	12.1253%	14.3025%	13.4808%	499933	3708480	4123065	9080	0			6.3025%			44498	13.4808%	1	0	509012	0	0	0	-634	0	10383	-670	0		0	0	499933	0	0	0	0	0	0	499933	0	0	0	0	0	0	0	0	0	30473	0	0	0	0	4123065	455434										
2554																																																																	1475	150	150	9.1893%	12.2305%	10.9867%	1325	12060	14419	-21	0			4.2305%			1325	10.9867%	1	0	1593	289	0	0	-21		0	0	0		0	0	1325	0	0	0	0	0	0	1325	0	0	0	0	0	0	0	0	0	150	0	289		0	14708	289										
2732																																																																	94846	4695	4695	15.1664%	19.9646%	18.9763%	90151	475071	594412	-341	0			11.9646%			5789	18.9763%	1	0	90922	0	1112	0	-341	0	0	0	0		0	0	90151	0	0	0	0	0	0	90151	0	0	0	0	0	0	0	0	0	4695	0	1112	0	0	595524	85474										
2750																																																																	7699	580	580	12.3053%	16.6721%	15.4161%	7119	46179	57853	-261	0			8.6721%			6816	15.4161%	1	0	7054	0	0	0	-261	196	0	0	0		0	0	7119	0	0	0	0	0	0	7119	0	0	0	0	0	0	0	0	0	580	0	0	0	0	57853	499										
3252																																																																	26899	1470	1470	13.3792%	23.3585%	22.0820%	25429	115157	190063	-945	0			15.3585%			500	22.0820%	1	0	24484	0	0	0	-945	0	0	0	0		0	0	25429	0	0	0	0	0	0	25429	0	0	0	0	0	0	0	0	0	1470	0	0	0	0	190063	24929										
3458																																																																	5017	383	383	9.6331%	12.9699%	11.9797%	4634	38682	48105	-33	0			4.9699%			1201	11.9797%	1	0	4601	0	0	0	-33	0	0	0	0		0	0	4634	0	0	0	0	0	0	4634	0	0	0	0	0	0	0	0	0	383	0	0	0	0	48105	3433										
3720																																																																	38605	1650	1650	13.5459%	23.4150%	22.4142%	36955	164873	272813	-1491	0			15.4150%			21000	22.4142%	1	0	35464	0	0	0	-1491	0	0	0	0		0	0	36955	0	0	0	0	0	0	36955	0	0	0	0	0	0	0	0	0	1650	0	0	0	0	272813	15955										
3971																																																																	114519	8461	8461	13.6100%	16.9618%	15.7086%	106058	675159	779266	-779	0			8.9618%			171278	15.7086%	1	0	115206	9913	0	14	-797	18	0	0	0		0	0	106058	0	0	0	0	0	0	106058	0	0	0	0	0	0	0	0	0	8461	0	9927	0	0	789193	-55293										
4156																																																																	23182	1879	1879	10.0438%	15.4248%	14.1746%	21303	150290	212100	-876	0			7.4248%			7857	14.1746%	1	0	22210	1783	0	0	-876	0	0	0	0		0	0	21303	0	0	0	0	0	0	21303	0	0	0	0	0	0	0	0	0	1879	0	1783	0	0	213883	15229										
4231																																																																	17597	655	655	14.6129%	32.9088%	31.6839%	16942	53472	115939	-1162	0			24.9088%			12600	31.6839%	1	0	15657	0	0	149	-1471	0	0	0	0		0	0	16979	0	0	0	0	37	37	16942	0	0	0	0	37	0	0	0	0	655	0	186	0	0	116125	4219										
4839																																																																	45374	3337	3337	12.3916%	17.0607%	15.8060%	42037	265956	339238	-2108	0			9.0607%			16715	15.8060%	1	0	39929	0	0	0	-2446	0	338	0	0		0	0	42037	0	0	0	0	0	0	42037	0	0	0	0	0	0	0	0	0	3337	0	0	0	0	339238	25322										
5069																																																																	185233	4985	4985	40.8935%	47.3383%	46.0644%	180248	391296	440774	2784	0			39.3383%			8629	46.0644%	1	0	183055	0	0	0	2783	24	0	0	0		0	0	180248	0	0	0	0	0	0	180248	0	0	0	0	0	0	0	0	0	4985	0	0	0	0	440774	171642										
5135																																																																	69022	4317	4317	13.9862%	19.9965%	18.7458%	64705	345170	462636	-780	0			11.9965%			25042	18.7458%	1	0	66873	1042	0	0	1126	0	0	0	0		0	0	64705	0	0	0	0	0	0	64705	0	0	0	0	0	0	0	0	0	4317	0	1042	0	0	463678	42611										
5210																																																																	155600	13498	13498	9.0853%	13.9011%	12.6952%	142102	1119338	1564088	-8362	-6036			5.9011%			48151	12.6952%	1	0	145630	10275	1617	0	-2326		0	-6038	0		0	0	142102	0	0	0	0	0	0	142102	0	0	0	0	0	0	0	0	0	13498	0	11892		0	1569944	105841										
5461																																																																	64581	5715	5715	9.3126%	14.1438%	12.8922%	58866	456603	632112	-2346	0			6.1438%			6300	12.8922%	1	0	56520	0	0	0	-2346	0	0	0	0		0	0	58866	0	0	0	0	0	0	58866	0	0	0	0	0	0	0	0	0	5715	0	0	0	0	632112	52566										
5751																																																																	34404	1917	1917	15.8549%	22.4673%	21.2154%	32487	153129	204902	-19	0			14.4673%			9352	21.2154%	1	0	33721	1089	164	0	-19	0	0	0	0		0	0	32487	0	0	0	0	0	0	32487	0	0	0	0	0	0	0	0	0	1917	0	1253	0	0	206155	24388										
6039																																																																	31633	2558	2558	10.9333%	15.4803%	14.2285%	29075	204344	265930	-243	0			7.4803%			31037	14.2285%	1	0	28832	0	0	0	-243	0	0	0	0		0	0	29075	0	0	0	0	0	0	29075	0	0	0	0	0	0	0	0	0	2558	0	0	0	0	265930	-1962										
6329																																																																	72035	7288	7288	9.5688%	12.4140%	11.1581%	64747	580270	676644	-136	0			4.4140%			25000	11.1581%	1	0	65658	0	0	1047	-136	0	0	0	0		0	0	64747	0	0	0	0	0	0	64747	0	0	0	0	0	0	0	0	0	7288	0	1047	0	0	677691	40794										
7009																																																																	75187	0	1122	8.4754%	22.8685%	22.5272%	74065	328780	873882	488	0			14.8685%			1052	22.5272%	1	0	74553	0	0	0	488	0	0	0	0		0	0	74065	0	0	0	0	0	0	74065	0	0	0	0	0	0	0	0	0	1122	0	0	1122	0	873882	73013										
7045																																																																	21605	1102	1102	9.8196%	22.0012%	20.8790%	20503	98199	208797	-2292	0			14.0012%			2425	20.8790%	1	0	18211	0	0	0	-2292	0	0	0	0		0	0	20503	0	0	0	0	0	0	20503	0	0	0	0	0	0	0	0	0	1102	0	0	0	0	208797	18078										
7072																																																																	29741	1868	1868	8.9967%	14.0820%	13.1975%	27873	211199	309813	-336	0			6.0820%			4061	13.1975%	1	0	35066	3707	1051	2771	-395		0	59	0		0	0	27873	0	0	0	0	0	0	27873	0	0	0	0	0	0	0	0	0	1868	0	7529		0	317342	31341										
7456																																																																	8557	869	869	8.6165%	11.9158%	10.7057%	7688	71812	89224	-5	0			3.9158%			5500	10.7057%	1	0	7683	0	0	0	-5	0	0	0	0		0	0	7688	0	0	0	0	0	0	7688	0	0	0	0	0	0	0	0	0	869	0	0	0	0	89224	2188										
7634																																																																	9759	573	573	13.7031%	21.4942%	20.2321%	9186	45403	67036	-265	0			13.4942%			8260	20.2321%	1	0	8921	0	0	0	-265	0	0	0	0		0	0	9186	0	0	0	0	0	0	9186	0	0	0	0	0	0	0	0	0	573	0	0	0	0	67036	926										
8033																																																																	35355	1248	1248	13.0726%	18.5795%	17.9237%	34107	190290	260904	-73	0			10.5795%			6000	17.9237%	1	0	34195	0	0	0	88	0	0	0	0		0	0	34107	0	0	0	0	0	0	34107	0	0	0	0	0	0	0	0	0	1248	0	0	0	0	260904	28268										
8462																																																																	22988	948	948	12.3476%	30.3809%	29.1280%	22040	75666	178496	-1528	0			22.3809%			700	29.1280%	1	0	20512	0	0	0	-1528	0	0	0	0		0	0	22040	0	0	0	0	0	0	22040	0	0	0	0	0	0	0	0	0	948	0	0	0	0	178496	21340										
8631																																																																	7322	427	427	10.8013%	19.0127%	17.9040%	6895	38511	63835	-234	0			11.0127%			1300	17.9040%	1	0	6661	0	0	0	-234	0	0	0	0		0	0	6895	0	0	0	0	0	0	6895	0	0	0	0	0	0	0	0	0	427	0	0	0	0	63835	5595										
9357																																																																	60486	3314	3314	12.5516%	19.2161%	18.1633%	57172	314767	455496	-1359	0			11.2161%			55160	18.1633%	1	0	82568	26747	0	0	-1359	8	0	0	0		0	0	57172	0	0	0	0	0	0	57172	0	0	0	0	0	0	0	0	0	3314	0	26747	0	0	482243	28767										
9553																																																																	16046	1007	1007	9.3834%	14.1847%	13.2945%	15039	113122	160273	-908	0			6.1847%			2100	13.2945%	1	0	14131	0	0	0	-609		0	0	-299		0	0	15039	0	0	0	0	0	0	15039	0	0	0	0	0	0	0	0	0	1007	0	0		0	160273	12939										
9807																																																																	383151	26400	26400	14.8443%	18.1816%	16.9288%	356751	2107361	2403289	-2149	0			10.1816%			132272	16.9288%	1	0	354602	0	0	0	-2149		0	0	0		0	0	356751	0	0	0	0	0	0	356751	0	0	0	0	0	0	0	0	0	26400	0	0		0	2403289	224479										
9955																																																																	20471	1208	1208	12.5272%	21.2560%	20.0017%	19263	96307	153770	-423	0			13.2560%			3133	20.0017%	1	0	18840	0	0	0	-423	0	0	0	0		0	0	19263	0	0	0	0	0	0	19263	0	0	0	0	0	0	0	0	0	1208	0	0	0	0	153770	16130										
10250																																																																	42009	3119	3119	9.4407%	14.3539%	13.2882%	38890	292666	411941	-1972	0			6.3539%			32300	13.2882%	1	0	36918	0	0	0	-1972	0	0	0	0		0	0	38890	0	0	0	0	0	0	38890	0	0	0	0	0	0	0	0	0	3119	0	0	0	0	411941	6590										
10849																																																																	26955	1149	1149	9.4760%	17.5876%	16.8379%	25806	153261	272331	-2093	0			9.5876%			15391	16.8379%	1	0	25287	694	0	704	-2093	0	0	0	0		0	0	25982	0	0	0	0	176	176	25806	0	0	0	0	176	0	0	0	0	1149	0	1398	0	0	273729	11989										
11145																																																																	24622	2311	2311	8.7833%	12.6982%	11.5063%	22311	193902	254015	-201	0			4.6982%			12000	11.5063%	1	0	22560	450	0	0	-201		0	0	0		0	0	22311	0	0	0	0	0	0	22311	0	0	0	0	0	0	0	0	0	2311	0	450		0	254465	10761										
11640																																																																	48391	3578	3578	12.2095%	16.9130%	15.6624%	44813	286118	367034	-1489	0			8.9130%			39895	15.6624%	1	0	43324	0	0	0	-1489	0	0	0	0		0	0	44813	0	0	0	0	0	0	44813	0	0	0	0	0	0	0	0	0	3578	0	0	0	0	367034	4918										
11837																																																																	14928	673	673	14.3959%	27.8269%	26.5723%	14255	53646	99021	-993	0			19.8269%			12000	26.5723%	1	0	13262	0	0	0	-993	0	0	0	0		0	0	14255	0	0	0	0	0	0	14255	0	0	0	0	0	0	0	0	0	673	0	0	0	0	99021	2255										
12030																																																																	58360	3203	3203	15.0951%	23.3322%	22.0517%	55157	250126	365397	-62	0			15.3322%			600	22.0517%	1	0	55219	0	0	0	62	0	0	0	0		0	0	55157	0	0	0	0	0	0	55157	0	0	0	0	0	0	0	0	0	3203	0	0	0	0	365397	54681										
12142																																																																	26199	1643	1643	10.7313%	18.3461%	17.1956%	24556	142804	228826	-3599	0			10.3461%			15900	17.1956%	1	0	20957	0	0	0	-1359		0	-2240	0		0	0	24556	0	0	0	0	0	0	24556	0	0	0	0	0	0	0	0	0	1643	0	0		0	228826	8656										
12179																																																																	7965	140	140	18.1117%	28.1042%	27.6102%	7825	28341	43204	-6	0			20.1042%			0	27.6102%	1	0	7819	0	0	0	-6	0	0	0	0		0	0	7825	0	0	0	0	0	0	7825	0	0	0	0	0	0	0	0	0	140	0	0	0	0	43204	7825										
12311																																																																	11434731	802051	1802658	9.4589%	14.0342%	11.8217%	9632073	81477638	101830904	-657852	0			5.8217%			9027108	10.7406%	1	0	10325757	1907961	286837	28825	-312302		-24	-229888	-115638		8805	0	8751181	0	0	0	0	0	0	8751181	780000	0	100892	880892	0	880892	1000607	0	0	1802658	0	2232428		0	104063332	1956501										
12647																																																																	18315	1044	1044	10.8852%	17.0420%	16.0705%	17271	107470	158665	0	0			9.0420%			17306	16.0705%	1	0	18164	0	893	0	0	0	0	0	0		0	0	17271	0	0	0	0	0	0	17271	0	0	0	0	0	0	0	0	0	1044	0	893	0	0	159558	858										
12656																																																																	1957	120	120	10.7001%	20.4857%	19.2296%	1837	9553	17168	0	0			12.4857%			460	19.2296%	1	0	1837	0	0	0	0	0	0	0	0		0	0	1837	0	0	0	0	0	0	1837	0	0	0	0	0	0	0	0	0	120	0	0	0	0	17168	1377										
12937																																																																	37050	2033	2033	17.1692%	22.7944%	21.5436%	35017	162540	203953	0	0			14.7944%			6000	21.5436%	1	0	35017	0	0	0	0		0	0	0		0	0	35017	0	0	0	0	0	0	35017	0	0	0	0	0	0	0	0	0	2033	0	0		0	203953	29017										
12946																																																																	150393	14158	14158	9.6450%	13.3238%	12.0695%	136235	1128753	1412494	-3138	0			5.3238%			59756	12.0695%	1	0	148442	14164	1181	0	-3138		0	0	0		0	0	136235	0	0	0	0	0	0	136235	0	0	0	0	0	0	0	0	0	14158	0	15345		0	1427839	91824										
13103																																																																	269238	15314	30596	11.7500%	13.4491%	11.9207%	238642	2001910	2031004	9493	11193			5.4491%			34519	11.9175%	1	0	259549	6773	4706	0	20686	0	0	-11193	0		0	0	238577	0	0	0	0	0	0	238577	0	0	65	65	0	65	0	0	15	30596	0	11479	15267	0	2053676	215537										
13251																																																																	5375	381	381	11.0558%	17.6745%	16.4217%	4994	30411	45171	-19	0			9.6745%			2000	16.4217%	1	0	4975	0	0	0	-19	0	0	0	0		0	0	4994	0	0	0	0	0	0	4994	0	0	0	0	0	0	0	0	0	381	0	0	0	0	45171	2994										
13457																																																																	6266	142	142	24.1797%	55.3485%	54.0942%	6124	11321	25327	-34	0			47.3485%			5902	54.0942%	1	0	6090	0	0	0	-34	0	0	0	0		0	0	6124	0	0	0	0	0	0	6124	0	0	0	0	0	0	0	0	0	142	0	0	0	0	25327	222										
14052																																																																	7490	513	513	10.3770%	17.1094%	15.9376%	6977	43777	67235	-72	0			9.1094%			2688	15.9376%	1	0	6905	0	0	0	-72	0	0	0	0		0	0	6977	0	0	0	0	0	0	6977	0	0	0	0	0	0	0	0	0	513	0	0	0	0	67235	4289										
14155																																																																	23549	2241	2241	9.9646%	13.1567%	11.9047%	21308	178988	213836	-124	0			5.1567%			336	11.9047%	1	0	21184	0	0	0	-124	0	0	0	0		0	0	21308	0	0	0	0	0	0	21308	0	0	0	0	0	0	0	0	0	2241	0	0	0	0	213836	20972										
