"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
	Allowance for credit losses on other	Allowance for credit losses on other	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	Balance most recently reported for e	Recoveries, Held-to-maturity debt se	Provisions for credit losses, Held-t	Adjustments, Held-to-maturity debt s	Less: charge-offs, Held-to-maturity 	Balance end of current period, Held-	Balance most recently reported for e	Recoveries, Available-for-sale debt 	Provisions for credit losses, Availa	Adjustments, Available-for-sale debt	Less: charge-offs, Available-for-sal	Balance at end of current period, Av	Less: Write-downs arising from trans	Less: Write-downs arising from trans	Provisions for credit losses on othe	
37			991	0	4	0	997	10	0																				
242			187	0	4	0	188	5	0																				
279			1051	89	4	0	974	16	0																				
354			161	33	14	0	136	22	0																				
457			493	95	4	0	453	59	0																				
505			6028	540	41	0	5652	205	0																				
1155			3703	305	36	0	3413	51	0																				
1351			982	245	68	0	1200	531	0																				
1454			3449	108	41	0	3384	84	0																				
1669			2936	191	29	0	2959	243	0																				
1856			234	820	2	0	575	1163	0																				
2161			1447	78	279	0	1465	375	0			0	0																
2376			28608	0	34	0	28639	65	0			0	0																
2732			5023	60	30	0	4933	0	0																				
2750			553	-70	7	0	867	251	0																				
3252			4247	900	429	0	4510	1592	0																				
3458			518	185	10	0	366	43	0																				
3720			1724	48	7	0	1685	16	0				0																
3971			2529	2826	446	0	211	954	0																				
4156			1815	225	62	0	1850	322	0																				
4231			851	180	12	0	676	17	0																				
5069			8758	483	0	0	8275	0	0																				
5135			4964	1025	51	0	4943	1055	0																				
5210			13924	425	100	0	13964	565	0																				
5461			6140	0	34	0	6141	35	0																				
5751			2077	0	9	0	2079	11	0																				
6039			3084	295	9	0	2949	169	0			0	0																
6329			13164	7900	1168	0	11712	7616	0				0																
7009			0	0	0	0	0	0	0																				
7045			1408	180	19	0	1256	47	0			0	0																
7072			2212	378	73	0	1962	201	0																				
7456			857	40	1	0	816	0	0																				
7634			1193	90	40	0	1075	12	0																				
8033			1392	190	27	0	1417	242	0																				
8462			1168	77	8	0	1097	14	0																				
8631			400	0	3	0	428	31	0																				
9357			4399	454	110	0	4065	230	0																				
9553			1211	0	2	0	1209	0	0																				
9807			33034	0	908	0	32206	80	0				0																
9955			1734	77	1	0	1811	155	0																				
10250			3184	-325	195	0	3533	219	0																				
10849			1545	198	0	0	1347	0	0																				
11145			2377	283	54	0	2452	412	0				0																
11640			3545	47	112	0	3608	222	0																				
11837			831	0	3	0	833	5	0																				
12030			8477	0	5408	0	8140	5071	0																				
12142			1653	90	43	0	1686	166	0																				
12311			782380	203755	75838	0	771875	269088	0	0	5061		0																
12647			1076	0	6	0	1074	4	0			0	0																
