"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	
1557																																																																																																														0	0	0							243	2088	2905	24	482	1587	511	16	134	700	1153	0	0	0	0	0	0	0				0	0	0	482	1587	24	0	0	0	0	0	0	0	0	0	0	85	0	371	119	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
1669																																																																																																														0	0	0							283	1440	64				21	0	220	0	0	0	0	0	0	0	0	0				0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1128	54	40	0	0	0	49	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
1856																																																																																																														0	0	0							2841	0	0				0	0	0	0	0	0	0	0	2700	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	3100	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2040																																																																																																														0	0	0							621	684	3	0	0	0	0	0	190	0	0	0	600	0	0	0	0	0				0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	62	0	0	61	0	0	0	0	0																																		0	0	0	0	0	0	
2161																																																																																																														0	0	0							2812	4495	12	0	0	0	2705	2	202	0	0	0	0	0	0	0	0	0				0	0	0	146	0	2610	0	0	0	4	0	0	0	0	0	0	0	0	1592	10	0	0	0	0	234	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																														0	0	0	0	0	0	0	0	0	14463	3325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	6243	81	2009	0	0	0	0	0	5159	0	0	0	0	0	0	0	0	0	0	725	591	0	0	359	7614	0	0	176	0	0	0	0	0	0	0	0	3927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																														0	0	0							1	221	61	0	0	0	0	55	0	133	0	0	0	0	0	0	0	0				0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2732																																																																																																														0	0	0							1490	74	0	0	0	0	68	0	0	0	0	0	0	0	537	0	0	0				0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	842	0				0	0	0	0	0	0	0	0	0	0	704	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2750																																																																																																														0	0	0							1049	513	0	157	33	0	40	0	0	437	0	892	0	0	0	0	0	0				0	0	0	33	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1940	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
3252																																																																																																														0	0	0							3605	2382	0	2040	254	0	827	0	286	922	0	237	0	0	0	0	0	0				0	0	0	260	0	2040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	702	0	78	0	0	0	247	0	0	0							0	0	0	22	0	0	20	0	0	0	0	0																																		0	0	0	0	0	0	
3458																																																																																																														0	0	0							4	538	629	0	0	0	198	547	0	0	0	0	0	0	0	0	0	0				0	0	0	84	82	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
3720																																																																																																														0	0	0							410	461	35	0	0	0	13	0	0	34	0	0	0	0	0	0	0	0				10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	265	22	0	0	0	0	0	0				0	0	0	0	71	0	0	0	0	0	81	0	0	0	65	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	
3971																																																																																																														0	0	0							9244	3074	0	1112	171	0	129	0	0	1306	0	1206	0	0	0	0	0	0				39	0	0	171	0	1112	0	0	0	0	0	0	0	0	0	0	3977	184	890	0	0	0	0	0	3276	0				0	0	0	0	0	440	0	0	0	0	688	1373	106	0	1796							106	0	3169	278	0	673	248	0	625	0	0	0																																		0	0	0	0	0	0	
4156																																																																																																														0	0	0							677	202	63	0	0	0	0	63	27	82	0	453	0	0	0	0	0	0				0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	152	0	118	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																														0	0	0							1699	1570	0				12	0	19	111	0	35	0	0	0	0	0	0				0	0	0	36	0	29	0	0	0	0	0	0	0	0	0	0	193	0	435	0	0	0	0	0	107	0				0	0	0	0	0	1390	169	640	0	0	0	0	0	0	0							323	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
