"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													66	0	20	0	0	0	0	0	31	15	0	0	0				
242													16	0	0	0	0	0	0	0	16	0	0	0	0				
279													850	0	512	0	50	286	18	0	97	241	0	150	0	ATM SETTLEMENT	I Pay Bill Pay		
354													1	0	0	0	0	0	0	0	1	0	0	0	0				
457													20	0	0	0	0	0	0	0	11	9	0	0	0				
505													4879	0	1372	490	0	919	0	0	18	2907	92	0	0	Deferred Service Fee			
1155													1978	0	1634	0	0	0	0	0	83	261	0	1471	0				
1351													317	0	41	0	0	0	0	0	144	132	0	0	0				
1454													1604	0	1315	0	0	0	0	0	50	239	0	1171	0				
1557													17	0	2	0	0	0	0	0	15	0	0	0	0				
1669													422	0	127	0	0	0	0	0	70	225	0	127	0				
1829													1673	0	498	0	215	0	0	0	644	531	0	0	0				
1856													81	0	4	0	0	4	0	0	57	20	0	0	0	Deferred Loan Fees			
2040													476	0	260	7	0	0	0	0	15	194	0	136	0				
2161													1628	0	1477	0	0	0	0	0	56	95	0	1477	0				
2376													55785	0	26763	0	0	0	0	0	734	28288	0	19768	6603				
2554													15	0	3	0	0	0	0	0	12	0	0	0	0				
2732													766	0	354	0	59	0	0	0	75	337	0	63	0				
2750													266	120	120	0	0	0	0	0	14	122	10	0	0				
3252													172	0	0	0	0	0	0	0	89	83	0	0	0				
3458													164	0	40	56	0	0	0	0	32	36	0	0	0				
3720													2309	0	0	0	0	0	0	0	34	2275	0	0	0				
3971													10167	0	5014	0	1760	0	0	0	277	4655	221	2340	0				
4156													455	0	344	0	0	115	0	0	81	30	0	0	0	Executive Deferred Incentive			
4231													186	0	0	0	0	0	0	0	113	73	0	0	0				
4839													1093	119	123	0	0	0	0	0	139	831	0	0	0				
5069													4357	0	1714	0	811	903	0	0	513	1334	796	0	0	Deferred Income			
5135													2062	0	897	0	0	0	0	0	161	1004	0	877	0				
5210													8189	0	6491	0	0	1959	0	0	710	940	48	2550	0	Deferred Director Fees			
5461													3861	0	2954	0	0	0	0	0	4	573	330	2479	0				
5751													1396	0	1287	9	0	584	0	0	44	56	0	701	0	Post Retirement Benefits Payable			
6039													911	0	294	0	0	116	0	0	257	360	0	0	0	ATM SUSPENSE			
6141													40	0	0	0	0	0	0	0	19	21	0	0	0				
6329													7601	0	2123	0	170	0	0	0	221	5257	0	1885	0				
7009													8367	0	9	54	0	0	0	0	78	8226	0	0	0				
7045													497	0	0	0	0	0	0	0	46	451	0	0	0				
7072													3543	0	2761	0	0	69	0	0	3	779	0	2338	0	Covenant Agreement Payable		0	
7157													158	0	39	0	0	0	0	0	19	100	0	0	0				
7456													83	0	0	0	0	0	0	0	19	64	0	0	0				
7634													118	0	66	0	0	0	0	0	36	16	0	0	0				
8033													2467	0	2031	0	45	18	0	0	342	94	0	1968	0	All Other Assets			
8462													95	0	0	0	0	0	0	0	90	0	5	0	0				
8631													584	0	520	0	516	0	0	0	10	54	0	0	0				
9357													2384	0	1573	0	0	0	0	0	2	809	0	1429	0				
9553													1057	0	72	14	0	0	0	0	60	911	0	0	0				
9807													8487	0	1958	0	0	0	0	0	1018	4156	1355	0	1703				
9955													118	0	0	0	0	0	0	0	18	100	0	0	0				
10250													468	0	261	0	0	0	0	0	97	110	0	99	0				
10849													394	0	16	0	15	0	0	0	51	327	0	0	0				
11145													2126	0	651	0	0	651	0	0	41	1434	0	0	0	Great Lakes Capital Fund Commitment			
11640													1735	0	1044	0	0	0	0	0	344	347	0	1044	0				
11837													49	0	1	0	0	0	0	0	9	39	0	0	0				
12030													2810	0	2602	0	1361	0	0	0	107	101	0	1241	0				
12142													2652	0	2578	0	0	219	0	0	74	0	0	2352	0	SERP liability			
12179													421	0	354	0	0	0	0	0	1	66	0	354	0				
12311	1185653	0	666402	8007	313315	0	0	0	406637	97878	0	0									6729								
12647													500	290	290	0	0	0	0	0	49	161	0	0	0				
12656													20	0	0	0	0	0	0	0	12	8	0	0	0				
12937													2912	0	152	2420	57	0	0	0	89	251	0	0	0				
12946													9708	0	7955	0	0	0	0	0	619	1134	0	7688	0				
12955													372	0	58	0	58	0	0	0	27	287	0	0	0				
13103													36824	0	31119	0	0	28037	0	0	244	5454	7	0	0	Defined Benefit Retirement Plan Liability			
13251													184	0	141	0	0	46	0	8	7	36	0	0	0	Deferred Gain on sale of ORE	Accrued Employee  B&P	Contra Asset Account Loan Dics Exp	
13457													156	0	113	0	0	0	0	0	3	40	0	0	0	Projected Split-dollar Life Insurance Payable			
14052													497	0	408	0	0	362	0	0	9	80	0	0	0	GL #2900102 Reverse Stock Split Payable			
14155													794	0	294	34	0	0	0	0	57	409	0	289	0				
14650													489	0	242	0	0	0	0	0	2	245	0	242	0				
14753													138	0	0	95	0	0	0	0	39	4	0	0	0				
14865													3228	0	2171	0	0	0	0	0	66	966	25	1165	0				
14977													125	0	0	0	0	0	0	0	28	97	0	0	0				
16551													472	0	12	0	0	12	0	0	148	312	0	0	0	AG/BMP Payments			
16748													563	0	378	0	0	0	0	0	27	143	15	372	0				
17110													6021	0	542	0	292	103	0	0	58	5373	48	0	0	DEFERRED RENT LIABILITY			
17147													50047	0	9195	0	0	0	0	0	1839	39013	0	0	6903				
17259													1555	0	1290	0	0	0	0	0	23	242	0	1290	0				
17464													47594	0	10272	0	13	0	0	0	126	36756	440	0	5239				
17950													1755	0	1355	0	410	0	0	0	75	189	136	913	0				
17978													279	0	199	0	81	110	2	6	1	79	0	0	0	Deferred Gains on the Sale of Other Real Estate	Accrued Other Taxes Payable	Other Liabilities	
18050													4798	2779	3618	0	0	0	0	0	148	1032	0	0	0				
18135													625	0	3	0	0	0	0	0	89	533	0	0	0				
18377													312	0	33	0	0	0	0	0	20	259	0	0	0				
18827													14893	0	6189	0	0	4204	0	0	139	8565	0	0	1975	PENSION LIABILITY			
18836													1872	0	1071	0	0	0	0	0	44	757	0	805	0				
18854													3577	0	3115	0	0	1316	0	0	223	239	0	614	0	Deferred Fee Reserve			
19356													94	0	0	0	0	0	0	0	12	82	0	0	0				
19730													20237	0	7755	0	0	5767	0	0	252	12230	0	948	0	Deferred Gain on sale leaseback			
19936													842	0	740	0	0	0	0	0	47	55	0	479	0				
19972													1082	0	1044	0	0	1006	0	0	1	37	0	0	0	accrued life ins			
20053													295	100	100	0	0	0	0	0	76	119	0	0	0				
20633													3154	0	229	0	0	0	0	0	119	2806	0	0	0				
20857													54	0	0	0	0	0	0	0	54	0	0	0	0				
21256													2	0	0	0	0	0	0	0	2	0	0	0	0				
21359													70	0	45	0	0	0	0	0	11	14	0	45	0				
21630													190	0	157	0	0	0	0	0	14	19	0	0	0				
21658													1461	0	1136	0	0	0	0	0	79	246	0	1136	0				
22048													1223	0	934	0	10	0	0	0	75	214	0	859	46				
22543													657	0	414	91	0	403	0	0	12	140	0	0	0	investor pass thruogh			
22552													580	0	435	0	0	435	0	0	39	106	0	0	0	AG-BMP			
22730													938	322	541	0	0	0	0	0	10	372	15	0	0				
22936													506	0	274	0	0	136	0	0	35	197	0	0	0	ATM Suspense			
23456													145	0	0	0	0	0	0	0	128	17	0	0	0				
23504													27556	0	12285	0	0	0	0	0	100	14895	276	4801	0				
23643													321	0	215	0	0	0	0	0	73	33	0	148	0				
23755													880	0	0	0	0	0	0	0	34	846	0	0	0				
24006													8934	0	925	0	0	453	256	0	30	7979	0	0	0	Suspense Payable	Commitment & Origination Fee Suspense		
24378													125	0	0	0	0	0	0	0	1	124	0	0	0				
24453													431	0	20	0	0	0	0	0	29	382	0	0	0				
24659													233	0	90	0	0	90	0	0	12	131	0	0	0	AGBMP			
24668													1534	0	233	0	233	0	0	0	551	750	0	0	0				
24949													3699	0	2969	0	0	0	0	0	115	615	0	2969	0				
