"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	
1557																																																																																																														0	0	0							262	1853	1749	26	810	685	111	88	134	781	904	0	0	0	0	0	0	0				0	0	0	810	685	26	0	0	0	0	0	0	0	0	0		85	0	101	46	0	0			0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
1669																																																																																																														0	0	0							253	1676	72				9	0	220	0	0	0	0	0	0	0	0	0				0	0	0	20	10	0	0	0	0	0	0	0	0	0	0		31	0	1324	35	73	0			2	23				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
1856																																																																																																														0	0	0							146	4727	0				0	0	0	0	0	0	4727	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		146	0	0	0	0	0			0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2040																																																																																																														0	0	0							2492	469	137	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0				0	0	0	65	0	0	0	0	0	0	0	0	0	0	0		1634	0	404	0	0	0			0	0				0	0	0	0	0	9	0	0	0	0	361	286	0	0	805							0	0	1384	0	137	0	0	135	0	0	0	0																																		0	0	0	0	0	9	
2161																																																																																																														0	0	0							3995	1098	37	0	0	0	182	0	210	0	0	0	0	0	0	0	0	0				0	0	0	6	34	3785	0	0	0	2	3	0	0	0	0	0	0	0	809	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																														0	0	0	0	0	0	0	0	0	9896	2644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1394	83	1559	0	367	0	0	0	44	0	0	0	0	0	0	0	0	0	0	187	367	0	0	360	8059	0	0	177	0	0	0	0	0	0	0	0	4116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																														0	0	0							98	193	63	0	0	0	0	60	0	135	0	0	0	0	0	0	0	0				0	0	0	25	0	0	0	0	0	0	0	0	0	0	0		98	0	0	0	0	0			0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2732																																																																																																														0	0	0							960	2592	2967	0	0	0	0	0	0	0	0	0	1054	2626	0	0	0	0				0	0	346	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	5	0	0			360	0				0	0	0	0	0	0	1538	0	336	0	614	0	0	0	0							0	0	45	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2750																																																																																																														0	0	0							0	94	1049	0	0	157	89	0	0	0	892	0	0	0	0	0	0	0				0	0	0	2	157	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0			157	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
3252																																																																																																														0	0	0							3356	1094	0	1870	241	0	571	0	338	0	0	237	0	0	0	0	0	0				0	0	0	241	0	1870	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0			0	0				0	0	0	0	0	535	0	0	0	0	0	253	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
3458																																																																																																														0	0	0							89	1241	92	0	0	0	715	3	2	0	0	0	0	0	0	0	0	0				0	0	0	292	82	82	0	0	0	0	0	0	0	0	0		0	0	76	0	0	0			86	0				0	0	0	0	0	0	49	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
3720																																																																																																														0	0	0							335	1424	0	0	36	0	1	0	0	0	0	0	0	0	0	0	0	0				4	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	179	0	590	0	3	0	0	0	0	0				0	0	0	0	73	0	4	603	0	0	83	0	0	0	69	0	0	0	0	0	0	13	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	
3971																																																																																																														0	0	0							7292	1298	0	819	115	0	0	0	0	0	0	546	0	0	0	0	0	0				40	0	0	115	0	819	0	0	0	0	0	0	0	0	0		3853	4	475	0	0	0			1959	0				0	0	0	0	0	440	0	0	0	0	0	1373	268	0	1760							268	0	3133	0	0	336	0	0	315	0	0	0																																		0	0	0	0	0	0	
4156																																																																																																														0	0	0							678	96	0	0	0	0	0	0	27	0	0	453	0	0	0	0	0	0				0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	154	0	93	0	0	0	0	0	154	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																														0	0	0							1840	1257	0				135	0	6	281	0	65	0	0	0	0	0	0				0	0	0	0	0	29	0	0	0	0	0	0	0	0	0		246	0	496	0	0	0			203	0				0	0	0	0	0	1390	28	157	0	0	0	82	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
