"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
1669																																																																																							
1856																																																																																							
2040																																																																																							
2161																																																																																							
2376																																												0	0	9166	364	0	0	3581	0	3220592	25709	0	0	5586	0	261869	2321	0	0	0	0	19111	202	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	9167	0	3510751	28596	0	0	
2732																																																																																							
2750																																																																																							
3252																																																																																							
3458																																																																																							
3720																																																																																							
3971																																																																																							
4156																																																																																							
4231																																																																																							
5069																																																																																							
5135																																																																																							
5210																																												0	0	20428	262	0	0	5747	0	544882	6412	2102	0	650	0	527752	3371	2123	0	0	0	161379	2462	0	0	0	0	0	0	0	0	0	0	14201	688	0	0	862	6397	0	1268642	14057	4225	0	
5461																																																																																							
5751																																																																																							
6039																																																																																							
6329																																																																																							
7009																																																																																							
7045																																																																																							
7072																																																																																							
7456																																																																																							
7634																																																																																							
8033																																																																																							
8462																																																																																							
8631																																																																																							
9357																																																																																							
9553																																																																																							
9807																																												55754	0	267914	5357	0	0	62109	0	924178	21400	0	0	0	0	319538	700	0	0	3065	0	37053	788	0	0	0	0	0	0	0	0	0	0	1125	11	0	0	4625	120928	0	1549808	32881	0	0	
9955																																																																																							
10250																																																																																							
10849																																																																																							
11145																																																																																							
11640																																																																																							
11837																																																																																							
12030																																																																																							
12142																																																																																							
12179																																																																																							
12311	6886	298	1251097	15505	67	0	183209	13890	8605114	114795	6169	0	531763	5012	19765302	65609	1813	0	392849	34506	26946297	377094	2332	0	8293	1631	818043	61320	0	0	44048	2188	16334093	81338	0	0	0	1167048	57525	73719946	715661	10381	0																																												
12647																																																																																							
12656																																																																																							
12946																																												0	0	129887	1507	0	0	1737	548	542958	6159	0	0	772	4	325275	4585	16	0	7244	2383	215993	3551	0	0	0	0	1163	93	0	0	0	0	23848	446	0	0	0	9753	2935	1239124	16341	16	0	
13103																																												0	0	52077	666	0	0	2092	68	527559	7909	0	0	0	0	755576	2956	0	0	1601	10	149387	2890	0	0	0	0	0	0	0	0	0	0	308191	1715	0	0	1	3693	78	1792790	16137	0	0	
13251																																																																																							
13457																																																																																							
14155																																																																																							
14650																																																																																							
14753																																																																																							
14865																																																																																							
14977																																																																																							
16551																																																																																							
16748																																																																																							
17110																																																																																							
17147																																												6910	0	616355	5320	1283	0	7509	14	2803575	24197	10605	0	2450	432	1538533	14039	825	0	5090	1849	2418481	31353	1370	0	0	0	375	16	0	0	14	1	97995	4053	0	0	0	21973	2296	7475314	78978	14083	0	
17259																																																																																							
17950																																																																																							
17978																																																																																							
18050																																																																																							
18135																																																																																							
18827																																												0	0	133271	774	0	0	2428	0	350216	2833	122	0	1313	113	355014	1501	0	0	1705	1596	137431	731	0	0	0	0	0	0	0	0	0	0	105803	489	0	0	46	5446	1709	1081735	6374	122	0	
18836																																																																																							
18854																																																																																							
19356																																																																																							
19936																																																																																							
19972																																																																																							
20053																																																																																							
20633																																																																																							
20857																																																																																							
21256																																																																																							
21359																																																																																							
21658																																																																																							
22048																																																																																							
22543																																																																																							
22552																																																																																							
22730																																																																																							
23456																																																																																							
23504																																												0	0	150678	1333	0	0	3830	0	2064069	13423	0	0	0	0	505950	2620	329	0	13878	715	665184	12843	123	0	0	0	0	0	0	0	0	0	25982	237	0	0	0	17708	715	3411863	30456	452	0	
23643																																																																																							
23755																																																																																							
24006																																												1562	0	22808	249	0	0	827	0	687444	4384	892	0	659	134	298572	252	1302	83	323	39	78238	513	0	0	0	0	0	0	0	0	0	0	315	10	0	0	0	3371	173	1087377	5408	2194	83	
24378																																																																																							
24453																																																																																							
24659																																																																																							
24668																																												0	0	165982	1245	0	0	0	0	229366	2154	0	0	0	0	333708	1303	0	0	0	0	600735	7523	0	0	0	0	0	0	0	0	0	0	13409	157	0	0	1114	0	0	1343200	13496	0	0	
24949																																																																																							
25357																																																																																							
25647																																																																																							
26176																																																																																							
26457																																																																																							
26765																																												133		209909	1937			14424	1895	929419	6197			667	18	97730	752			837	226	180640	2232											11043	117				16061	2139	1428741	11235			
27070																																																																																							
27548																																																																																							
27614																																																																																							
27847																																																																																							
28013																																												0	0	41954	584	0	0	19540	239	2782515	23609	5183	94	2690	9	419262	643	4747	744	65	4	52643	1588	8147	173	0	0	0	0	0	0	0	0	2032	145	0	0	0	22295	252	3298406	26569	18077	1011	
28152																																																																																							
28675																																																																																							
28732																																																																																							
29476																																																																																							
29636																																																																																							
29878																																												310	0	64042	363	0	0	8196	756	440188	2488	0	0	29879	4408	1253755	4635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	1	0	0	296	38385	5164	1758117	7783	0	0	
30052																																																																																							
30502																																																																																							
30650																																																																																							
30810	0	0	1243	0	0	0	0	0	0	0	0	0	236	1	993629	3751	0	0	11	3	206205	3554	0	0	2809911	425776	69418125	2261988	0	0	408618	83994	14948191	397331	1432898	24035	0	3218776	509774	85567393	2666624	1432898	24035																																												
31134																																																																																							
31255																																																																																							
31657																																																																																							
31826																																																																																							
31835																																																																																							
32234																																																																																							
32766																																																																																							
32971																																																																																							
33147																																																																																							
33259																																																																																							
33268																																																																																							
33370																																																																																							
33839																																																																																							
33857																																																																																							
34425																																																																																							
34434																																																																																							
34537																																												757	19	379079	2224	155	0	15242	338	2164684	11532	10324	0	15276	543	1382806	6965	2468	0	2972	1179	702942	7733	634	0	0	0	375	19	0	0	441	119	209984	2834	0	0	0	34688	2198	4839870	31307	13581	0	
34555																																																																																							
34742																																																																																							
35057																																																																																							
35301	0	0	0	0	0	0	0	0	1164000	1000	0	0	0	0	0	0	0	0	15000	3000	24239000	68000	0	0	0	0	0	0	0	0	0	0	125000	0	0	0	0	15000	3000	25528000	69000	0	0																																												
35570																																												0	0	259561	7379	0	0	40653	0	14162322	163712	3618	0	28689	1945	5901201	18814	639	0	13053	0	1234826	36593	0	0	0	0	0	0	0	0	132	0	357489	1251	76	0	2243	82527	1945	21915399	229992	4333	0	
35646																																																																																							
35879																																																																																							
36456																																																																																							
36933																																																																																							
37051																																																																																							
37341																																																																																							
37435																																												328	0	131251	1312	0	0	1661	0	224058	2293	0	0	975	0	227803	2797	111	0	0	0	63856	1227	0	0	0	0	3044	122	0	0	0	0	30427	245	0	0	3770	2964	0	680439	11766	111	0	
37640																																												0	0	139816	329	0	0	3882	1411	1300933	7570	5187	0	0	0	613388	344	3969	362	2116	139	594963	5001	833	0	0	0	9932	78	0	0	0	0	42009	353	0	0	652	5998	1550	2701041	14327	9989	362	
37659																																																																																							
37949																																																																																							
38740																																																																																							
39327																																																																																							
39756																																																																																							
40033																																																																																							
40499																																												0	0	177274	1920	0	0	0	0	1107288	11207	0	0	29940	1045	1099070	2052	4387	0	5702	38	185899	3374	464	0	0	0	0	0	0	0	0	0	455917	1063	0	0	1562	35642	1083	3025448	21178	4851	0	
40855																																																																																							
41245																																																																																							
41553																																																																																							
41629																																																																																							
41825																																																																																							
41937																																																																																							
41955																																																																																							
42037																																																																																							
42354																																																																																							
42372																																																																																							
42420																																												0	0	441854	2491	0	0	10216	1113	2108366	18199	0	0	4065	87	1575376	4071	0	0	11206	1330	1225218	19363	0	0	0	0	11378	0	0	0	0	0	615367	4407	0	0	0	25487	2530	5977559	48531	0	0	
42448																																												0	0	107403	1135	0	0	0	0	455598	4814	0	0	0	0	473280	5002	200	40	660	480	231890	3805	1111	222	0	0	4415	70	0	0	0	0	36706	632	0	0	3996	660	480	1309292	19454	1311	262	
42457																																																																																							
43052																																																																																							
43351																																																																																							
43856																																																																																							
43959																																																																																							
44040																																																																																							
44433																																																																																							
44741																																																																																							
44750																																																																																							
44929																																																																																							
45038																																																																																							
45047																																																																																							
45056																																																																																							
45430																																																																																							
45458																																																																																							
45551																																																																																							
45560																																												0	0	166612	1267	0	0	813	40	510241	4945	0	0	4527	101	489491	3797	0	0	1340	320	159586	1361	0	0	0	0	0	0	0	0	217	121	24464	172	0	0	427	6897	582	1350394	11969	0	0	
45775																																																																																							
46053																																																																																							
46941																																																																																							
47247																																																																																							
47256																																																																																							
47452																																																																																							
47500																																																																																							
48057																																																																																							
48150																																																																																							
48374																																																																																							
48440																																																																																							
49054																																																																																							
49148																																																																																							
49241																																																																																							
49652																																																																																							
49858																																																																																							
49951																																																																																							
50144																																																																																							
50461																																																																																							
50872																																																																																							
51253																																																																																							
51356																																																																																							
51459																																																																																							
51842																																																																																							
52719																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951																																																																																							
53051																																																																																							
53752																																																																																							
54058																																																																																							
54656																																																																																							
54973																																												0	0	76378	2048	0	0	890	7	787168	15804	0	0	33782	1369	3210980	8064	0	0	16033	4983	609668	8090	0	0	0	0	0	0	0	0	586	501	273004	17559	0	0	0	51291	6860	4957198	51565	0	0	
55336																																																																																							
55635																																																																																							
55653																																																																																							
55970																																																																																							
56258																																																																																							
56351																																												0	0	144953	847	0	0	5618	10	446357	4343	0	0	69	15	440725	2801	0	0	3816	231	246040	3846	0	0	0	0	0	0	0	0	1	0	89235	1481	0	0	2065	9504	256	1367310	15383	0	0	
56548																																																																																							
56717																																																																																							
57040																																																																																							
57451																																																																																							
58225																																																																																							
58243																																												0	0	304967	1299	0	0	3304	0	1456426	8915	0	0	2754	0	1065418	3552	0	0	6938	646	1124708	21365	0	0	0	0	16327	94	0	0	0	0	86536	1190	0	0	27999	12996	646	4054382	64414	0	0	
58355																																																																																							
58551																																																																																							
58636																																																																																							
58757																																																																																							
58971																																												1304	107	429341	12912	0	0	0	0	1404713	18720	0	0	3483	90	764813	18676	0	0	10949	1703	1643325	37819	0	0	0	0	15086	456	0	0	155	100	110725	828	0	0	2938	15891	2000	4368003	92349	0	0	
59316																																												19784	112	0	0	0	0	380934	4694	0	0	239	0	229813	1447	0	0	583	0	120744	896	0	0	0	0	0	0	0	0	0	0	136062	1079	0	0	0	0	0	887337	8228	0	0	822	0	
59352																																																																																							
59370																																																																																							
59754																																																																																							
60143	0	0	3292000	19000	0	0	53000	2000	9164000	84000	0	0	24000	1000	1900000	7000	0	0	154000	36000	34771000	477000	0	0	0	0	0	0	0	0	9000	0	2434000	31000	0	0	0	240000	39000	51561000	618000	0	0																																												
60330																																																																																							
60545																																																																																							
60554																																																																																							
60648																																																																																							
61122																																												8144	1728	110581	1566	0	0	5778	11	294054	2724	0	0	3787	65	437743	3916	0	0	27	0	108483	1147	0	0	0	0	0	0	0	0	7	0	34273	319	0	0	500	17743	1804	985134	10172	0	0	
61355																																																																																							
61476																																																																																							
61757																																																																																							
61832																																																																																							
61953																																																																																							
62044																																																																																							
62110																																																																																							
62147																																																																																							
62772																																																																																							
63050																																																																																							
63069	0	0	1908767	41563	3438	405	0	0	6975626	60266	63181	3053	20306	0	12153165	57227	2262	6	60589	9226	16724240	222770	1041	1015	0	0	73039	1077	0	0	9018	2221	682908	7460	2	0	0	89913	11447	38517745	390363	69924	4479																																												
63201																																																																																							
63573																																																																																							
63733																																																																																							
63742																																																																																							
63751																																																																																							
64150																																																																																							
64552																																																																																							
64730																																																																																							
65205																																																																																							
65513																																																																																							
65559																																																																																							
65746																																																																																							
65858																																												0	0	70791	663	0	0	2672	339	504107	5431	0	0	651	48	366115	2807	0	0	4260	657	276365	3357	0	0	0	0	4600	230	0	0	61	1	49569	905	0	0	1186	7644	1045	1271547	14579	0	0	
66154																																																																																							
66275																																																																																							
66677																																																																																							
67142																																																																																							
67151																																																																																							
67209																																																																																							
67254																																																																																							
67656																																																																																							
67870																																																																																							
68448																																																																																							
68671																																																																																							
68756																																																																																							
68831																																																																																							
69333																																												513	140	62465	793	0	0	9423	493	441033	4778	0	0	4556	365	286998	3729	0	0	247	28	160384	1904	0	0	0	0	0	0	0	0	88	9	26630	468	0	0	0	14827	1035	977510	11672	0	0	
69678																																																																																							
70058																																																																																							
70218																																																																																							
70414																																																																																							
70638																																																																																							
70955																																																																																							
71073																																																																																							
71318																																												0	0	81370	587	0	0	1366	0	332168	2420	0	0	5319	0	415516	2173	664	0	2038	161	87203	756	0	0	0	0	0	0	0	0	168	0	4709	39	0	0	536	8891	161	920966	6511	664	0	
71457																																																																																							
71859																																																																																							
72258																																																																																							
72351																																																																																							
72454																																																																																							
72678																																																																																							
73116																																																																																							
73152																																																																																							
73554																																																																																							
73956																																																																																							
74056																																																																																							
74140																																												59	12	0	0	0	0	12223	131	509823	1374	0	0	8937	1305	342479	577	0	0	7671	31	224474	1144	0	0	0	0	0	0	0	0	7	0	70948	927	0	0	2536	28897	1479	1147724	6558	0	0	
74403																																																																																							
74449																																																																																							
75053																																																																																							
75259																																																																																							
75446																																																																																							
75455																																																																																							
75558																																																																																							
75633	5482	366	2782633	37717	2209	0	181944	21858	8648021	48443	64922	34802	313031	44143	11444599	22449	15973	448	363018	76642	56924365	437263	77199	3771	0	0	417489	17505	0	0	25098	0	5113701	29745	97	517	0	888573	143009	85330808	593122	160400	39538																																												
75651																																																																																							
76153																																																																																							
76443																																																																																							
76854																																																																																							
77150																																																																																							
77253																																																																																							
77422																																																																																							
77851																																												285	0	88307	443	0	0	12527	148	668656	6941	0	0	523	0	153438	458	47	0	2878	0	503847	7966	0	0	0	0	8242	136	0	0	0	0	26435	103	0	0	0	16213	148	1448925	16047	47	0	
78157																																																																																							
78241																																																																																							
78559																																																																																							
79042																																																																																							
79127																																																																																							
79145																																																																																							
79257																																																																																							
79855																																																																																							
80150																																																																																							
80374																																																																																							
80431																																																																																							
80552																																																																																							
81175																																																																																							
82033																																																																																							
82257																																																																																							
82350																																																																																							
82659																																																																																							
83151																																																																																							
83236																																																																																							
83375																																																																																							
83638																																												0	0	285508	1713	0	0	2621	527	2837929	19660	0	0	6540	1341	428471	1572	0	0	19298	2608	2129149	23276	0	0	0	0	26090	6586	0	0	93	49	77056	72	0	0	0	28552	4525	5784203	52879	0	0	
83834																																																																																							
83852																																																																																							
83955																																																																																							
84046																																																																																							
84541																																																																																							
84804																																																																																							
85052																																																																																							
85454																																																																																							
85472																																												0	0	111814	1108	0	0	14999	565	2800642	9601	12241	0	13333	0	2534861	2273	340	0	248	0	359075	1639	748	0	0	0	0	0	0	0	0	0	111661	205	103	0	744	28580	565	5918053	15570	13432	0	
85931																																																																																							
86349																																																																																							
86554																																																																																							
86675																																																																																							
87047																																																																																							
87159																																																																																							
87234																																																																																							
87476																																																																																							
87579																																																																																							
88231																																																																																							
88240																																																																																							
88259																																																																																							
88352																																																																																							
88455																																																																																							
88950																																																																																							
89032																																																																																							
89135																																																																																							
89854																																																																																							
89957																																																																																							
90047																																																																																							
90177																																																																																							
90328																																																																																							
90337																																																																																							
90579																																																																																							
91615																																																																																							
91754																																																																																							
91950																																																																																							
92144																																																																																							
92676																																																																																							
92706																																																																																							
92902																																																																																							
93244																																																																																							
93543																																																																																							
93619																																																																																							
94139																																																																																							
94522																																																																																							
94755																																																																																							
94858																																																																																							
95051																																																																																							
95677																																																																																							
96553																																																																																							
97055																																																																																							
