"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1557																																											294	0	0	0	11334	true	294	0	0	0	0	0	0	0	0	0	false	0	0	0	9201	0	0	2133	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.fstbanc.com	
1669																																											0	0	0	0	0	true	0	0	0	0	0	0	2132	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.lnbparis.com	
1829																																											287	0	48659	287	48659	true	0	0	0	0	0	0	3853	3	287	0	true	0	0	0	48659	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	118	1334	0	http://www.avbpgh.com		http://www.ilovethatbank.com		http://www.avbonline.com												http://www.avbpgh.com	
1856																																											0	0	0	0	38220	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	8220	30000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.washitastatebank.com	
2040																																											0	320	0	0	23000	true	0	0	0	320	0	0	1558	1	0	0	false	0	0	0	0	22000	1000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.fmnetbank.com	
2161																																											0	21	0	0	0	true	0	21	0	0	0	0	1902	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.lamarnational.com	
2376																																											0	487	331830	0	804885	true	0	0	0	0	0	487	33255	3	0	0	false	0	0	0	331830	187868	125193	136416	0	23578	0	0	0	0	23578	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false																						http://www.oritani.com	
2554																																											0	0	659	0	659	true	0	0	0	0	0	0	138	0	0	0	false	0	0	0	659	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.sbmarietta.com	
2732																																											1112	1958	0	0	0	true	1112	0	0	0	0	1958	28438	4	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	true	false	true		2	571	299	0																	www.albanybank.com	
2750																																											0	100	0	0	10837	true	0	100	0	0	0	0	975	1	0	0	false	0	0	0	7133	0	0	0	0	3704	0	0	0	0	3704	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.genoacb.com	
3177																																											440	1814	0	0	107597	true	440	0	0	1814	0	0	2500	1	0	0	false	0	0	0	25000	20000	0	60000	105000	0	868	0	1729	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false																						www.ochome.com	
3252																																											0	116	0	0	5000	true	0	0	0	0	0	116	1378	1	0	0	false	0	0	0	1000	3000	1000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.fnbgordon.com	
3458																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.fbgconline.com	
3720																																											0	1050	0	0	0	true	0	968	0	0	0	82	2369	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						Bank of Clarendon	
3971																																											517	1525	0	41	36943	true	476	365	0	1012	0	148	0	0	41	0	true	0	0	0	0	0	10265	26314	0	0	111	0	253	0	364	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false																						www.midcountrybank.com	
4156																																											0	83	11000	0	12500	true	0	0	0	39	0	44	10	0	0	0	false	0	0	0	11000	250	1000	250	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.kanzabank.com	
4231																																											0	1316	0	0	0	false	0	0	0	0	0	1316	850	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.fmbanksylvania.com	
4437																																											0	0	265	0	1275	true	0	0	0	0	0	0	10064	3	0	0	false	0	0	0	265	435	255	320	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	37	1713	0																	WWW.FNBWVVA.COM	
4839																																											0	1144	0	0	22406	true	0	0	0	0	403	741	20948	6	0	0	true	0	406	0	0	0	22000	0	0	406	0	0	0	0	406	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						WWW.ABCBANK.NET	
5069																																											0	3776	0	0	0	false	0	0	0	0	0	3776	250	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false		1	10	156	0																		
5135																																											0	341	7500	0	21110	true	0	70	0	18	0	253	12612	5	0	0	false	0	0	0	7500	12000	0	1610	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.fsbanks.com	
5210																																											0	580	14250	0	76500	true	0	63	0	517	0	0	5632	5	0	0	false	0	0	0	14250	42750	19500	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	42	206	0																	http://www.acnb.com	
5461																																											0	2211	0	0	0	true	0	0	0	0	0	2211	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.bankbac.com	
5751																																											325	45	0	0	0	true	325	0	0	0	0	45	879	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false							Garden City State Bank a branch of Kearny County Bank															www.kearnycountybank.com	
6039																																											0	2408	0	0	0	true	0	2046	0	65	0	297	603	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.aebalma.com	
6141																																											0	0	0	0	0	false	0	0	0	0	0	0	42	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																							
6329																																											0	2630	0	0	0	true	0	1342	3	501	0	784	431	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.abbank.com	
7009																																											0	0	0	0	0	false	0	0	0	0	0	0	2553	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	33	713	0																	http://www.bessemertrust.com	
7045																																											0	104	0	0	0	true	0	0	0	74	0	30	2215	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.banktpb.com	
7072																																											836	432	0	198	15000	true	638	0	0	432	0	0	270	0	198	0	false	0	0	0	10000	4000	1000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false						www.wallkill.com																www.wallkill.com	
7157																																											0	0	0	0	0	true	0	0	0	0	0	0	239	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	true		0	0	0	0																	www.statebankbr.com	
7456																																											0	0	0	0	0	true	0	0	0	0	0	0	251	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.bankofhartington.com	
7634																																											0	516	700	0	700	false	0	31	0	80	0	405	1981	4	0	0	false	0	0	0	700	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						THEFOURCOUNTYBANK.COM	
8033																																											0	984	0	0	13100	true	0	66	0	280	0	638	1169	0	0	0	true	0	0	0	5100	6000	2000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						WWW.THEFRIENDLYBANK.COM	
8462																																											0	0	0	0	0	true	0	0	0	0	0	0	1070	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.perrytonbank.com	
8631																																											0	103	0	0	0	true	0	0	0	103	0	0	1272	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						pcbsm.com	
9357																																											0	0	10750	0	10750	true	0	0	0	0	0	0	4	0	0	0	true	0	0	0	10750	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		0	0	0	0																	www.fidelitybankmn.com	
9553																																											0	0	14392	0	46056	true	0	0	0	0	0	0	342	0	0	0	false	0	100	0	14392	3435	3832	24297	9645	100	0	0	0	540	100	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.adamscountybank.net	
9807																																											0	34330	50000	0	190000	true	0	18008	0	15022	1300	0	7240	2	0	0	true	0	0	0	50000	140000	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.amboybank.com	
9955																																											0	0	6650	0	13117	true	0	0	0	0	0	0	3915	1	0	0	false	0	0	0	6650	4467	2000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.bankkansas.com	
10250																																											0	2059	0	0	0	true	0	1370	433	0	0	256	806	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.thebankofelkriver.com	
10849																																											0	11838	0	0	0	true	0	7853	1515	0	0	2470	1928	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.firststatebk.com	
11145																																											0	591	1058	0	12793	false	0	0	0	342	0	249	1929	1	0	0	false	0	0	0	1058	8550	2578	607	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false		0	0	0	0																		
11275																																											35	4755	218000	35	225535	true	0	4437	0	318	0	0	1612	1	35	0	true	0	3535	0	218000	0	0	4000	0	3535	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	true																						www.pulaskibank.com	
11640																																											0	0	0	0	20000	true	0	0	0	0	0	0	7012	3	0	0	false	0	0	0	0	20000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.fnbclarksdale.com	
11837																																											0	675	0	0	7000	true	0	635	0	0	0	40	816	1	0	0	false	0	0	0	0	7000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.farmbk.com	
12030																																											0	1888	0	0	0	true	0	546	371	374	0	597	1553	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.fnbalma.com	
