"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	FDIC LOSS-SHARING INDEMINIFICATION A	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	FDIC LOSS-SHARING INDEMINIFICATION A	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																			0	76	0	732	0	106	64	0	0	0	0	550	0	0	0	0	0	0	ACCRUED INC TAX PAYABLE			
242																			0	275	0	543	0	9	0	0	0	0	0	259	0	0	0	0	0	0				
279																			22	1665	96	7013	76	252	147	0	0	0	0	770	0	0	0	4230	0	0	Accrued Income Taxes Payable			
354																			0	5	83	167	0	0	0	0	0	0	0	79	0	0	0	0	0	0				
457																			0	138	0	1166	0	34	0	0	0	0	0	395	0	0	0	599	0	0				
505																			0	3203	0	12906	0	4069	2670	0	0	0	0	1199	0	0	0	4435	0	0	Prepaid pension			
1155																			0	229	0	6026	111	187	0	0	0	0	0	1192	0	0	0	4418	0	0				
1351																			59	0	0	1531	130	255	66	0	0	0	0	1276	0	0	0	0	0	0	computer software			
1454																			0	1009	0	10289	1084	1150	0	0	0	0	0	2949	0	0	0	5181	0	0				
1557																			0	255	0	1023	5	5	0	0	0	0	0	763	0	0	0	0	0	0				
1669																			0	916	716	12648	280	301	0	0	0	0	0	1084	0	0	0	8835	796	0				
1829																			0	3506	30	13446	1064	2613	0	0	0	0	0	1103	0	0	0	6194	0	0				
1856																			0	1440	0	1842	129	129	0	0	0	0	0	273	0	0	0	0	0	0				
2040																			0	1546	1406	8274	410	549	0	0	0	0	0	796	0	0	0	3682	0	295				
2161																			0	823	0	4821	148	163	0	0	0	0	0	896	0	0	15	2939	0	0				
2376																			0	44046	37780	191098	723	10964	4950	0	0	0	0	9062	0	0	0	71581	0	17665	DEFERRED EXPENSE - FHLB PENALTY			
2554																			0	47	0	154	14	17	0	0	0	0	0	90	0	0	0	0	0	0				
2732																			0	174	1325	3538	142	726	498	0	0	0	0	1313	0	0	0	0	0	0	current fed inc tax			
2750																			0	550	0	2838	259	259	0	0	0	0	0	987	0	0	0	1042	0	0				
3177																			0	6039	3887	37373	856	1294	0	0	0	0	0	2325	0	0	0	12594	0	11234				
3252																			0	725	0	3523	534	882	318	0	0	0	0	1916	0	0	0	0	0	0	NP DDA Debits			
3458																			0	192	22	562	46	68	0	0	0	0	0	280	0	0	0	0	0	0				
3720																			0	221	815	6339	132	135	0	0	0	0	0	984	0	0	0	1684	0	2500				
3971																			0	2009	3483	24251	1271	4201	0	0	0	0	0	2199	0	0	0	12359	0	0				
4156																			0	682	0	5747	0	135	0	0	0	0	0	1109	0	0	0	2881	0	940				
4231																			0	0	195	915	56	116	0	0	0	0	0	604	0	0	0	0	0	0				
4437																			0	372	1291	8709	176	234	0	0	0	0	0	720	0	0	0	6092	0	0				
4839																			0	1134	0	2858	312	368	56	0	0	0	0	1356	0	0	0	0	0	0	Prepaid Deposit - FiServ			
5069																			0	0	478	4164	795	2359	1548	0	0	0	0	1327	0	0	0	0	0	0	Accounts Receivable			
5135																			3	1189	1224	12694	444	523	0	0	0	0	0	5200	0	0	0	4558	0	0				
5210																			0	3930	1901	60477	0	13754	10998	0	0	0	0	2950	0	0	0	32286	0	5656	Prepaid Pension			
5461																			0	2227	0	9118	0	4265	1425	2000	0	0	0	1841	0	0	0	785	0	0	QZAB	SR HOUSING CRIME PREV FOUND		
5751																			0	398	0	6064	95	144	0	0	0	0	0	1383	0	0	0	2470	307	1362				
6039																			0	79	135	1590	0	913	253	527	0	0	0	463	0	0	0	0	0	0	DUE FROM HOLDING COMPANY	DUE FROM USDA		
6141																			0	0	0	446	102	102	0	0	0	0	0	344	0	0	0	0	0	0				
6329																			619	414	0	13661	2042	4514	920	0	0	0	0	2411	0	0	0	3593	0	2729	Miscellaneous Assets Receivable			
7009																			0	0	419	5247	0	2842	1869	0	0	0	0	1986	0	0	0	0	0	0	Receivables			
7045																			22	829	0	2204	203	381	0	0	0	0	0	994	0	0	0	0	0	0				
7072																			0	1345	3231	11435	312	3266	2273	227	0	0	0	574	0	0	0	3019	0	0	Deferred Compensation	Covenant Not to Compete		
7157																			0	23	4	393	30	84	54	0	0	0	0	282	0	0	0	0	0	0	lease contracts receivable			
7456																			0	575	0	1348	0	202	159	0	0	0	0	571	0	0	0	0	0	0	Health Insurance			
7634																			0	89	0	616	122	199	77	0	0	0	0	328	0	0	0	0	0	0	Late Fees Receivable			
8033																			0	1221	257	4052	122	364	217	25	0	0	0	1048	0	0	0	1162	0	0	OTHER ASSETS	ATM/CHECK CARD SUSPENSE		
