"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	70	79															16	493	6	734	0	0	4	134	1	99	1	270	false	true	
242	78	101													66	83	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			38	1557	19	2305	15	6079	64	153	9	1319	3	536			5	174	2	237	2	447	34	500	0	0	0	0	false	false	
354			1	28	0	0	0	0	5	106	0	0	2	388			7	365	5	591	0	0	21	385	2	213	0	0	false	false	
457			11	474	13	1674	3	1061	49	1115	13	1672	11	4050			19	826	8	1033	6	1451	50	1271	8	900	9	2134	false	false	
505			11	487	33	4405	35	16573	176	4232	36	2730	21	6883															false	false	
1155			42	1701	41	5229	40	13193	180	4153	49	5311	37	10844			14	581	11	1373	10	3352	48	1246	7	569	6	992	false	false	
1351			144	3804	17	2064	19	6245	226	3767	32	3570	11	3691			69	2718	29	3850	7	1940	133	2262	10	1228	0	0	false	false	
1454			46	1670	71	7742	41	14943	463	8122	58	5908	29	8417			7	350	7	793	5	1288	53	1540	8	938	2	607	false	false	
1557	28	107															13	665	11	1488	7	1911	229	4820	37	4570	19	4195	false	true	
1669			79	2434	20	2492	11	3046	180	2833	15	1410	8	2320			1	14	1	51	0	0	132	1965	2	181	1	350	false	false	
1829			73	3055	63	9333	74	28536	107	3598	27	3112	16	5561															false	false	
1856			15	350	1	156	1	235	24	757	71	8541	9	2431			6	258	2	210	4	1566	18	362	1	150	0	0	false	false	
2040			41	2469	30	4007	38	15024	66	1867	19	3008	26	5560			3	144	3	683	3	638	10	104	1	110	0	0	false	false	
2161			31	823	10	999	1	97	215	4176	37	4470	14	3425			2	31	0	0	0	0	75	4488	1	111	1	369	false	false	
2376			10	594	45	7455	206	90123	23	856	3	219	3	785															false	false	
2554	3	46													46	43	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
2732			14	612	51	7574	138	64443	57	1402	34	3406	31	5654			0	0	1	141	0	0	0	0	0	0	0	0	false	false	
2750			11	461	3	547	0	0	27	755	6	913	4	1192			8	413	9	1154	4	822	27	711	19	2058	16	3653	false	false	
3177			61	2442	89	11600	105	29683	80	1685	27	2485	20	4202															false	false	
3252			21	1066	15	2094	10	3385	240	6623	22	2689	5	1193			39	1254	31	3810	31	8595	736	24722	57	6334	21	5615	false	false	
3458			7	192	4	603	3	1400	35	983	7	676	5	893			29	930	14	808	3	1126	51	620	0	0	1	116	false	false	
3720			68	2448	51	6720	54	21233	234	5021	35	3549	18	4841			53	1847	28	2707	13	3894	42	988	16	2024	6	1457	false	false	
3971			23	650	26	2462	47	19739	50	1000	10	821	18	5886			21	1058	39	5074	28	7369	52	1125	29	3345	22	4826	false	false	
4156			45	1646	25	2757	24	10128	169	2952	16	1805	16	6342			92	3342	50	6439	15	3741	279	5290	24	2925	6	1368	false	false	
4231			132	4399	31	4365	20	6660	60	1192	7	717	1	258			162	4507	31	3002	7	1571	23	269	1	1	0	0	false	false	
4437			61	2528	36	4059	57	21278	94	2159	31	2532	14	4532			4	203	4	500	4	1423	2	100	1	200	2	643	false	false	
4839			70	3722	90	13868	141	107456	119	1158	10	1535	15	5914															false	false	
5005			6	260	12	1684	51	22126	18	484	6	730	2	821															false	false	
5069			0	0	1	130	9	4567	3	113	1	0	3	1585															false	false	
5135			114	3879	59	6627	48	16377	325	6030	14	3398	16	4495			175	6441	94	10918	57	16185	269	7080	69	7209	36	8000	false	false	
5210			110	4434	155	19830	162	66063	241	5572	47	5047	36	11232			27	1061	23	3013	16	4388	31	634	2	138	1	230	false	false	
5461			23	1179	54	8013	115	49572	170	5656	80	6816	64	21528			0	0	3	481	6	2024	6	189	7	594	4	1035	false	false	
5751			46	1753	33	4494	19	7920	288	7507	42	5019	27	8860			22	992	20	3064	14	3756	109	3806	50	5346	27	6168	false	false	
6039			71	2063	16	1776	22	8383	85	1860	11	1263	7	2735			49	1468	12	1262	10	2927	87	1641	7	686	3	563	false	false	
6141			48	1490	16	2158	7	2335	33	548	5	495	1	270			39	1006	7	966	3	639	61	1117	3	332	3	255	false	false	
6329			127	9272	93	12621	70	25191	741	16630	49	5110	6	1631			44	2602	15	1980	9	2097	107	2300	9	1641	1	475	false	false	
7009			0	0	0	0	0	0	0	0	1	50	8	4305															false	false	
7045			51	2163	32	4305	18	5971	39	1024	7	644	7	2479			23	998	11	1485	3	1024	50	988	11	1124	4	600	false	false	
7072			14	726	28	3823	29	11812	42	1338	7	613	4	1583			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
7157			21	577	4	595	0	0	68	1396	13	1427	3	1581			16	603	8	1156	2	671	136	1997	3	501	1	230	false	false	
7456			13	447	10	1268	10	3587	41	970	14	1629	15	4829			12	455	16	1884	9	2602	44	760	28	2402	11	1764	false	false	
7634			76	3131	21	2912	13	6363	76	1228	12	1514	3	1373			16	679	5	800	0	0	36	1177	4	218	2	254	false	false	
8033			15	719	24	2927	31	11463	118	2036	27	2271	13	3134			2	22	7	622	5	1245	23	589	6	431	6	684	false	false	
