"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	
1557																																																																																																																																																																																																	4723	0	0	16752	4064	67497	0	421	0	5988	0	0	0	0	6369	0	0	86	1997	0	0	421	421	363	26854	4899	2182	35741	0	0	0.0886	0.1428	0.1334	0.0000	0.0000	0.0000	5948	421	40	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	27216	0	0	58354	63912	239477	0	2812	0	45488	161	0	0	0	44802	0	0	0	0	0	0	1378	1378	30270	97154	42519	11425	69527	0	0	0.178655	0.411723	0.399059	0.000000	0.000000	0.000000	43424	1378	1463	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	39162	0	0	0	90996	406624	0	4170	0	44725	0	0	0	0	37080	0	0	252	1796	0	0	3109	3109	27816	97146	95341	6290	178632	0	0	0.0853	0.1497	0.1372	0.0000	0.0000	0.0000	33971	3109	2145	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	42214	0	0	235	8893	113207	0	920	0	14878	0	0	0	0	15509	0	0	0	0	0	0	870	870	6610	46285	1311	1015	59683	0	0	0.1335	0.2230	0.2105	0.0000	0.0000	0.0000	14639	870	141	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	8910	0	0	0	48689	198475	0	3866	0	20211	0	0	0	0	21393	0	0	0	6141	0	0	1712	1712	7394	43928	51946	8925	98308	51	0	0.0983	0.1590	0.1463	0.0000	0.0000	0.0000	19681	1712	530	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	17592	0	0	1	42300	136513	0	609	0	14554	0	0	0	0	14561	0	0	0	226	0	0	609	609	3066	59024	35423	7070	39007	0	0	0.1025	0.2125	0.2036	0.0000	0.0000	0.0000	13952	609	602	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	11389	0	0	36129	498542	2665784	0	31187	0	415836	0	0	0	0	438837	0	0	342	0	5655	0	26806	26806	12844	561845	150215	113626	1956819	0	0	0.1542	0.2051	0.1925	0.0000	0.0000	0.0000	412031	26806	-1850	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	4185	0	0	0	2380	11793	0	114	0	1197	0	0	0	0	974	0	0	0	0	0	0	90	90	0	4185	2138	244	5270	0	0	0.0769	0.1362	0.1236	0.0000	0.0000	0.0000	884	90	24	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	89859	0	0	0	90271	534283	0	6121	0	77954	0	0	0	0	79992	0	0	0	0	0	0	4342	4342	76163	102856	67212	10157	291086	0	0	0.140135	0.231482	0.218917	0.000000	0.000000	0.000000	75650	4342	1192	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	2518	0	0	0	15400	59269	0	789	0	5394	0	0	0	0	5878	0	0	0	350	0	0	547	547	4261	12845	3479	2193	39410	0	0	0.0907	0.1347	0.1222	0	0	0	5331	547	63	0	0	0	0	0	0	0	0	0	
3177																																																																																																																																																																																																	173861	0	0	4640	82960	1018275	5	3307	0	103417	0	0	0	0	100725	0	0	1372	0	-159	0	3307	3312	176087	83069	548452	38118	207730	0	0	0.096236	0.201588	0.194960	0	0	0	97413	3312	118	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	6298	0	0	615	63287	160317	0	1677	0	20787	0	0	0	0	20907	0	0	331	1527	0	0	1160	1160	23252	54663	4346	3492	78693	0	0	0.1214	0.2265	0.2139	0.0000	0.0000	0.0000	19747	1160	1040	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	6781	0	0	2618	7830	33464	0	335	0	3379	0	0	0	0	3635	0	0	0	0	0	0	323	323	0	7898	3092	1012	22708	0	0	0.098361	0.140771	0.128263	0.000000	0.000000	0.000000	3312	323	67	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	18638	0	0	1597	49289	206137	0	1525	0	29683	0	0	0	0	29885	0	0	0	2223	0	0	1373	1373	22592	60317	30142	0	92855	1533	88	0.134169	0.246466	0.235143	0	0	0	28512	1373	1083	0	0	0	0	0	0	0	0	0	
3971																																																																																																																																																																																																	96491	0	0	0	93251	669520	11	12705	0	101820	0	0	0	0	92446	0	0	0	47145	0	0	5898	5909	89078	94578	108124	43580	374733	7579	0	0.132272	0.199657	0.186896	0	0	0	86537	5909	699	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	6387	0	0	0	46339	199768	0	1963	0	20967	0	0	0	0	19901	0	0	0	8058	0	0	1646	1646	9527	47717	48654	12121	93079	380	0	0.092628	0.151542	0.139008	0	0	0	18255	1646	929	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	6685	0	0	0	44717	120929	0	820	0	14793	0	0	0	0	15606	0	0	0	0	0	0	820	820	0	39282	24443	3702	58013	0	0	0.1235	0.1994	0.1889	0.0000	0.0000	0.0000	14786	820	7	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	18814	0	0	380	95981	262012	0	3117	0	26883	0	0	0	0	27210	0	0	0	1910	22	0	1881	1881	17325	86646	58502	11527	100102	0	0	0.0968	0.1823	0.1697	0	0	0	25329	1881	1532	0	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	6096	0	0	0	75271	340531	0	5095	0	33080	39	0	0	0	35665	0	0	798	6727	0	0	3259	3259	5235	83028	30958	14293	225733	0	0	0.0963	0.1367	0.1243	0.0000	0.0000	0.0000	32406	3259	674	0	0	0	0	0	0	0	0	0	
5005																																																																																																																																																																																																	24704	0	0	0	93713	335581	33	135	0	34238	210	0	0	0	26015	0	0	0	0	0	0	135	168	20969	96203	107716	22126	106547	0	4254	0.0791	0.1448	0.1438	0.0000	0.0000	0.0000	25847	168	264	0	0	0	0	0	0	0	0	0	
5069																																																																																																																																																																																																	71565	0	0	0	44731	452201	68	16750	0	132027	829	0	0	0	134595	0	0	446	1259	0	0	4802	4870	70984	1741	22278	33469	371631	0	0	0.293724	0.361825	0.348733	0.000000	0.000000	0.000000	129725	4870	2302	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																																																																																	46171	0	0	0	32479	365012	0	3781	0	40921	0	0	0	0	43215	0	0	0	8919	0	0	3418	3418	35348	47888	53163	15917	231219	0	0	0.1095	0.1583	0.1457	0.0000	0.0000	0.0000	39797	3418	82	0	0	0	0	0	0	0	0	0	
5210																																																																																																																																																																																																	67225	0	0	28388	187930	1031657	23	15322	0	85054	0	0	0	0	92646	0	0	5760	0	-5122	0	8313	8336	61409	211495	290717	61825	474491	1540	0	0.0830	0.1408	0.1281	0.0000	0.0000	0.0000	84310	8336	5866	0	0	0	0	0	0	0	0	0	
